Chrom	Start	End	Name	Score	Strand	Conc	Conc_NEUROD1_Foxg1KD	Conc_NEUROD1_Control	Fold	p.value	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr5	35552214	35553135	DiffBind	0	.	6.35	6.86	5.58	1.28	0.00103	0.0221	Promoter (1-2kb)	5	35554184	35555971	1788	1	ENSMUST00000119494	-1049	ENSMUSG00000083907	ENSMUSG00000083907
chr4	71470654	71471004	DiffBind	0	.	4.9	3.83	5.51	-1.68	0.00275	0.0408	Distal Intergenic	4	71370738	71371196	459	2	ENSMUST00000120838	-99459	ENSMUSG00000083914	ENSMUSG00000083914
chr3	99547598	99548075	DiffBind	0	.	6.52	5.71	7.03	-1.32	0.00229	0.0366	Promoter (2-3kb)	3	99544447	99544968	522	2	ENSMUST00000118852	-2631	ENSMUSG00000083938	ENSMUSG00000083938
chr2	79004978	79005373	DiffBind	0	.	5.46	3.2	6.3	-3.1	6.31e-08	2.66e-05	Distal Intergenic	2	79022821	79023271	451	2	ENSMUST00000119028	17898	ENSMUSG00000083950	ENSMUSG00000083950
chr2	79010370	79010760	DiffBind	0	.	4.61	3.13	5.32	-2.19	0.00273	0.0407	Distal Intergenic	2	79022821	79023271	451	2	ENSMUST00000119028	12511	ENSMUSG00000083950	ENSMUSG00000083950
chr4	37626605	37627506	DiffBind	0	.	6.77	5.85	7.33	-1.47	0.000109	0.00514	Distal Intergenic	4	37880081	37889918	9838	2	ENSMUST00000119331	262412	ENSMUSG00000083983	ENSMUSG00000083983
chr4	109733796	109734189	DiffBind	0	.	5.32	4.41	5.88	-1.47	0.00259	0.0394	Intron (ENSMUST00000102724/ENSMUSG00000010517, intron 4 of 18)	4	109754414	109754817	404	2	ENSMUST00000120597	20628	ENSMUSG00000083995	ENSMUSG00000083995
chr11	21846936	21847855	DiffBind	0	.	6.79	5.9	7.34	-1.44	4.57e-05	0.00284	Intron (ENSMUST00000020568/ENSMUSG00000020319, intron 14 of 17)	11	21877007	21877950	944	2	ENSMUST00000117561	30095	ENSMUSG00000084004	ENSMUSG00000084004
chr4	75529659	75529983	DiffBind	0	.	4.83	3.44	5.52	-2.09	0.000429	0.0125	Distal Intergenic	4	75380760	75381474	715	1	ENSMUST00000120554	148900	ENSMUSG00000084026	ENSMUSG00000084026
chr4	11658787	11659326	DiffBind	0	.	5.84	6.35	5.06	1.29	0.00223	0.036	Distal Intergenic	4	11649647	11650499	853	2	ENSMUST00000118393	-8289	ENSMUSG00000084046	ENSMUSG00000084046
chr11	13272840	13273442	DiffBind	0	.	6.21	4.47	6.98	-2.5	3.29e-06	0.000439	Distal Intergenic	11	12997666	12998383	718	1	ENSMUST00000117869	275175	ENSMUSG00000084055	ENSMUSG00000084055
chr11	27833642	27834186	DiffBind	0	.	6.2	5.09	6.82	-1.73	5.46e-06	0.000626	Distal Intergenic	11	27883112	27883355	244	1	ENSMUST00000112483	-48926	ENSMUSG00000084064	ENSMUSG00000084064
chr2	21261735	21262056	DiffBind	0	.	4.87	3.78	5.49	-1.71	0.00306	0.0435	Distal Intergenic	2	21244105	21244440	336	1	ENSMUST00000117483	17631	ENSMUSG00000084071	ENSMUSG00000084071
chr6	149354722	149355257	DiffBind	0	.	6.63	5.99	7.07	-1.08	0.00136	0.0262	Promoter (<=1kb)	6	149353382	149353826	445	2	ENSMUST00000121073	-897	ENSMUSG00000084083	ENSMUSG00000084083
chr11	10192677	10193268	DiffBind	0	.	4.93	5.73	2.97	2.75	5.91e-06	0.000659	Distal Intergenic	11	10199545	10199772	228	1	ENSMUST00000121099	-6277	ENSMUSG00000084091	ENSMUSG00000084091
chr11	10098544	10099242	DiffBind	0	.	5.77	6.31	4.89	1.42	0.002	0.0336	Distal Intergenic	11	10199545	10199772	228	1	ENSMUST00000121099	-100303	ENSMUSG00000084091	ENSMUSG00000084091
chr2	23261561	23262139	DiffBind	0	.	5.92	4.44	6.63	-2.19	1.32e-05	0.00116	Intron (ENSMUST00000028113/ENSMUSG00000026774, intron 9 of 10)	2	23235236	23235739	504	1	ENSMUST00000118834	26326	ENSMUSG00000084098	ENSMUSG00000084098
chr1	86823133	86823661	DiffBind	0	.	5.59	4.15	6.3	-2.15	1.1e-05	0.00102	Intron (ENSMUST00000065694/ENSMUSG00000053333, intron 6 of 20)	1	86908793	86909683	891	2	ENSMUST00000120149	86022	ENSMUSG00000084106	ENSMUSG00000084106
chr1	86986421	86986751	DiffBind	0	.	5.21	3.95	5.88	-1.93	0.000351	0.011	Intron (ENSMUST00000065694/ENSMUSG00000053333, intron 12 of 20)	1	86908762	86909703	942	2	ENSMUST00000167233	-76719	ENSMUSG00000084106	ENSMUSG00000084106
chr4	38361862	38362363	DiffBind	0	.	6.28	5.13	6.91	-1.78	0.000822	0.0191	Distal Intergenic	4	38263918	38264461	544	1	ENSMUST00000119012	97945	ENSMUSG00000084148	ENSMUSG00000084148
chr1	60701622	60702105	DiffBind	0	.	5.6	4.4	6.25	-1.86	9.64e-05	0.00473	Promoter (<=1kb)	1	60700872	60701937	1066	1	ENSMUST00000118030	751	ENSMUSG00000084151	ENSMUSG00000084151
chr4	27385642	27386596	DiffBind	0	.	6.75	7.31	5.83	1.48	0.00248	0.0384	Distal Intergenic	4	27543178	27543614	437	1	ENSMUST00000120412	-156582	ENSMUSG00000084163	ENSMUSG00000084163
chr7	50626501	50626938	DiffBind	0	.	5.73	4.08	6.47	-2.39	7.04e-07	0.000152	Intron (ENSMUST00000081872/ENSMUSG00000055409, intron 14 of 19)	7	50599344	50600320	977	1	ENSMUST00000119710	27158	ENSMUSG00000084234	ENSMUSG00000084234
chr7	50638860	50639315	DiffBind	0	.	6.81	6.13	7.27	-1.14	0.000765	0.0183	Intron (ENSMUST00000081872/ENSMUSG00000055409, intron 14 of 19)	7	50599344	50600320	977	1	ENSMUST00000119710	39517	ENSMUSG00000084234	ENSMUSG00000084234
chr7	51032806	51033365	DiffBind	0	.	6.12	4.9	6.77	-1.88	0.00016	0.00671	Distal Intergenic	7	50599344	50600320	977	1	ENSMUST00000119710	433463	ENSMUSG00000084234	ENSMUSG00000084234
chr2	121727491	121728144	DiffBind	0	.	6.8	5.89	7.35	-1.45	4.36e-06	0.000533	Intron (ENSMUST00000110593/ENSMUSG00000027238, intron 1 of 14)	2	121718530	121719191	662	1	ENSMUST00000118165	8962	ENSMUSG00000084244	ENSMUSG00000084244
chr11	115667747	115668212	DiffBind	0	.	6.22	5.02	6.87	-1.86	2.48e-06	0.000368	Intron (ENSMUST00000106499/ENSMUSG00000059923, intron 1 of 3)	11	115657491	115657559	69	2	ENSMUST00000118223	-10189	ENSMUSG00000084277	ENSMUSG00000084277
chr11	115660272	115661015	DiffBind	0	.	6.48	5.66	7	-1.34	0.000183	0.00736	Promoter (2-3kb)	11	115657491	115657559	69	2	ENSMUST00000118223	-2714	ENSMUSG00000084277	ENSMUSG00000084277
chr2	57517640	57518271	DiffBind	0	.	7.01	6.54	7.37	-0.83	0.00265	0.0399	Distal Intergenic	2	57425167	57425709	543	2	ENSMUST00000121893	-91932	ENSMUSG00000084338	ENSMUSG00000084338
chr2	57451300	57451828	DiffBind	0	.	6.74	5.97	7.25	-1.28	0.000224	0.00837	Distal Intergenic	2	57425167	57425709	543	2	ENSMUST00000121893	-25592	ENSMUSG00000084338	ENSMUSG00000084338
chr3	152149326	152150046	DiffBind	0	.	6.26	5.14	6.89	-1.75	8.87e-06	0.000879	Intron (ENSMUST00000046614/ENSMUSG00000039131, intron 1 of 5)	3	152153447	152154116	670	1	ENSMUST00000118766	-3401	ENSMUSG00000084343	ENSMUSG00000084343
chr3	152155611	152156214	DiffBind	0	.	5.47	4.23	6.13	-1.9	0.000764	0.0183	Promoter (2-3kb)	3	152153447	152154116	670	1	ENSMUST00000118766	2165	ENSMUSG00000084343	ENSMUSG00000084343
chr4	5980917	5981576	DiffBind	0	.	5.86	4.56	6.54	-1.98	2.28e-05	0.00172	Intron (ENSMUST00000126564/ENSMUSG00000049119, intron 4 of 4)	4	6069874	6070627	754	1	ENSMUST00000121336	-88298	ENSMUSG00000084360	ENSMUSG00000084360
chr4	6008443	6009112	DiffBind	0	.	7.26	6.7	7.67	-0.97	0.000134	0.00592	Intron (ENSMUST00000126564/ENSMUSG00000049119, intron 4 of 4)	4	6069874	6070627	754	1	ENSMUST00000121336	-60762	ENSMUSG00000084360	ENSMUSG00000084360
chr3	78517937	78518392	DiffBind	0	.	5.69	6.36	4.39	1.97	4.39e-05	0.00276	Distal Intergenic	3	78488395	78488637	243	2	ENSMUST00000177956	-29301	ENSMUSG00000084370	ENSMUSG00000084370
chr2	123349096	123350092	DiffBind	0	.	6.59	5.91	7.05	-1.14	0.00126	0.0251	Distal Intergenic	2	123273924	123274211	288	1	ENSMUST00000119363	75173	ENSMUSG00000084372	ENSMUSG00000084372
chr2	123486658	123487143	DiffBind	0	.	6.36	5.65	6.84	-1.19	0.00132	0.0258	Distal Intergenic	2	123273924	123274211	288	1	ENSMUST00000119363	212735	ENSMUSG00000084372	ENSMUSG00000084372
chr2	123473653	123474073	DiffBind	0	.	5.36	4.11	6.01	-1.91	0.000344	0.0109	Distal Intergenic	2	123273924	123274211	288	1	ENSMUST00000119363	199730	ENSMUSG00000084372	ENSMUSG00000084372
chr2	123533118	123534041	DiffBind	0	.	6.75	6.01	7.23	-1.23	0.000232	0.00855	Distal Intergenic	2	123273924	123274211	288	1	ENSMUST00000119363	259195	ENSMUSG00000084372	ENSMUSG00000084372
chr2	123364098	123364513	DiffBind	0	.	5.64	4.46	6.28	-1.82	0.000209	0.00799	Distal Intergenic	2	123273924	123274211	288	1	ENSMUST00000119363	90175	ENSMUSG00000084372	ENSMUSG00000084372
chr15	37515427	37515863	DiffBind	0	.	5.79	5.02	6.29	-1.28	0.0028	0.0412	Intron (ENSMUST00000168992/ENSMUSG00000051359, intron 4 of 6)	15	37492756	37493228	473	1	ENSMUST00000118671	22672	ENSMUSG00000084382	ENSMUSG00000084382
chr17	8603437	8603793	DiffBind	0	.	4.92	3.46	5.63	-2.18	0.000549	0.0147	Intron (ENSMUST00000115715/ENSMUSG00000023868, intron 1 of 21)	17	8564258	8568860	4603	2	ENSMUST00000119013	-34578	ENSMUSG00000084390	ENSMUSG00000084390
chr17	8659225	8659776	DiffBind	0	.	5.96	4.85	6.57	-1.72	0.000153	0.00649	Intron (ENSMUST00000115715/ENSMUSG00000023868, intron 1 of 21)	17	8564258	8568860	4603	2	ENSMUST00000119013	-90366	ENSMUSG00000084390	ENSMUSG00000084390
chr2	132970861	132971206	DiffBind	0	.	5.31	3.42	6.1	-2.68	8.97e-06	0.000886	Distal Intergenic	2	132980169	132981168	1000	2	ENSMUST00000121502	9962	ENSMUSG00000084393	ENSMUSG00000084393
chr13	21297676	21298037	DiffBind	0	.	5.73	4.69	6.33	-1.65	0.000229	0.00848	Promoter (<=1kb)	13	21296248	21296718	471	2	ENSMUST00000117685	-959	ENSMUSG00000084414	ENSMUSG00000084414
chr10	4847580	4848052	DiffBind	0	.	4.99	3.56	5.69	-2.13	0.000871	0.0198	Intron (ENSMUST00000149195/ENSMUSG00000019768, intron 5 of 7)	10	4775500	4775590	91	2	ENSMUST00000122481	-71991	ENSMUSG00000084430	ENSMUSG00000084430
chr16	23404602	23405200	DiffBind	0	.	6.1	5.01	6.71	-1.7	6.01e-05	0.00341	Distal Intergenic	16	23423422	23423735	314	2	ENSMUST00000122490	18535	ENSMUSG00000084439	ENSMUSG00000084439
chr15	50423019	50423543	DiffBind	0	.	6.21	3.93	7.06	-3.13	2.81e-07	8.13e-05	Distal Intergenic	15	50889025	50889114	90	2	ENSMUST00000122509	465571	ENSMUSG00000084458	ENSMUSG00000084458
chr2	97165754	97166322	DiffBind	0	.	5.27	5.91	4.07	1.84	0.000278	0.0096	Intron (ENSMUST00000135431/ENSMUSG00000050587, intron 4 of 6)	2	97117414	97117536	123	1	ENSMUST00000122511	48341	ENSMUSG00000084460	ENSMUSG00000084460
chr13	46908529	46908876	DiffBind	0	.	5.05	3.76	5.72	-1.97	0.00107	0.0225	Intron (ENSMUST00000056978/ENSMUSG00000021375, intron 2 of 37)	13	46902589	46902692	104	1	ENSMUST00000122517	5941	ENSMUSG00000084466	ENSMUSG00000084466
chr8	54876276	54876922	DiffBind	0	.	6.01	5.15	6.54	-1.39	0.000741	0.018	Intron (ENSMUST00000176866/ENSMUSG00000039375, intron 2 of 4)	8	54866261	54866379	119	1	ENSMUST00000122549	10016	ENSMUSG00000084498	ENSMUSG00000084498
chr10	114913993	114914392	DiffBind	0	.	5.59	4.26	6.27	-2.02	4.15e-05	0.00266	Promoter (2-3kb)	10	114910711	114911035	325	2	ENSMUST00000122552	-2959	ENSMUSG00000084501	ENSMUSG00000084501
chr19	33093547	33094162	DiffBind	0	.	6.1	4.68	6.8	-2.12	2.05e-07	6.44e-05	Distal Intergenic	19	32969950	32970308	359	2	ENSMUST00000122563	-123240	ENSMUSG00000084512	ENSMUSG00000084512
chr18	25548543	25549151	DiffBind	0	.	5.71	4.78	6.27	-1.48	0.00337	0.0463	Intron (ENSMUST00000025117/ENSMUSG00000024268, intron 2 of 12)	18	25598145	25598454	310	2	ENSMUST00000122588	49303	ENSMUSG00000084537	ENSMUSG00000084537
chr1	113395047	113395941	DiffBind	0	.	7.33	6.79	7.72	-0.93	0.00133	0.0259	Distal Intergenic	1	113717914	113718047	134	2	ENSMUST00000122597	322106	ENSMUSG00000084546	ENSMUSG00000084546
chr1	113099927	113100362	DiffBind	0	.	5.47	4.26	6.11	-1.85	0.00101	0.0219	Distal Intergenic	1	113717914	113718047	134	2	ENSMUST00000122597	617685	ENSMUSG00000084546	ENSMUSG00000084546
chr6	99576929	99578044	DiffBind	0	.	6.88	7.33	6.24	1.08	0.00156	0.0286	Promoter (1-2kb)	6	99575891	99576137	247	1	ENSMUST00000122598	1039	ENSMUSG00000084547	ENSMUSG00000084547
chr5	119186330	119186774	DiffBind	0	.	6.03	4.68	6.72	-2.04	4.4e-06	0.000536	Distal Intergenic	5	119297245	119297361	117	1	ENSMUST00000122599	-110471	ENSMUSG00000084548	ENSMUSG00000084548
chr5	119459711	119460191	DiffBind	0	.	5.4	3.89	6.12	-2.23	5.46e-05	0.0032	Distal Intergenic	5	119297245	119297361	117	1	ENSMUST00000122599	162467	ENSMUSG00000084548	ENSMUSG00000084548
chr5	119066666	119067111	DiffBind	0	.	6.59	5.46	7.22	-1.76	8.17e-06	0.000825	Distal Intergenic	5	119297245	119297361	117	1	ENSMUST00000122599	-230134	ENSMUSG00000084548	ENSMUSG00000084548
chr1	188714092	188714490	DiffBind	0	.	6.12	5.15	6.7	-1.55	0.000895	0.0203	Exon (ENSMUST00000060479/ENSMUSG00000026609, exon 38 of 71)	1	188760476	188760579	104	1	ENSMUST00000122601	-45986	ENSMUSG00000084550	ENSMUSG00000084550
chr1	188708709	188709181	DiffBind	0	.	6.3	5.25	6.9	-1.64	0.000198	0.00771	Intron (ENSMUST00000060479/ENSMUSG00000026609, intron 37 of 70)	1	188760476	188760579	104	1	ENSMUST00000122601	-51295	ENSMUSG00000084550	ENSMUSG00000084550
chr5	126544491	126545040	DiffBind	0	.	6.14	5.15	6.72	-1.57	5.71e-05	0.00328	Distal Intergenic	5	126513875	126513981	107	2	ENSMUST00000122602	-30511	ENSMUSG00000084551	ENSMUSG00000084551
chr5	126551702	126552401	DiffBind	0	.	6.94	6.18	7.43	-1.25	9.57e-05	0.00471	Distal Intergenic	5	126513875	126513981	107	2	ENSMUST00000122602	-37722	ENSMUSG00000084551	ENSMUSG00000084551
chr16	5713245	5713899	DiffBind	0	.	5.67	6.2	4.83	1.37	0.00187	0.0323	Distal Intergenic	16	5324036	5324157	122	2	ENSMUST00000122624	-389089	ENSMUSG00000084573	ENSMUSG00000084573
chr16	5506751	5507831	DiffBind	0	.	7.06	7.4	6.61	0.79	0.0035	0.0474	Distal Intergenic	16	5324036	5324157	122	2	ENSMUST00000122624	-182595	ENSMUSG00000084573	ENSMUSG00000084573
chr16	5895422	5896186	DiffBind	0	.	6.28	5.45	6.8	-1.35	0.000404	0.012	Distal Intergenic	16	5324036	5324157	122	2	ENSMUST00000122624	-571266	ENSMUSG00000084573	ENSMUSG00000084573
chr17	50954431	50954834	DiffBind	0	.	5.25	3.21	6.06	-2.84	5.05e-05	0.00304	Intron (ENSMUST00000024717/ENSMUSG00000023923, intron 8 of 21)	17	50916925	50917041	117	2	ENSMUST00000122634	-37391	ENSMUSG00000084583	ENSMUSG00000084583
chr11	27070069	27070814	DiffBind	0	.	6.76	5.69	7.37	-1.67	2.03e-07	6.42e-05	Distal Intergenic	11	27085126	27085207	82	1	ENSMUST00000122639	-14312	ENSMUSG00000084588	ENSMUSG00000084588
chr19	26382018	26383144	DiffBind	0	.	7.87	7.45	8.2	-0.75	0.00271	0.0405	Distal Intergenic	19	26260369	26260493	125	2	ENSMUST00000122640	-121526	ENSMUSG00000084589	ENSMUSG00000084589
chr19	26383856	26384520	DiffBind	0	.	6.57	5.88	7.03	-1.15	0.0024	0.0377	Distal Intergenic	19	26260369	26260493	125	2	ENSMUST00000122640	-123364	ENSMUSG00000084589	ENSMUSG00000084589
chr9	118253584	118254169	DiffBind	0	.	4.68	5.66	-0.22	5.87	9.1e-07	0.000178	Distal Intergenic	9	118287786	118288092	307	1	ENSMUST00000122659	-33617	ENSMUSG00000084608	ENSMUSG00000084608
chr9	118220425	118220750	DiffBind	0	.	4.63	5.45	2.55	2.9	0.000911	0.0205	Distal Intergenic	9	118287786	118288092	307	1	ENSMUST00000122659	-67036	ENSMUSG00000084608	ENSMUSG00000084608
chr13	50926650	50927118	DiffBind	0	.	5.92	5.09	6.45	-1.36	0.00259	0.0394	Distal Intergenic	13	51014086	51014209	124	1	ENSMUST00000122660	-86968	ENSMUSG00000084609	ENSMUSG00000084609
chr7	94973340	94973827	DiffBind	0	.	6.02	4.73	6.69	-1.96	3.82e-06	0.000484	Distal Intergenic	7	95171864	95172157	294	1	ENSMUST00000122687	-198037	ENSMUSG00000084636	ENSMUSG00000084636
chr7	95295289	95296455	DiffBind	0	.	7.2	6.7	7.57	-0.87	0.000792	0.0187	Distal Intergenic	7	95171864	95172157	294	1	ENSMUST00000122687	123426	ENSMUSG00000084636	ENSMUSG00000084636
chr18	63838550	63839051	DiffBind	0	.	6.08	5.04	6.68	-1.64	0.000576	0.0153	Intron (ENSMUST00000072726/ENSMUSG00000040560, intron 20 of 27)	18	63909082	63909156	75	2	ENSMUST00000122693	70105	ENSMUSG00000084642	ENSMUSG00000084642
chr3	60273705	60274405	DiffBind	0	.	5.65	4.85	6.16	-1.31	0.00285	0.0417	Distal Intergenic	3	60127641	60127747	107	2	ENSMUST00000122698	-145959	ENSMUSG00000084647	ENSMUSG00000084647
chr6	19193079	19193698	DiffBind	0	.	6.3	5.36	6.86	-1.5	0.000199	0.00774	Distal Intergenic	6	19046837	19047151	315	1	ENSMUST00000122701	146243	ENSMUSG00000084650	ENSMUSG00000084650
chr13	109906302	109906680	DiffBind	0	.	5.32	4.11	5.97	-1.85	0.00207	0.0344	Promoter (2-3kb)	13	109903809	109903888	80	1	ENSMUST00000122702	2494	ENSMUSG00000084651	ENSMUSG00000084651
chr12	68208265	68208899	DiffBind	0	.	7.28	6.74	7.67	-0.93	0.00187	0.0323	Distal Intergenic	12	68600970	68601087	118	1	ENSMUST00000122711	-392071	ENSMUSG00000084660	ENSMUSG00000084660
chr13	80243871	80244307	DiffBind	0	.	5.5	4.16	6.19	-2.03	0.00117	0.024	Distal Intergenic	13	80158663	80158790	128	1	ENSMUST00000122712	85209	ENSMUSG00000084661	ENSMUSG00000084661
chr1	19421254	19421976	DiffBind	0	.	7.1	6.62	7.45	-0.83	0.00207	0.0344	Distal Intergenic	1	19513855	19513919	65	2	ENSMUST00000122719	91943	ENSMUSG00000084668	ENSMUSG00000084668
chr16	81434315	81434873	DiffBind	0	.	6.39	4.55	7.18	-2.63	9.15e-11	2.28e-07	Exon (ENSMUST00000037785/ENSMUSG00000022762, exon 3 of 16)	16	81261703	81262015	313	2	ENSMUST00000122722	-172301	ENSMUSG00000084671	ENSMUSG00000084671
chr16	81540878	81541472	DiffBind	0	.	6.19	4.87	6.86	-2	8.01e-07	0.000163	Intron (ENSMUST00000037785/ENSMUSG00000022762, intron 12 of 15)	16	81261703	81262015	313	2	ENSMUST00000122722	-278864	ENSMUSG00000084671	ENSMUSG00000084671
chr8	83784944	83785454	DiffBind	0	.	6.38	5.5	6.92	-1.42	0.00067	0.0167	Distal Intergenic	8	83752918	83753204	287	1	ENSMUST00000122733	32027	ENSMUSG00000084682	ENSMUSG00000084682
chr3	14107654	14108135	DiffBind	0	.	5.82	4.76	6.42	-1.66	0.000652	0.0165	Intron (ENSMUST00000108372/ENSMUSG00000039717, intron 4 of 7)	3	14029482	14029762	281	2	ENSMUST00000122735	-77893	ENSMUSG00000084684	ENSMUSG00000084684
chr9	5123677	5124140	DiffBind	0	.	6.43	5.47	7	-1.53	4.53e-05	0.00282	Distal Intergenic	9	5111399	5111533	135	1	ENSMUST00000122741	12279	ENSMUSG00000084690	ENSMUSG00000084690
chr2	181180759	181181195	DiffBind	0	.	4.82	3.62	5.47	-1.85	0.00168	0.0301	Promoter (2-3kb)	2	181183512	181183615	104	1	ENSMUST00000122747	-2317	ENSMUSG00000084696	ENSMUSG00000084696
chr18	3935808	3936159	DiffBind	0	.	4.66	5.44	2.82	2.61	0.000131	0.00579	Distal Intergenic	18	3860108	3860430	323	1	ENSMUST00000122770	75701	ENSMUSG00000084719	ENSMUSG00000084719
chr13	102203893	102204179	DiffBind	0	.	4.65	3.03	5.39	-2.36	0.000442	0.0127	Distal Intergenic	13	102228669	102228952	284	1	ENSMUST00000122784	-24490	ENSMUSG00000084733	ENSMUSG00000084733
chr13	102035894	102036353	DiffBind	0	.	5.77	4.3	6.49	-2.18	2e-05	0.00158	Distal Intergenic	13	102228669	102228952	284	1	ENSMUST00000122784	-192316	ENSMUSG00000084733	ENSMUSG00000084733
chr1	25469352	25469765	DiffBind	0	.	5.1	3.2	5.89	-2.69	2.11e-05	0.00162	Intron (ENSMUST00000146592/ENSMUSG00000033569, intron 9 of 28)	1	25451071	25451174	104	1	ENSMUST00000122791	18282	ENSMUSG00000084740	ENSMUSG00000084740
chr3	72304566	72304964	DiffBind	0	.	5.36	4.05	6.04	-1.99	0.000817	0.0191	Distal Intergenic	3	72737831	72737981	151	2	ENSMUST00000122803	433017	ENSMUSG00000084752	ENSMUSG00000084752
chr2	103910460	103911096	DiffBind	0	.	5.63	4.54	6.25	-1.71	0.000796	0.0188	Promoter (<=1kb)	2	103912024	103918960	6937	1	ENSMUST00000149025	-928	ENSMUSG00000084756	ENSMUSG00000084756
chr4	124511059	124512370	DiffBind	0	.	8.22	8.53	7.83	0.7	0.000765	0.0183	Distal Intergenic	4	124449902	124485959	36058	2	ENSMUST00000143859	-25101	ENSMUSG00000084757	ENSMUSG00000084757
chr4	124409143	124409813	DiffBind	0	.	6.37	5.64	6.86	-1.22	0.00146	0.0274	Distal Intergenic	4	124414416	124418858	4443	2	ENSMUST00000148832	9045	ENSMUSG00000084757	ENSMUSG00000084757
chr10	119735091	119735550	DiffBind	0	.	4.8	3.2	5.54	-2.34	0.000361	0.0113	Intron (ENSMUST00000147356/ENSMUSG00000034813, intron 1 of 24)	10	119746063	119761699	15637	2	ENSMUST00000153898	26149	ENSMUSG00000084764	ENSMUSG00000084764
chr6	17059415	17059829	DiffBind	0	.	4.78	3.13	5.53	-2.41	0.000433	0.0125	Exon (ENSMUST00000140746/ENSMUSG00000084772, exon 1 of 2)	6	17058806	17064996	6191	2	ENSMUST00000140746	5167	ENSMUSG00000084772	ENSMUSG00000084772
chr11	45084570	45084997	DiffBind	0	.	5.4	4.25	6.04	-1.79	0.00156	0.0287	Distal Intergenic	11	45102866	45116928	14063	2	ENSMUST00000143869	31931	ENSMUSG00000084773	ENSMUSG00000084773
chr8	11421951	11422332	DiffBind	0	.	5.57	4.51	6.17	-1.66	0.00114	0.0235	Intron (ENSMUST00000033899/ENSMUSG00000031503, intron 22 of 47)	8	11399186	11417892	18707	2	ENSMUST00000148654	-4060	ENSMUSG00000084783	ENSMUSG00000084783
chr2	71755612	71756181	DiffBind	0	.	5.94	6.55	4.88	1.67	4.47e-05	0.00279	Intron (ENSMUST00000133124/ENSMUSG00000027111, intron 2 of 5)	2	71749925	71759801	9877	1	ENSMUST00000157059	5688	ENSMUSG00000084794	ENSMUSG00000084794
chr11	87747642	87748232	DiffBind	0	.	6.43	5.56	6.97	-1.42	0.000807	0.0189	Distal Intergenic	11	87755577	87757270	1694	1	ENSMUST00000123700	-7345	ENSMUSG00000084796	ENSMUSG00000084796
chr11	52057086	52057631	DiffBind	0	.	6.39	5.59	6.91	-1.31	0.00379	0.0499	3' UTR	11	52038850	52039471	622	2	ENSMUST00000133940	-17616	ENSMUSG00000084800	ENSMUSG00000084800
chr13	26338671	26339149	DiffBind	0	.	5.71	4.92	6.22	-1.31	0.00335	0.0462	Distal Intergenic	13	26284151	26312406	28256	2	ENSMUST00000154703	-26266	ENSMUSG00000084811	ENSMUSG00000084811
chr8	114346062	114346361	DiffBind	0	.	5.26	4.21	5.86	-1.65	0.00122	0.0245	Intron (ENSMUST00000049509/ENSMUSG00000046844, intron 7 of 8)	8	114341160	114351479	10320	2	ENSMUST00000139864	5118	ENSMUSG00000084848	ENSMUSG00000084848
chr13	104660167	104660686	DiffBind	0	.	5.42	4.09	6.09	-2	0.000746	0.018	Intron (ENSMUST00000022228/ENSMUSG00000021715, intron 12 of 13)	13	104684931	104694994	10064	1	ENSMUST00000131215	-24245	ENSMUSG00000084860	ENSMUSG00000084860
chr3	108288341	108288878	DiffBind	0	.	6.2	5.38	6.72	-1.35	0.000459	0.013	Intron (ENSMUST00000102632/ENSMUSG00000068747, intron 1 of 19)	3	108283898	108284843	946	2	ENSMUST00000148844	-3499	ENSMUSG00000084863	ENSMUSG00000084863
chr15	18614043	18614504	DiffBind	0	.	5.96	5.06	6.51	-1.45	0.000476	0.0133	Distal Intergenic	15	18698194	18818772	120579	2	ENSMUST00000150382	204268	ENSMUSG00000084873	ENSMUSG00000084873
chr4	95178863	95179353	DiffBind	0	.	6.22	5.15	6.83	-1.68	4.17e-06	0.000517	Distal Intergenic	4	95193313	95209727	16415	1	ENSMUST00000136941	-13960	ENSMUSG00000084918	ENSMUSG00000084918
chr2	162394509	162395192	DiffBind	0	.	6.43	5.2	7.09	-1.89	2e-05	0.00158	Intron (ENSMUST00000109443/ENSMUSG00000053141, intron 1 of 30)	2	162390813	162393945	3133	1	ENSMUST00000151688	3697	ENSMUSG00000084919	ENSMUSG00000084919
chr4	120304581	120304994	DiffBind	0	.	6.76	6.01	7.26	-1.24	0.00013	0.00579	Distal Intergenic	4	120291350	120303892	12543	1	ENSMUST00000152384	13232	ENSMUSG00000084929	ENSMUSG00000084929
chr11	28697755	28698493	DiffBind	0	.	5.46	4.61	5.99	-1.38	0.00334	0.0461	Distal Intergenic	11	28681564	28693276	11713	1	ENSMUST00000146554	16192	ENSMUSG00000084966	ENSMUSG00000084966
chr19	24408706	24410059	DiffBind	0	.	6.69	7.17	5.94	1.23	0.00264	0.0398	Intron (ENSMUST00000112673/ENSMUSG00000024867, intron 3 of 13)	19	24416009	24430329	14321	1	ENSMUST00000126936	-5950	ENSMUSG00000085003	ENSMUSG00000085003
chr12	91040081	91040727	DiffBind	0	.	6.1	5.26	6.63	-1.38	0.000753	0.0181	Intron (ENSMUST00000143415/ENSMUSG00000061533, intron 8 of 12)	12	91050369	91079907	29539	1	ENSMUST00000129932	-9642	ENSMUSG00000085004	ENSMUSG00000085004
