loc	cluster
chr19:30959867-30960268	cluster_3
chr12:60066389-60066790	cluster_3
chr2:6945644-6946045	cluster_3
chr1:189787124-189787525	cluster_3
chr13:42757726-42758127	cluster_3
chr7:49309509-49309910	cluster_3
chr17:81201415-81201816	cluster_3
chr7:40331992-40332393	cluster_3
chr16:41172825-41173226	cluster_3
chr1:94970314-94970715	cluster_3
chr3:138771044-138771445	cluster_3
chr2:141180775-141181176	cluster_3
chr17:3498591-3498992	cluster_3
chr8:76391988-76392389	cluster_3
chr6:44257016-44257417	cluster_3
chr11:78142389-78142790	cluster_3
chr6:86917254-86917655	cluster_3
chr12:25329490-25329891	cluster_3
chr19:15034330-15034731	cluster_3
chr7:117139481-117139882	cluster_3
chr13:80641336-80641737	cluster_3
chr4:12229566-12229967	cluster_3
chr5:141477967-141478368	cluster_3
chr8:49327028-49327429	cluster_3
chr1:79505646-79506047	cluster_3
chr12:98720632-98721033	cluster_3
chr6:107631115-107631516	cluster_3
chr4:28301711-28302112	cluster_3
chr2:110816172-110816573	cluster_3
chr2:92788077-92788478	cluster_3
chr8:59385373-59385774	cluster_3
chr15:38919730-38920131	cluster_3
chr1:179000081-179000482	cluster_3
chr13:15120363-15120764	cluster_3
chr7:43547763-43548164	cluster_3
chr1:78017928-78018329	cluster_3
chr2:48752261-48752662	cluster_3
chr10:125954701-125955102	cluster_3
chr13:32055289-32055690	cluster_3
chr11:108023235-108023636	cluster_3
chr7:69488560-69488961	cluster_3
chr2:134278475-134278876	cluster_3
chr1:37696925-37697326	cluster_3
chr2:8022040-8022441	cluster_3
chr13:70702903-70703304	cluster_3
chr13:34913459-34913860	cluster_3
chr14:89502536-89502937	cluster_3
chr5:96932341-96932742	cluster_3
chr12:95171042-95171443	cluster_3
chr8:107505326-107505727	cluster_3
chr12:16145721-16146122	cluster_3
chr2:83601870-83602271	cluster_3
chr2:149670477-149670878	cluster_3
chr15:63036187-63036588	cluster_3
chr8:104542255-104542656	cluster_3
chr5:115212487-115212888	cluster_3
chr7:68290265-68290666	cluster_3
chr8:67758405-67758806	cluster_3
chr3:154634508-154634909	cluster_3
chr7:50549611-50550012	cluster_3
chr5:113152672-113153073	cluster_3
chr13:53978554-53978955	cluster_3
chr14:77876227-77876628	cluster_3
chr8:66273337-66273738	cluster_3
chr8:125254376-125254777	cluster_3
chr12:71327478-71327879	cluster_3
chr11:67253699-67254100	cluster_3
chr14:66211076-66211477	cluster_3
chr16:91111151-91111552	cluster_3
chr11:113782003-113782404	cluster_3
chr3:16585052-16585453	cluster_3
chr6:119656064-119656465	cluster_3
chr14:75635360-75635761	cluster_3
chr12:81175650-81176051	cluster_3
chr3:154467689-154468090	cluster_3
chr15:55734782-55735183	cluster_3
chr5:113910359-113910760	cluster_3
chr7:89216610-89217011	cluster_3
chr14:79793189-79793590	cluster_3
chr2:79059284-79059685	cluster_3
chr3:89603314-89603715	cluster_3
chr8:93464737-93465138	cluster_3
chr7:132074541-132074942	cluster_3
chr3:26761110-26761511	cluster_3
chr19:37954773-37955174	cluster_3
chr14:38072058-38072459	cluster_3
chr11:69706768-69707169	cluster_3
chr11:76491801-76492202	cluster_3
chr11:113673651-113674052	cluster_3
chr11:81014703-81015104	cluster_3
chr6:48886399-48886800	cluster_3
chr2:141217514-141217915	cluster_3
chr6:46496847-46497248	cluster_3
chr1:194837018-194837419	cluster_3
chr14:69912438-69912839	cluster_3
chr8:56437991-56438392	cluster_3
chr6:21322217-21322618	cluster_3
chr2:5533958-5534359	cluster_3
chr14:121183480-121183881	cluster_3
chr15:41359295-41359696	cluster_3
chr18:24435153-24435554	cluster_3
chr14:33391698-33392099	cluster_3
chr18:38349841-38350609	cluster_3
chr10:82680809-82681210	cluster_3
chr7:73264485-73264886	cluster_3
chr6:35225721-35226122	cluster_3
chr11:109360284-109360685	cluster_3
chr5:39377558-39377959	cluster_3
chr10:19002002-19002403	cluster_3
chr6:9200779-9201180	cluster_3
chr8:125901090-125901491	cluster_3
chr7:130100946-130101347	cluster_3
chr15:40045241-40045642	cluster_3
chr8:90985297-90985698	cluster_3
chr11:115667751-115668152	cluster_3
chr10:109950231-109950632	cluster_3
chr9:11879296-11879697	cluster_3
chr18:18387294-18387695	cluster_3
chr7:89923451-89923852	cluster_3
chr5:112320940-112321341	cluster_3
chr16:71643202-71643603	cluster_3
chr8:66200163-66200564	cluster_3
chr8:24142248-24142649	cluster_3
chr7:117118864-117119265	cluster_3
chr2:108044905-108045306	cluster_3
chr3:50279843-50280244	cluster_3
chr14:64615951-64616352	cluster_3
chr5:4596972-4597373	cluster_3
chr1:17810307-17810708	cluster_3
chr9:5346600-5347001	cluster_3
chr5:66859492-66859893	cluster_3
chr13:17515920-17516321	cluster_3
chr3:131808173-131808574	cluster_3
chr16:29605423-29605824	cluster_3
chr1:37710227-37710628	cluster_3
chr12:5720111-5720512	cluster_3
chr6:96234757-96235158	cluster_3
chr1:170732066-170732467	cluster_3
chr15:41405136-41405537	cluster_3
chr6:20079733-20080134	cluster_3
chr11:67772637-67773038	cluster_3
chr10:13304745-13305146	cluster_3
chr13:81526980-81527381	cluster_3
chr4:57273941-57274342	cluster_3
chr3:61294509-61294910	cluster_3
chr1:166330718-166331119	cluster_3
chr1:43389635-43390036	cluster_3
chr10:45784649-45785050	cluster_3
chr5:18220890-18221291	cluster_3
chr8:62971816-62972217	cluster_3
chr7:124855033-124855434	cluster_3
chr5:95976194-95976595	cluster_3
chr12:76074335-76074736	cluster_3
chr2:179043755-179044156	cluster_3
chr13:26462587-26462988	cluster_3
chr6:52640364-52640765	cluster_3
chr7:74876660-74877061	cluster_3
chr8:18081985-18082386	cluster_3
chr4:114900653-114901054	cluster_3
chr10:58401860-58402261	cluster_3
chr17:84605948-84606349	cluster_3
chr1:106406819-106407220	cluster_3
chr3:8294523-8294924	cluster_3
chr7:80767004-80767405	cluster_3
chr1:90820914-90821315	cluster_3
chr13:72769200-72769601	cluster_3
chr11:51472359-51472760	cluster_3
chr15:54702087-54702488	cluster_3
chr10:27622079-27622480	cluster_3
chr6:134439534-134439935	cluster_3
chr15:71678661-71679062	cluster_3
chr16:81493553-81493954	cluster_3
chr15:62565928-62566329	cluster_3
chr19:43114630-43115031	cluster_3
chr2:127504143-127504544	cluster_3
chr7:28827236-28827637	cluster_3
chr3:15194358-15194759	cluster_3
chr1:12283556-12283957	cluster_3
chr14:104242612-104243013	cluster_3
chr3:5811263-5811664	cluster_3
chr16:44238803-44239204	cluster_3
chr5:146683507-146683908	cluster_3
chr16:62406480-62406881	cluster_3
chr6:144343473-144343874	cluster_3
chr10:45311580-45311981	cluster_3
chr6:28279909-28280310	cluster_3
chr16:74906021-74906422	cluster_3
chr17:34244798-34245199	cluster_3
chr16:16260825-16261226	cluster_3
chr18:66381716-66382117	cluster_3
chr4:48003527-48003928	cluster_3
chr3:52651282-52651683	cluster_3
chr8:83439899-83440300	cluster_3
chr12:55431131-55431532	cluster_3
chr1:136128380-136128781	cluster_3
chr6:76834598-76834999	cluster_3
chr9:24435087-24435488	cluster_3
chr15:90813931-90814332	cluster_3
chr4:139995907-139996308	cluster_3
chr11:117167917-117168318	cluster_3
chr3:154200419-154200820	cluster_3
chr14:54675224-54675625	cluster_3
chr7:121534382-121534783	cluster_3
chr13:42412886-42413287	cluster_3
chr4:155034749-155035150	cluster_3
chr18:48185976-48186377	cluster_3
chr11:25223374-25223775	cluster_3
chr10:51271357-51271758	cluster_3
chr10:106056454-106056855	cluster_3
chr8:54876481-54876882	cluster_3
chr18:36158729-36159130	cluster_3
chr12:97527822-97528223	cluster_3
chr14:82998288-82998689	cluster_3
chr15:77788332-77788733	cluster_3
chr4:123000642-123001043	cluster_3
chr2:92685682-92686083	cluster_3
chr3:46844266-46844667	cluster_3
chr14:46740987-46741388	cluster_3
chr2:148599486-148599887	cluster_3
chr18:40346735-40347136	cluster_3
chr7:56258165-56258566	cluster_3
chr9:26728567-26728968	cluster_3
chr15:61556704-61557105	cluster_3
chr4:44775637-44776038	cluster_3
chr7:100426588-100426989	cluster_3
chr8:45477882-45478283	cluster_3
chr14:64385417-64385818	cluster_3
chr13:30037370-30037771	cluster_3
chr14:9239369-9239770	cluster_3
chr8:31181601-31182002	cluster_3
chr16:10337030-10337431	cluster_3
chr15:91028417-91028818	cluster_3
chr13:43684743-43685144	cluster_3
chr6:84420488-84420889	cluster_3
chr18:47693625-47694026	cluster_3
chr12:101055565-101055966	cluster_3
chr11:86904672-86905073	cluster_3
chr11:52057230-52057631	cluster_3
chr17:72286106-72286507	cluster_3
chr1:96282803-96283204	cluster_3
chr3:158213201-158213602	cluster_3
chr6:141318429-141318830	cluster_3
chr7:79256309-79256710	cluster_3
chr14:105038285-105038686	cluster_3
chr9:43896805-43897206	cluster_3
chr6:149354822-149355223	cluster_3
chr2:133692456-133692857	cluster_3
chr8:100865783-100866184	cluster_3
chr6:124325222-124325623	cluster_3
chr13:15050903-15051304	cluster_3
chr6:30854671-30855072	cluster_3
chr3:41399162-41399563	cluster_3
chr5:53336329-53336730	cluster_3
chr11:110707337-110707738	cluster_3
chr3:125237374-125237775	cluster_3
chr11:108558555-108558956	cluster_3
chr4:50259163-50259564	cluster_3
chr9:48661761-48662162	cluster_3
chr18:7309191-7309592	cluster_3
chr1:182221683-182222084	cluster_3
chr2:46245674-46246075	cluster_3
chr10:95705738-95706139	cluster_3
chr4:104455184-104455585	cluster_3
chr2:23261550-23261951	cluster_3
chr6:41951374-41951775	cluster_3
chr11:104580593-104580994	cluster_3
chr1:16866287-16866688	cluster_3
chr12:17069869-17070270	cluster_3
chr11:38410322-38410723	cluster_3
chr4:155017451-155017852	cluster_3
chr5:96931423-96931824	cluster_3
chr8:36867352-36867753	cluster_3
chr6:50766350-50766751	cluster_3
chr19:21999522-21999923	cluster_3
chr6:135591082-135591483	cluster_3
chr11:45084556-45084957	cluster_3
chr5:75457357-75457758	cluster_3
chr12:17611985-17612386	cluster_3
chr2:180433385-180433786	cluster_3
chr14:116456206-116456607	cluster_3
chr11:19676517-19676918	cluster_3
chr4:74076748-74077149	cluster_3
chr4:20817720-20818121	cluster_3
chr7:100942780-100943181	cluster_3
chr3:68676790-68677191	cluster_3
chr16:90656652-90657053	cluster_3
chr3:76205604-76206005	cluster_3
chr3:107554355-107554756	cluster_3
chr2:147205054-147205455	cluster_3
chr18:28885407-28885808	cluster_3
chr6:51702528-51702929	cluster_3
chr14:63368382-63368783	cluster_3
chr4:96526931-96527332	cluster_3
chr18:39133138-39133539	cluster_3
chr16:9626094-9626495	cluster_3
chr16:6390468-6390869	cluster_3
chr16:6732693-6733094	cluster_3
chr6:69879239-69879640	cluster_3
chr7:96012954-96013355	cluster_3
chr18:51883302-51883703	cluster_3
chr9:48910823-48911224	cluster_3
chr15:16528845-16529246	cluster_3
chr13:72596721-72597122	cluster_3
chr6:64572034-64572435	cluster_3
chr5:63104004-63104405	cluster_3
chr4:44201802-44202203	cluster_3
chr1:112785159-112785560	cluster_3
chr15:103147081-103147482	cluster_3
chr3:117715799-117716200	cluster_3
chr3:33334020-33334421	cluster_3
chr11:84554116-84554517	cluster_3
chr1:67505687-67506088	cluster_3
chr2:138820434-138820835	cluster_3
chr14:28063899-28064300	cluster_3
chr2:65979680-65980081	cluster_3
chr10:28128002-28128403	cluster_3
chr1:65939167-65939568	cluster_3
chr3:127874181-127874582	cluster_3
chr6:19193197-19193598	cluster_3
chr8:11194435-11194836	cluster_3
chr2:68896155-68896556	cluster_3
chr2:79004939-79005340	cluster_3
chr2:151605249-151605650	cluster_3
chr1:192296318-192296719	cluster_3
chr12:82735534-82735935	cluster_3
chr6:90983143-90983544	cluster_3
chr17:50525928-50526329	cluster_3
chr14:88975999-88976400	cluster_3
chr6:111486014-111486415	cluster_3
chr12:98545868-98546269	cluster_3
chr4:20333889-20334290	cluster_3
chr12:35725934-35726335	cluster_3
chr14:107807276-107807677	cluster_3
chr1:185992190-185992591	cluster_3
chr9:27155413-27155814	cluster_3
chr3:95200587-95200988	cluster_3
chr1:60984496-60984897	cluster_3
chr14:35153901-35154302	cluster_3
chr10:69452246-69452647	cluster_3
chr5:28171758-28172159	cluster_3
chr7:64886888-64887289	cluster_3
chr1:54584710-54585111	cluster_3
chr16:12782647-12783048	cluster_3
chr14:75747971-75748372	cluster_3
chr2:80448336-80448737	cluster_3
chr5:126551697-126552098	cluster_3
chr14:90254696-90255097	cluster_3
chr4:54193654-54194055	cluster_3
chr3:67493202-67493603	cluster_3
chr12:24259083-24259484	cluster_3
chr19:23520595-23520996	cluster_3
chr5:16013888-16014289	cluster_3
chr11:120483841-120484242	cluster_3
chr6:8131943-8132344	cluster_3
chr13:48992882-48993283	cluster_3
chr3:153774157-153774558	cluster_3
chr10:116291269-116291670	cluster_3
chr14:123554965-123555366	cluster_3
chr15:77054779-77055180	cluster_3
chr7:80455007-80455408	cluster_3
chr17:77200574-77200975	cluster_3
chr1:14371131-14371532	cluster_3
chr1:53391182-53391583	cluster_3
chr15:73243078-73243479	cluster_3
chr1:108895417-108895818	cluster_3
chr1:29151598-29151999	cluster_3
chr2:114491798-114492199	cluster_3
chr9:49119868-49120269	cluster_3
chr14:22751396-22751797	cluster_3
chr12:28802293-28802694	cluster_3
chr11:101024039-101024440	cluster_3
chr6:30628118-30628519	cluster_3
chr14:31166848-31167249	cluster_3
chr3:76140466-76140867	cluster_3
chr4:105715213-105715614	cluster_3
chr16:12296772-12297173	cluster_3
chr7:140478753-140479154	cluster_3
chr8:7827695-7828096	cluster_3
chr15:29226818-29227219	cluster_3
chr17:30580801-30581202	cluster_3
chr19:3958374-3958775	cluster_3
chr11:63659695-63660096	cluster_3
chr10:31426577-31426978	cluster_3
chr3:107005524-107005925	cluster_3
chr18:70444981-70445382	cluster_3
chr9:43015274-43015675	cluster_3
chr13:18443383-18443784	cluster_3
chr3:137855319-137855720	cluster_3
chr9:50371418-50371819	cluster_3
chr14:37691659-37692060	cluster_3
chr7:134261456-134261857	cluster_3
chr1:101337111-101337512	cluster_3
chr19:55867487-55867888	cluster_3
chr10:34062421-34062822	cluster_3
chr13:70934252-70934653	cluster_3
chr16:50607755-50608156	cluster_3
chr1:118912932-118913333	cluster_3
chr8:64509779-64510180	cluster_3
chr7:49034239-49034640	cluster_3
chr11:61644817-61645218	cluster_3
chr11:101497060-101497461	cluster_3
chr2:161053744-161054145	cluster_3
chr1:51243294-51243695	cluster_3
chr2:154538193-154538594	cluster_3
chr3:21427426-21427827	cluster_3
chr13:23925788-23926189	cluster_3
chr17:86311541-86311942	cluster_3
chr2:45805369-45805770	cluster_3
chr8:79884526-79884927	cluster_3
chr11:26183206-26183607	cluster_3
chr3:84938052-84938453	cluster_3
chr16:12018205-12018606	cluster_3
chr11:8397797-8398198	cluster_3
chr17:53654635-53655036	cluster_3
chr1:24184963-24185364	cluster_3
chr14:35990936-35991337	cluster_3
chr4:46727177-46727578	cluster_3
chr1:13860482-13860883	cluster_3
chr8:16406972-16407373	cluster_3
chr5:118485405-118485806	cluster_3
chr13:109906301-109906702	cluster_3
chr4:83085016-83085417	cluster_3
chr2:44512367-44512768	cluster_3
chr6:125784044-125784445	cluster_3
chr2:107392851-107393252	cluster_3
chr16:15354694-15355095	cluster_3
chr1:38037386-38037787	cluster_3
chr3:156097515-156097916	cluster_3
chr19:49615030-49615431	cluster_3
chr5:47768214-47768615	cluster_3
chr2:132860480-132860881	cluster_3
chr5:103658632-103659033	cluster_3
chr11:66674641-66675042	cluster_3
chr14:8315677-8316078	cluster_3
chr19:45847501-45847902	cluster_3
chr2:37576594-37576995	cluster_3
chr8:93040229-93040630	cluster_3
chr1:47103218-47103619	cluster_3
chr3:63910679-63911080	cluster_3
chr4:13632549-13632950	cluster_3
chr4:45543409-45543810	cluster_3
chr17:73391783-73392184	cluster_3
chr10:20585933-20586334	cluster_3
chr4:13437628-13438029	cluster_3
chr18:66652197-66652598	cluster_3
chr11:117545827-117546228	cluster_3
chr5:91875786-91876187	cluster_3
chr6:28203598-28203999	cluster_3
chr4:97950394-97950795	cluster_3
chr14:72037029-72037430	cluster_3
chr15:73814037-73814438	cluster_3
chr5:123499786-123500187	cluster_3
chr15:34401496-34401897	cluster_3
chr5:142380487-142380888	cluster_3
chr3:80004954-80005355	cluster_3
chr15:64659489-64659890	cluster_3
chr5:63469682-63470083	cluster_3
chr14:102730620-102731021	cluster_3
chr15:31815546-31815947	cluster_3
chr12:27087295-27087696	cluster_3
chr15:17357018-17357419	cluster_3
chr2:116923618-116924019	cluster_3
chr8:119497649-119498050	cluster_3
chr6:32739303-32739704	cluster_3
chr16:20897579-20897980	cluster_3
chr19:5076547-5076948	cluster_3
chr3:64976237-64976638	cluster_3
chr9:28190292-28190693	cluster_3
chr1:186294610-186295011	cluster_3
chr7:120988061-120988462	cluster_3
chr7:111020757-111021158	cluster_3
chr8:81360407-81360808	cluster_3
chr7:100926359-100926760	cluster_3
chr1:66998565-66998966	cluster_3
chr6:31155666-31156067	cluster_3
chr2:17575424-17575825	cluster_3
chr9:39362369-39362770	cluster_3
chr11:4831078-4831479	cluster_3
chr16:7150449-7150850	cluster_3
chr1:157715684-157716085	cluster_3
chr8:18584386-18584787	cluster_3
chr13:114698049-114698450	cluster_3
chr7:111367243-111367644	cluster_3
chr15:38714129-38714530	cluster_3
chr13:80243872-80244273	cluster_3
chr8:18348723-18349124	cluster_3
chr9:18317137-18317538	cluster_3
chr11:28698057-28698458	cluster_3
chr11:19835269-19835670	cluster_3
chr18:3764466-3764867	cluster_3
chr2:19763003-19763404	cluster_3
chr11:31969213-31969614	cluster_3
chr10:86042748-86043149	cluster_3
chr15:24796750-24797151	cluster_3
chr18:65228136-65228537	cluster_3
chr6:118621942-118622343	cluster_3
chr5:38099988-38100389	cluster_3
chr10:119735147-119735548	cluster_3
chr10:6578578-6578979	cluster_3
chr3:137367929-137368330	cluster_3
chr4:141161460-141161861	cluster_3
chr13:41849105-41849506	cluster_3
chr16:15429692-15430093	cluster_3
chr14:115955390-115955791	cluster_3
chr16:16351409-16351810	cluster_3
chr1:61794338-61794739	cluster_3
chr17:51649388-51649789	cluster_3
chr17:63146551-63146952	cluster_3
chr2:121588311-121588712	cluster_3
chr8:94258752-94259153	cluster_3
chr10:77093828-77094229	cluster_3
chr5:40316715-40317116	cluster_3
chr2:3305393-3305794	cluster_3
chr10:16441650-16442051	cluster_3
chr11:77989199-77989600	cluster_3
chr8:34274977-34275378	cluster_3
chr2:35357533-35357934	cluster_3
chr13:110175456-110175857	cluster_3
chr6:45100755-45101156	cluster_3
chr13:54811379-54811780	cluster_3
chr4:21761413-21761814	cluster_3
chr13:8834628-8835029	cluster_3
chr16:90518283-90518684	cluster_3
chr14:121566897-121567298	cluster_3
chr2:130877380-130877781	cluster_3
chr19:52241428-52241829	cluster_3
chr15:80163253-80163654	cluster_3
chr11:49275845-49276246	cluster_3
chr8:32183700-32184101	cluster_3
chr19:40305588-40305989	cluster_3
chr14:37978172-37978573	cluster_3
chr10:35242556-35242957	cluster_3
chr7:92196028-92196429	cluster_3
chr15:11729355-11729756	cluster_3
chr1:75749924-75750325	cluster_3
chr13:58679696-58680097	cluster_3
chr10:67400640-67401041	cluster_3
chr13:114324329-114324730	cluster_3
chr13:76358841-76359242	cluster_3
chr4:124927118-124927519	cluster_3
chr2:68325296-68325697	cluster_3
chr7:64583707-64584108	cluster_3
chr4:53261250-53261651	cluster_3
chr1:150614751-150615152	cluster_3
chr17:29680170-29680571	cluster_3
chr5:66367624-66368025	cluster_3
chr3:138248710-138249111	cluster_3
chr14:39822151-39822552	cluster_3
chr11:66394313-66394714	cluster_3
chr6:118261244-118261645	cluster_3
chr7:135478571-135478972	cluster_3
chr8:125084495-125084896	cluster_3
chr4:140456300-140456701	cluster_3
chr7:58225700-58226101	cluster_3
chr11:86386589-86386990	cluster_3
chr15:59989628-59990029	cluster_3
chr16:72640160-72640561	cluster_3
chr17:4182099-4182500	cluster_3
chr14:118723884-118724285	cluster_3
chr2:179555940-179556341	cluster_3
chr17:49339488-49339889	cluster_3
chr6:29543700-29544101	cluster_3
chr4:151572648-151573049	cluster_3
chr15:6737926-6738327	cluster_3
chr1:54092065-54092466	cluster_3
chr3:124298371-124298772	cluster_3
chr1:113099941-113100342	cluster_3
chr11:26152296-26152697	cluster_3
chr4:114410996-114411397	cluster_3
chr16:22371449-22371850	cluster_3
chr8:76539081-76539482	cluster_3
chr5:39000670-39001071	cluster_3
chr2:124130870-124131271	cluster_3
chr3:74019552-74019953	cluster_3
chr2:101321362-101321763	cluster_3
chr8:62364478-62364879	cluster_3
chr6:71459503-71459904	cluster_3
chr13:105652036-105652437	cluster_3
chr6:56168699-56169100	cluster_3
chr8:103938891-103939292	cluster_3
chr4:100661143-100661544	cluster_3
chr13:81159836-81160237	cluster_3
chr5:112484873-112485274	cluster_3
chr10:84026684-84027085	cluster_3
chr12:102532120-102532521	cluster_3
chr13:111313948-111314349	cluster_3
chr4:155122515-155122916	cluster_3
chr2:174882196-174882597	cluster_3
chr15:91439878-91440279	cluster_3
chr2:85512489-85512890	cluster_3
chr8:48313644-48314045	cluster_3
chr1:45278051-45278452	cluster_3
chr15:70026119-70026520	cluster_3
chr3:141075153-141075554	cluster_3
chr12:29391711-29392112	cluster_3
chr5:73942913-73943314	cluster_3
chr1:60838949-60839350	cluster_3
chr4:41351928-41352329	cluster_3
chr16:88426495-88426896	cluster_3
chr6:80310095-80310496	cluster_3
chr16:82409099-82409500	cluster_3
chr11:94570911-94571312	cluster_3
chr17:26390686-26391087	cluster_3
chr2:130885740-130886141	cluster_3
chr7:120773454-120773855	cluster_3
chr3:155555848-155556249	cluster_3
chr1:60701634-60702035	cluster_3
chr8:55680129-55680530	cluster_3
chr18:63838568-63838969	cluster_3
chr5:31562201-31562602	cluster_3
chr10:90537286-90537687	cluster_3
chr17:37505614-37506015	cluster_3
chr17:83021668-83022069	cluster_3
chr12:30708586-30708987	cluster_3
chr7:43326390-43326791	cluster_3
chr1:46526649-46527050	cluster_3
chr2:123473655-123474056	cluster_3
chr3:13487398-13487799	cluster_3
chr4:48342719-48343120	cluster_3
chr1:93656293-93656694	cluster_3
chr6:54902937-54903338	cluster_3
chr6:50979517-50979918	cluster_3
chr3:8417353-8417754	cluster_3
chr2:144435630-144436031	cluster_3
chr4:103197335-103197736	cluster_3
chr5:101608864-101609265	cluster_3
chr1:49231711-49232112	cluster_3
chr7:4117120-4117521	cluster_3
chr10:11198353-11198754	cluster_3
chr14:17126282-17126683	cluster_3
chr14:97249611-97250012	cluster_3
chr5:82620073-82620474	cluster_3
chr2:157552227-157552628	cluster_3
chr1:87911079-87911480	cluster_3
chr2:123364093-123364494	cluster_3
chr14:77608206-77608607	cluster_3
chr15:7084531-7084932	cluster_3
chr2:88247924-88248325	cluster_3
chr1:21605757-21606158	cluster_3
chr12:78797418-78797819	cluster_3
chr2:157496578-157496979	cluster_3
chr3:53377101-53377502	cluster_3
chr1:184930792-184931193	cluster_3
chr7:119250389-119250790	cluster_3
chr2:17756332-17756733	cluster_3
chr1:101947302-101947703	cluster_3
chr4:69677488-69677889	cluster_3
chr1:27886754-27887155	cluster_3
chr16:72798457-72798858	cluster_3
chr11:109067725-109068126	cluster_3
chr13:97559626-97560027	cluster_3
chr4:11362331-11362732	cluster_3
chr14:94834350-94834751	cluster_3
chr1:21538410-21538811	cluster_3
chr8:114346020-114346421	cluster_3
chr18:6419595-6419996	cluster_3
chr3:63400754-63401155	cluster_3
chr5:22888398-22888799	cluster_3
chr3:107018292-107018693	cluster_3
chr1:84673611-84674012	cluster_3
chr9:17026467-17026868	cluster_3
chr3:19622570-19622971	cluster_3
chr7:143712950-143713351	cluster_3
chr17:80707248-80707649	cluster_3
chr8:60757659-60758060	cluster_3
chr4:108890883-108891284	cluster_3
chr13:20512500-20512901	cluster_3
chr13:90716869-90717270	cluster_3
chr1:36528245-36528646	cluster_3
chr3:103504581-103504982	cluster_3
chr13:50411079-50411480	cluster_3
chr13:79064812-79065213	cluster_3
chr2:103644231-103644632	cluster_3
chr13:92459534-92459935	cluster_3
chr2:130898191-130898592	cluster_3
chr7:120768883-120769284	cluster_3
chr15:44339700-44340101	cluster_3
chr13:6341090-6341491	cluster_3
chr15:20239070-20239471	cluster_3
chr2:46356627-46357028	cluster_3
chr3:77715039-77715440	cluster_3
chr5:128841555-128841956	cluster_3
chr10:72677040-72677441	cluster_3
chr11:70746552-70746953	cluster_3
chr4:152480442-152480843	cluster_3
chr10:13739838-13740239	cluster_3
chr7:121881463-121881864	cluster_3
chr10:51614552-51614953	cluster_3
chr6:43233824-43234225	cluster_3
chr16:84388685-84389086	cluster_3
chr8:65701486-65701887	cluster_3
chr1:144161204-144161605	cluster_3
chr7:67503315-67503716	cluster_3
chr13:98210141-98210542	cluster_3
chr11:115660395-115660796	cluster_3
chr16:39751669-39752070	cluster_3
chr1:159510374-159510775	cluster_3
chr8:64522580-64522981	cluster_3
chr1:157737797-157738198	cluster_3
chr15:12414475-12414876	cluster_3
chr12:7710311-7710712	cluster_3
chr1:181622589-181622990	cluster_3
chr5:46213271-46213672	cluster_3
chr7:49382897-49383298	cluster_3
chr3:81943133-81943534	cluster_3
chr11:33453480-33453881	cluster_3
chr3:38154588-38154989	cluster_3
chr10:55339793-55340194	cluster_3
chr3:117283940-117284341	cluster_3
chr7:92820970-92821371	cluster_3
chr9:15552524-15552925	cluster_3
chr18:45781488-45781889	cluster_3
chr17:92065487-92065888	cluster_3
chr14:76024618-76025019	cluster_3
chr11:35459606-35460007	cluster_3
chr17:77530392-77530793	cluster_3
chr5:113859080-113859481	cluster_3
chr5:101750138-101750539	cluster_3
chr8:40235117-40235518	cluster_3
chr16:56093697-56094098	cluster_3
chr12:12991596-12991997	cluster_3
chr16:6750440-6750841	cluster_3
chr2:11300421-11300822	cluster_3
chr17:49083876-49084277	cluster_3
chr15:89398213-89398614	cluster_3
chr16:20596728-20597129	cluster_3
chr13:46517368-46517769	cluster_3
chr3:20521346-20521747	cluster_3
chr9:42917924-42918325	cluster_3
chr1:73115941-73116342	cluster_3
chr11:50501418-50501819	cluster_3
chr18:39030799-39031200	cluster_3
chr13:102203829-102204230	cluster_3
chr19:52517307-52517708	cluster_3
chr18:9434370-9434771	cluster_3
chr2:26240307-26240708	cluster_3
chr2:164861982-164862383	cluster_3
chr5:102003244-102003645	cluster_3
chr6:23940756-23941157	cluster_3
chr12:51423373-51423774	cluster_3
chr7:54185655-54186056	cluster_3
chr11:44188206-44188607	cluster_3
chr7:64145659-64146060	cluster_3
chr13:35530481-35530882	cluster_3
chr3:101116454-101116855	cluster_3
chr16:63422600-63423001	cluster_3
chr19:18128745-18129146	cluster_3
chr10:49764777-49765178	cluster_3
chr11:99451935-99452336	cluster_3
chr1:120539909-120540310	cluster_3
chr11:116799357-116799758	cluster_3
chr3:153571091-153571492	cluster_3
chr17:48978240-48978641	cluster_3
chr10:54656522-54656923	cluster_3
chr5:96029763-96030164	cluster_3
chr5:100190004-100190405	cluster_3
chr14:10666675-10667076	cluster_3
chr15:58654350-58654751	cluster_3
chr18:78842839-78843240	cluster_3
chr2:152783253-152783654	cluster_3
chr12:82485073-82485474	cluster_3
chr16:74764440-74764841	cluster_3
chr4:134800118-134800519	cluster_3
chr3:132595405-132595806	cluster_3
chr15:74667707-74668108	cluster_3
chr3:109919036-109919437	cluster_3
chr10:17906383-17906784	cluster_3
chr11:68536464-68536865	cluster_3
chr16:5382269-5382670	cluster_3
chr14:9153664-9154065	cluster_3
chr8:111306849-111307250	cluster_3
chr15:78042684-78043085	cluster_3
chr14:111295535-111295936	cluster_3
chr13:89024036-89024437	cluster_3
chr3:53919897-53920298	cluster_3
chr11:94130435-94130836	cluster_3
chr3:18739987-18740388	cluster_3
