.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	Shared
ENSMUSG00000046886	36.5256006	-0.062282942	0.289494701	0.65669803	0.790452484	Zfp474	chr18	52572904	52573407	Distal Intergenic	18	52615915	52639830	23916	1	ENSMUST00000072666	-42508	ENSMUSG00000046886	Shared
ENSMUSG00000046909	318.6424646	0.354824777	0.152650527	0.009369819	0.037488543	Tefm	chr11	80134607	80135383	3' UTR	11	80136678	80139909	3232	2	ENSMUST00000136996	4526	ENSMUSG00000046909	Shared
ENSMUSG00000046922	55.01788604	-1.67571225	0.582903376	0.000123988	0.00104506	Gpr6	chr10	40984423	40985203	Distal Intergenic	10	41069989	41072285	2297	2	ENSMUST00000061796	87082	ENSMUSG00000046922	Shared
ENSMUSG00000046934	1.418617505	-0.066038862	0.33455017	0.264969839	.	Csl	chr10	99658497	99659363	Distal Intergenic	10	99757705	99759658	1954	2	ENSMUST00000056085	100295	ENSMUSG00000046934	Shared
ENSMUSG00000046952	1.306401275	0.020829988	0.322903065	0.744064191	.	Gm5815	chr17	58468782	58469594	Distal Intergenic	17	58593659	58594843	1185	1	ENSMUST00000050706	-124065	ENSMUSG00000046952	Shared
ENSMUSG00000046961	308.2746205	-0.314666088	0.150035095	0.018556468	0.063731544	Gpr156	chr16	37929142	37929446	Intron (ENSMUST00000061274/ENSMUSG00000046961, intron 1 of 9)	16	37916496	38007527	91032	1	ENSMUST00000061274	12647	ENSMUSG00000046961	Shared
ENSMUSG00000046982	1477.593805	0.356733505	0.226410954	0.041220988	0.117893308	Tshz1	chr18	83731239	83731556	Distal Intergenic	18	84012082	84086390	74309	2	ENSMUST00000175783	354834	ENSMUSG00000046982	Shared
ENSMUSG00000046985	1688.013856	-1.605863626	0.13935247	5.42252E-32	4.21893E-29	Tapt1	chr5	44166644	44167035	Distal Intergenic	5	44175164	44226606	51443	2	ENSMUST00000055128	59571	ENSMUSG00000046985	Shared
ENSMUSG00000046991	149.87915	0.201175842	0.203407628	0.212347253	0.382508689	Wdr27	chr17	14908466	14909602	Exon (ENSMUST00000170386/ENSMUSG00000046991, exon 8 of 23)	17	14829331	14934653	105323	2	ENSMUST00000170386	25051	ENSMUSG00000046991	Shared
ENSMUSG00000046994	915.1571984	-0.300583357	0.105428771	0.002519603	0.013003004	Mars2	chr1	55237012	55237526	Promoter (<=1kb)	1	55237177	55240058	2882	1	ENSMUST00000061334	0	ENSMUSG00000046994	Shared
ENSMUSG00000046997	534.0221861	0.034674605	0.158105931	0.803032671	0.88879728	Spsb4	chr9	96990950	96991683	Intron (ENSMUST00000055433/ENSMUSG00000046997, intron 2 of 2)	9	96943485	96984195	40711	2	ENSMUST00000162307	-6756	ENSMUSG00000046997	Shared
ENSMUSG00000047003	1895.077965	-0.197732281	0.105477197	0.046762545	0.129477077	Zfp41	chr15	75614927	75616905	Promoter (<=1kb)	15	75616679	75625300	8622	1	ENSMUST00000161785	0	ENSMUSG00000047003	Shared
ENSMUSG00000047030	2401.610096	0.109752719	0.116325821	0.313173846	0.495789148	Spata2	chr2	167476044	167476681	3' UTR	2	167484520	167485830	1311	2	ENSMUST00000147051	9149	ENSMUSG00000047030	Shared
ENSMUSG00000047036	7340.0132	-0.486155232	0.081202867	6.97404E-10	2.40337E-08	Zfp445	chr9	122846238	122846498	Distal Intergenic	9	122851914	122862128	10215	2	ENSMUST00000056467	15630	ENSMUSG00000047036	Shared
ENSMUSG00000047044	1160.916944	0.388814644	0.193279352	0.015632463	0.055733009	D030056L22Rik	chr19	18693489	18693780	Exon (ENSMUST00000025632/ENSMUSG00000024726, exon 6 of 8)	19	18713193	18718428	5236	1	ENSMUST00000062753	-19413	ENSMUSG00000047044	Shared
ENSMUSG00000047067	426.3105265	0.282751761	0.200954079	0.080494925	0.193710664	Dusp28	chr1	92906673	92907054	Promoter (<=1kb)	1	92906989	92908620	1632	1	ENSMUST00000060913	0	ENSMUSG00000047067	Shared
ENSMUSG00000047094	7.276568699	-0.071199563	0.330215063	0.328655099	0.511434693	Ofcc1	chr13	40364866	40365262	Distal Intergenic	13	40001882	40288011	286130	2	ENSMUST00000054635	-76856	ENSMUSG00000047094	Shared
ENSMUSG00000047104	84.80706148	-1.006487936	0.503282271	0.002819185	0.014250197	Pbp2	chr6	135295008	135295387	Distal Intergenic	6	135309784	135310347	564	2	ENSMUST00000050471	14960	ENSMUSG00000047104	Shared
ENSMUSG00000047117	1.363965003	0.030574177	0.325816742	0.575375813	.	Ankdd1b	chr13	96476093	96476432	Distal Intergenic	13	96416134	96471160	55027	2	ENSMUST00000055607	-4934	ENSMUSG00000047117	Shared
ENSMUSG00000047143	930.8016577	0.108045322	0.217301296	0.5013298	0.667245246	Dmrta2	chr4	110082820	110083875	Distal Intergenic	4	109978053	109983687	5635	1	ENSMUST00000061187	104768	ENSMUSG00000047143	Shared
ENSMUSG00000047146	1226.578625	-0.152108966	0.183249602	0.326221208	0.508799446	Tet1	chr10	62866436	62866970	Promoter (1-2kb)	10	62839097	62865304	26208	2	ENSMUST00000173081	-1133	ENSMUSG00000047146	Shared
ENSMUSG00000047155	631.6572183	-0.865325858	0.214865532	6.29522E-06	8.03538E-05	Cyp4x1	chr4	115133332	115134104	Promoter (<=1kb)	4	115108682	115133977	25296	2	ENSMUST00000051400	0	ENSMUSG00000047155	Shared
ENSMUSG00000047161	29.90737809	-1.177746999	0.544851134	0.001381207	0.007942137	Chst9	chr18	15618192	15619305	Intron (ENSMUST00000053017/ENSMUSG00000047161, intron 1 of 3)	18	15451924	15718046	266123	2	ENSMUST00000053017	98741	ENSMUSG00000047161	Shared
ENSMUSG00000047181	7164.475026	-0.333831458	0.100256067	0.000529151	0.00357402	Samd14	chr11	95009525	95010050	Promoter (<=1kb)	11	95009879	95026087	16209	1	ENSMUST00000055947	0	ENSMUSG00000047181	Shared
ENSMUSG00000047187	8730.097295	-0.26618198	0.062074316	1.11522E-05	0.000133018	Rab2a	chr4	8501564	8502187	Distal Intergenic	4	8535644	8607778	72135	1	ENSMUST00000060232	-33457	ENSMUSG00000047187	Shared
ENSMUSG00000047193	1445.841924	-0.358997203	0.141627247	0.005265518	0.023659742	Dync2h1	chr9	6855412	6855663	Distal Intergenic	9	6940585	6956689	16105	2	ENSMUST00000152934	101026	ENSMUSG00000047193	Shared
ENSMUSG00000047213	2633.880174	-0.14156784	0.086050129	0.087438529	0.205793369	Ythdf3	chr3	16273970	16274255	Distal Intergenic	3	16183183	16217035	33853	1	ENSMUST00000108346	90788	ENSMUSG00000047213	Shared
ENSMUSG00000047216	72.97524891	-0.087736443	0.247282509	0.59542594	0.74291441	Cdh19	chr1	110802389	110802804	Distal Intergenic	1	110889195	110977372	88178	2	ENSMUST00000094626	174568	ENSMUSG00000047216	Shared
ENSMUSG00000047220	15.06232098	1.086201467	0.559457913	0.002824066	0.01426783	Ccdc36	chr9	108411243	108411854	Intron (ENSMUST00000076592/ENSMUSG00000047220, intron 5 of 6)	9	108403642	108428484	24843	2	ENSMUST00000076592	16630	ENSMUSG00000047220	Shared
ENSMUSG00000047221	834.5866088	-0.286295335	0.122232053	0.011535262	0.044286737	Fam185a	chr5	21434277	21434945	Promoter (<=1kb)	5	21434729	21480804	46076	1	ENSMUST00000146056	0	ENSMUSG00000047221	Shared
ENSMUSG00000047227	113.6257222	-0.344553754	0.179138463	0.024547289	0.079590816	RP23-377I11.1	chr12	64857719	64858077	Distal Intergenic	12	64917911	64924591	6681	1	ENSMUST00000058135	-59834	ENSMUSG00000047227	Shared
ENSMUSG00000047228	12.0845816	-1.266859977	0.651464668	0.002630996	0.013456994	RP23-214M22.3	chr6	128594725	128595216	Distal Intergenic	6	128539822	128581606	41785	2	ENSMUST00000060574	-13120	ENSMUSG00000047228	Shared
ENSMUSG00000047248	1166.023152	-0.253411686	0.097416152	0.006190128	0.026975463	C2cd3	chr7	100416246	100416657	3' UTR	7	100395799	100454440	58642	1	ENSMUST00000119647	20448	ENSMUSG00000047248	Shared
ENSMUSG00000047259	69.81554325	-1.138806638	0.333874018	3.8546E-05	0.000387548	Mc4r	chr18	66780439	66780853	Distal Intergenic	18	66857715	66860472	2758	2	ENSMUST00000057942	79619	ENSMUSG00000047259	Shared
ENSMUSG00000047261	25056.41294	-0.983492706	0.132959787	1.49579E-14	1.28214E-12	Gap43	chr16	42255478	42256341	Intron (ENSMUST00000102817/ENSMUSG00000047261, intron 2 of 2)	16	42248458	42276072	27615	2	ENSMUST00000125187	19731	ENSMUSG00000047261	Shared
ENSMUSG00000047264	1067.860058	0.462334085	0.164992035	0.001496803	0.008502901	Zfp358	chr8	3492507	3492975	Promoter (<=1kb)	8	3493138	3497208	4071	1	ENSMUST00000061508	-163	ENSMUSG00000047264	Shared
ENSMUSG00000047298	3.928402337	-0.020416364	0.321944142	0.748996228	.	Kcnv2	chr19	27317310	27317708	Distal Intergenic	19	27322588	27337179	14592	1	ENSMUST00000056708	-4880	ENSMUSG00000047298	Shared
ENSMUSG00000047324	1.554248602	-0.020483027	0.327617959	0.555267907	.	RP23-347J22.1	chr13	47608899	47609270	Distal Intergenic	13	47960330	48018608	58279	2	ENSMUST00000061899	409338	ENSMUSG00000047324	Shared
ENSMUSG00000047330	9.737309168	-0.025884245	0.305841118	0.819181789	0.89855918	Kcne4	chr1	78760656	78761388	Distal Intergenic	1	78816949	78820024	3076	1	ENSMUST00000057262	-55561	ENSMUSG00000047330	Shared
ENSMUSG00000047361	390.2588036	0.59387742	0.35884274	0.013817379	0.050801847	RP24-147G7.1	chr1	59515795	59516788	Promoter (<=1kb)	1	59516264	59634508	118245	1	ENSMUST00000114243	0	ENSMUSG00000047361	Shared
ENSMUSG00000047363	55.59412881	-0.399373798	0.320044147	0.053223908	0.142812897	Cstad	chr2	30594644	30595139	Promoter (<=1kb)	2	30595040	30608943	13904	1	ENSMUST00000102853	0	ENSMUSG00000047363	Shared
ENSMUSG00000047368	1401.358082	0.061556475	0.113814845	0.564505416	0.719557659	Abhd17b	chr19	21684821	21685185	3' UTR	19	21653309	21685637	32329	1	ENSMUST00000052556	31513	ENSMUSG00000047368	Shared
ENSMUSG00000047369	33.45780188	-0.237390065	0.278987051	0.195146122	0.361054744	Dnah14	chr1	181656087	181656682	Distal Intergenic	1	181738988	181755444	16457	1	ENSMUST00000097446	-82306	ENSMUSG00000047369	Shared
ENSMUSG00000047370	6.639703593	0.035998758	0.296074424	0.786736652	0.878589802	RP23-306D24.2	chr7	60642693	60643053	Distal Intergenic	7	60155538	60156170	633	1	ENSMUST00000057611	487156	ENSMUSG00000047370	Shared
ENSMUSG00000047371	863.6863879	0.577471128	0.176713701	0.000227399	0.001739812	Zfp768	chr7	127351253	127351851	Distal Intergenic	7	127342797	127345314	2518	2	ENSMUST00000060783	-5940	ENSMUSG00000047371	Shared
ENSMUSG00000047384	2.621071493	0.003459454	0.319433897	0.960416034	.	RP23-381K21.4	chr1	192818372	192818886	Distal Intergenic	1	192833169	192834719	1551	2	ENSMUST00000057543	15833	ENSMUSG00000047384	Shared
ENSMUSG00000047409	854.6910371	0.355778446	0.128947691	0.002742931	0.013934395	Ctdspl	chr9	118974226	118974536	Intron (ENSMUST00000073109/ENSMUSG00000047409, intron 1 of 7)	9	118929867	119033628	103762	1	ENSMUST00000174841	44360	ENSMUSG00000047409	Shared
ENSMUSG00000047412	990.1999404	0.036409761	0.108047476	0.721206186	0.836385205	Zbtb44	chr9	31013624	31013877	Distal Intergenic	9	31030644	31075879	45236	1	ENSMUST00000115222	-16767	ENSMUSG00000047412	Shared
ENSMUSG00000047414	2033.907007	0.123295141	0.144199492	0.339244487	0.521551659	Flrt2	chr12	95680563	95681020	Distal Intergenic	12	95692226	95785215	92990	1	ENSMUST00000057324	-11206	ENSMUSG00000047414	Shared
ENSMUSG00000047415	252.6244473	-0.674247832	0.210173088	0.000195962	0.001544996	Gpr68	chr12	100895336	100895769	3' UTR	12	100879314	100899498	20185	2	ENSMUST00000135684	3729	ENSMUSG00000047415	Shared
ENSMUSG00000047417	2221.163042	-0.498794889	0.12587286	2.14099E-05	0.000235381	Rexo1	chr10	80566322	80566688	Downstream (<1kb)	10	80540926	80561560	20635	2	ENSMUST00000057910	-4763	ENSMUSG00000047417	Shared
ENSMUSG00000047419	85.30426309	-0.19148329	0.249910417	0.27543215	0.455652353	Cmya5	chr13	92999899	93000230	Distal Intergenic	13	93040713	93144724	104012	2	ENSMUST00000062122	144494	ENSMUSG00000047419	Shared
ENSMUSG00000047420	34.35610708	0.046820157	0.308107826	0.677106871	0.805480441	Fam180a	chr6	35349776	35350247	Distal Intergenic	6	35312746	35326141	13396	2	ENSMUST00000051176	-23636	ENSMUSG00000047420	Shared
ENSMUSG00000047423	2127.776352	0.058707666	0.096192651	0.526295425	0.688318921	RP23-140G16.1	chr19	5428469	5428766	Distal Intergenic	19	5425157	5427313	2157	1	ENSMUST00000159759	3313	ENSMUSG00000047423	Shared
ENSMUSG00000047428	1633.798313	-0.320749427	0.11786068	0.003494534	0.016976689	Dlk2	chr17	46297111	46297575	Promoter (<=1kb)	17	46297421	46303098	5678	1	ENSMUST00000061722	0	ENSMUSG00000047428	Shared
ENSMUSG00000047434	1856.583976	0.287880672	0.135081856	0.019484727	0.066255932	Xxylt1	chr16	31027305	31027921	Intron (ENSMUST00000055389/ENSMUSG00000047434, intron 2 of 3)	16	30957461	31061427	103967	2	ENSMUST00000140566	33506	ENSMUSG00000047434	Shared
ENSMUSG00000047446	2014.065565	0.369413187	0.081750079	3.01602E-06	4.29353E-05	Arl4a	chr12	39957813	39958773	Distal Intergenic	12	40009609	40014484	4876	2	ENSMUST00000138572	55711	ENSMUSG00000047446	Shared
ENSMUSG00000047454	3296.693306	-0.161913486	0.135908704	0.189699671	0.35416465	Gphn	chr12	78207418	78207756	Distal Intergenic	12	78226655	78684767	458113	1	ENSMUST00000052472	-18899	ENSMUSG00000047454	Shared
ENSMUSG00000047495	615.207605	-0.518870825	0.377396845	0.022248637	0.073564512	Dlgap2	chr8	14096489	14097357	Promoter (<=1kb)	8	14095875	14847680	751806	1	ENSMUST00000133298	615	ENSMUSG00000047495	Shared
ENSMUSG00000047496	1322.195376	0.647687795	0.237053918	0.000836473	0.005246826	Rnf152	chr1	105178149	105178479	Distal Intergenic	1	105276917	105356710	79794	2	ENSMUST00000058688	178231	ENSMUSG00000047496	Shared
ENSMUSG00000047497	387.8097867	0.242978593	0.334842114	0.14992777	0.299840718	Adamts12	chr15	11082934	11083331	Intron (ENSMUST00000061318/ENSMUSG00000047497, intron 2 of 23)	15	11064790	11346867	282078	1	ENSMUST00000061318	18145	ENSMUSG00000047497	Shared
ENSMUSG00000047501	6.257846325	0.020082877	0.319333351	0.822427039	0.900566565	Cldn4	chr5	134959063	134959438	Distal Intergenic	5	134945126	134946934	1809	2	ENSMUST00000051401	-12130	ENSMUSG00000047501	Shared
ENSMUSG00000047502	59.80379686	0.090303268	0.241802742	0.590277042	0.738905587	Mroh7	chr4	106704409	106704844	Intron (ENSMUST00000106770/ENSMUSG00000047502, intron 10 of 23)	4	106680424	106708548	28125	2	ENSMUST00000135000	3704	ENSMUSG00000047502	Shared
ENSMUSG00000047507	190.4404975	1.922521166	0.252091633	9.17718E-16	9.71964E-14	Baiap3	chr17	25253581	25254576	Promoter (1-2kb)	17	25243489	25256364	12876	2	ENSMUST00000169109	1788	ENSMUSG00000047507	Shared
ENSMUSG00000047514	5274.192206	0.460988211	0.169734605	0.003129631	0.015505586	Tspyl1	chr10	34271743	34272014	Distal Intergenic	10	34282190	34284885	2696	1	ENSMUST00000061372	-10176	ENSMUSG00000047514	Shared
ENSMUSG00000047515	52.88638333	0.049060935	0.235694376	0.768514645	0.86719935	RP23-296J10.4	chr6	136844988	136845298	Distal Intergenic	6	136839764	136840507	744	1	ENSMUST00000163640	5225	ENSMUSG00000047515	Shared
ENSMUSG00000047539	2323.347115	0.268885636	0.131718261	0.025096884	0.080918849	Fbxo28	chr1	182341630	182342037	Promoter (<=1kb)	1	182313102	182341606	28505	2	ENSMUST00000051431	-25	ENSMUSG00000047539	Shared
ENSMUSG00000047557	4202.623102	-0.113808095	0.169432082	0.4274246	0.604937538	Lxn	chr3	67463170	67463696	Promoter (<=1kb)	3	67461061	67463782	2722	2	ENSMUST00000160202	86	ENSMUSG00000047557	Shared
ENSMUSG00000047565	4.045758979	0.042720715	0.314802584	0.673075289	.	Acot10	chr15	20462036	20462384	Distal Intergenic	15	20665219	20666750	1532	2	ENSMUST00000052910	204366	ENSMUSG00000047565	Shared
ENSMUSG00000047583	264.6420604	-0.325616566	0.15159646	0.015789677	0.056154953	Tyw3	chr3	154467573	154468449	Distal Intergenic	3	154579845	154593755	13911	2	ENSMUST00000148680	125306	ENSMUSG00000047583	Shared
ENSMUSG00000047603	484.8389106	-0.094989479	0.11688579	0.37985702	0.561458984	Zfp235	chr7	24133875	24134372	Promoter (<=1kb)	7	24134174	24142266	8093	1	ENSMUST00000056549	0	ENSMUSG00000047603	Shared
ENSMUSG00000047604	729.0159198	-0.125291587	0.148016855	0.340575014	0.522893127	Frat2	chr19	41842029	41843042	Downstream (2-3kb)	19	41845978	41848132	2155	2	ENSMUST00000059231	5090	ENSMUSG00000047604	Shared
ENSMUSG00000047606	3.274277976	-0.123788656	0.350833344	0.126074377	.	Ankrd34c	chr9	89766551	89766964	Distal Intergenic	9	89728249	89738475	10227	2	ENSMUST00000060700	-28077	ENSMUSG00000047606	Shared
ENSMUSG00000047617	1622.270149	0.298455988	0.124366297	0.009355488	0.037446015	RP23-47P18.9	chr2	25460442	25461050	Promoter (<=1kb)	2	25455141	25460952	5812	2	ENSMUST00000133919	0	ENSMUSG00000047617	Shared
ENSMUSG00000047632	272.3525186	-0.556354997	0.148207824	4.20249E-05	0.000418161	Fgfbp3	chr19	36910551	36911167	Distal Intergenic	19	36917550	36919615	2066	2	ENSMUST00000057337	8448	ENSMUSG00000047632	Shared
ENSMUSG00000047635	771.9038264	0.097187011	0.103328948	0.318742281	0.501426052	AC127339.2	chr5	124334257	124334907	Intron (ENSMUST00000111477/ENSMUSG00000047635, intron 1 of 1)	5	124328098	124341844	13747	1	ENSMUST00000077376	6160	ENSMUSG00000047635	Shared
ENSMUSG00000047638	25.18102115	-0.261166937	0.406359882	0.108082771	0.238821013	Nr1h4	chr10	89510633	89511006	Intron (ENSMUST00000105297/ENSMUSG00000047638, intron 2 of 9)	10	89454234	89506658	52425	2	ENSMUST00000105296	-3976	ENSMUSG00000047638	Shared
ENSMUSG00000047641	4.992833179	0.112498184	0.339418579	0.25260886	0.430064352	Krt87	chr15	101440824	101441150	Promoter (2-3kb)	15	101431490	101438804	7315	2	ENSMUST00000081945	-2021	ENSMUSG00000047641	Shared
ENSMUSG00000047642	1.534049413	-0.12194651	0.353349547	0.116871314	.	AC124992.1	chr10	121650144	121650492	Intron (ENSMUST00000142501/ENSMUSG00000047642, intron 1 of 6)	10	121641872	121692621	50750	1	ENSMUST00000132744	8273	ENSMUSG00000047642	Shared
ENSMUSG00000047648	559.9642198	-0.124607197	0.13618165	0.314722346	0.497432404	Fbxo30	chr10	11277970	11278533	Promoter (2-3kb)	10	11281330	11298052	16723	1	ENSMUST00000129456	-2797	ENSMUSG00000047648	Shared
ENSMUSG00000047657	2.05796015	-0.066630086	0.32421316	0.464943762	.	RP24-247P24.1	chr8	73902055	73902382	Distal Intergenic	8	73750301	73750783	483	2	ENSMUST00000079090	-151273	ENSMUSG00000047657	Shared
ENSMUSG00000047669	334.6873153	0.257292337	0.189945586	0.099801824	0.225763175	Msl3l2	chr10	55751786	55752279	Distal Intergenic	10	56106917	56116880	9964	1	ENSMUST00000063138	-354638	ENSMUSG00000047669	Shared
ENSMUSG00000047676	205.2704719	0.1078303	0.164111803	0.452529604	0.626443671	Rpsa-ps10	chr3	149725944	149726345	Distal Intergenic	3	150072590	150073620	1031	2	ENSMUST00000057740	347275	ENSMUSG00000047676	Shared
ENSMUSG00000047712	1006.232544	-0.793100719	0.175650211	9.37204E-07	1.52157E-05	Ust	chr10	8391204	8392109	Intron (ENSMUST00000061601/ENSMUSG00000047712, intron 1 of 7)	10	8204753	8518825	314073	2	ENSMUST00000061601	126716	ENSMUSG00000047712	Shared
ENSMUSG00000047714	3023.093237	0.016514522	0.108529197	0.900207089	0.945056267	Ppp1r2	chr16	31261601	31261971	Intron (ENSMUST00000060188/ENSMUSG00000047714, intron 2 of 5)	16	31257975	31274992	17018	2	ENSMUST00000115233	13021	ENSMUSG00000047714	Shared
ENSMUSG00000047730	42.23228809	0.148673427	0.289791756	0.362443098	0.544191358	Fcgbp	chr7	28084207	28084587	Intron (ENSMUST00000138392/ENSMUSG00000047730, intron 3 of 19)	7	28071578	28088064	16487	1	ENSMUST00000140004	12630	ENSMUSG00000047730	Shared
ENSMUSG00000047731	4505.08129	0.185839488	0.080287895	0.017440994	0.060673064	Wbp1l	chr19	46643418	46643980	Intron (ENSMUST00000138302/ENSMUSG00000047731, intron 1 of 3)	19	46623401	46657385	33985	1	ENSMUST00000111855	20018	ENSMUSG00000047731	Shared
ENSMUSG00000047747	1204.630256	-0.38748162	0.200277462	0.01893433	0.0648202	Rnf150	chr8	82825335	82825660	Distal Intergenic	8	82863356	83091271	227916	1	ENSMUST00000078525	-37696	ENSMUSG00000047747	Shared
ENSMUSG00000047759	24.61970792	-0.065468144	0.291422555	0.646668839	0.78294613	Hs3st3a1	chr11	64369508	64369794	Distal Intergenic	11	64435332	64522841	87510	1	ENSMUST00000058652	-65538	ENSMUSG00000047759	Shared
ENSMUSG00000047766	1579.969511	-0.180619182	0.076834952	0.014821931	0.053694992	Lrrc49	chr9	60561320	60562100	Distal Intergenic	9	60587822	60598589	10768	2	ENSMUST00000136388	36489	ENSMUSG00000047766	Shared
ENSMUSG00000047767	910.1043526	-0.294815922	0.132967662	0.014905763	0.053911796	Atg16l2	chr7	101271638	101271932	Exon (ENSMUST00000098250/ENSMUSG00000030691, exon 14 of 20)	7	101289617	101290459	843	2	ENSMUST00000124617	18527	ENSMUSG00000047767	Shared
ENSMUSG00000047773	48.20174679	0.00569523	0.244274525	0.973660698	0.986138966	Ankfn1	chr11	89508112	89508363	Intron (ENSMUST00000128717/ENSMUSG00000047773, intron 4 of 15)	11	89421086	89538556	117471	2	ENSMUST00000169201	30193	ENSMUSG00000047773	Shared
ENSMUSG00000047786	3275.099211	-0.540321533	0.193843077	0.001088541	0.006522539	Lix1	chr17	17392996	17393712	3' UTR	17	17402672	17459387	56716	1	ENSMUST00000115576	-8960	ENSMUSG00000047786	Shared
ENSMUSG00000047787	419.5817577	-0.827942209	0.218897974	1.66872E-05	0.000189537	Flrt1	chr19	7082636	7083675	Intron (ENSMUST00000040261/ENSMUSG00000036278, intron 3 of 10)	19	7092014	7105729	13716	2	ENSMUST00000113383	22054	ENSMUSG00000047787	Shared
ENSMUSG00000047789	621.1913157	0.075827401	0.102970552	0.432901947	0.609951416	Slc38a9	chr13	112660423	112661312	Promoter (<=1kb)	13	112660766	112738743	77978	1	ENSMUST00000052514	0	ENSMUSG00000047789	Shared
ENSMUSG00000047793	701.6870454	0.036580358	0.161680393	0.751876111	0.857222671	Sned1	chr1	93277101	93277423	Promoter (2-3kb)	1	93274431	93282317	7887	1	ENSMUST00000165843	2671	ENSMUSG00000047793	Shared
ENSMUSG00000047807	12.13470073	0.265431002	0.428241661	0.085254919	0.201913642	AC102895.2	chr15	57731199	57731923	Intron (ENSMUST00000096430/ENSMUSG00000071757, intron 1 of 3)	15	57716078	57737822	21745	2	ENSMUST00000162259	5899	ENSMUSG00000047807	Shared
ENSMUSG00000047810	119.6473421	0.789700904	0.365070627	0.002830127	0.014291221	Ccdc88b	chr19	6852772	6853312	Exon (ENSMUST00000113440/ENSMUSG00000047810, exon 14 of 27)	19	6844623	6858211	13589	2	ENSMUST00000113440	4899	ENSMUSG00000047810	Shared
ENSMUSG00000047842	3410.329552	-0.619951641	0.203204354	0.000412263	0.002887698	Diras2	chr13	52331021	52331597	Distal Intergenic	13	52504375	52530836	26462	2	ENSMUST00000057442	199239	ENSMUSG00000047842	Shared
ENSMUSG00000047843	1194.265003	0.33683714	0.197668525	0.038527164	0.111824667	Bri3	chr5	144234687	144235132	Distal Intergenic	5	144244437	144264395	19959	1	ENSMUST00000110695	-9305	ENSMUSG00000047843	Shared
ENSMUSG00000047866	4647.972818	0.104776304	0.087547132	0.212062209	0.382074953	Lonp2	chr8	86623623	86624514	Promoter (<=1kb)	8	86624043	86716631	92589	1	ENSMUST00000034141	0	ENSMUSG00000047866	Shared
ENSMUSG00000047878	66.74387649	0.313601402	0.247223437	0.088543217	0.207797406	A4galt	chr15	83233678	83234073	Intron (ENSMUST00000164614/ENSMUSG00000047878, intron 1 of 2)	15	83226726	83251731	25006	2	ENSMUST00000164614	17658	ENSMUSG00000047878	Shared
ENSMUSG00000047879	6803.022966	-0.198135127	0.134998402	0.091798077	0.213101998	Usp14	chr18	10047214	10047441	Promoter (2-3kb)	18	10021704	10045119	23416	2	ENSMUST00000142013	-2096	ENSMUSG00000047879	Shared
ENSMUSG00000047881	756.3056186	-0.306194575	0.157060883	0.027241843	0.085944362	Rell1	chr5	63957561	63958028	Intron (ENSMUST00000154169/ENSMUSG00000047881, intron 1 of 6)	5	63909652	63968822	59171	2	ENSMUST00000087327	10794	ENSMUSG00000047881	Shared
ENSMUSG00000047888	4051.784765	0.234114433	0.167837272	0.103047404	0.230821164	Tnrc6b	chr15	80709574	80710215	Promoter (1-2kb)	15	80711319	80941086	229768	1	ENSMUST00000067689	-1104	ENSMUSG00000047888	Shared
ENSMUSG00000047897	29.60104865	-0.223015493	0.329773997	0.203975518	0.371558857	Ripply2	chr9	86957054	86957535	Distal Intergenic	9	87015537	87019916	4380	1	ENSMUST00000058846	-58002	ENSMUSG00000047897	Shared
ENSMUSG00000047904	588.2894183	-1.334870405	0.278687626	1.11242E-07	2.29624E-06	Sstr2	chr11	113600821	113601380	Intron (ENSMUST00000125890/ENSMUSG00000041654, intron 1 of 5)	11	113619342	113626005	6664	1	ENSMUST00000146390	-17962	ENSMUSG00000047904	Shared
ENSMUSG00000047905	26.79958323	0.142864183	0.28193642	0.390646482	0.571470867	RP23-265P8.1	chr6	67190356	67190835	Distal Intergenic	6	67205619	67206083	465	1	ENSMUST00000120174	-14784	ENSMUSG00000047905	Shared
ENSMUSG00000047907	291.5447464	-0.112345088	0.203435149	0.477265338	0.646846971	Tshz2	chr2	169802237	169802798	Intron (ENSMUST00000109159/ENSMUSG00000047907, intron 1 of 2)	2	169884893	170071816	186924	1	ENSMUST00000123300	-82095	ENSMUSG00000047907	Shared
ENSMUSG00000047911	12.40068187	0.190112407	0.375289587	0.132110682	0.274916879	Npm2	chr14	70685112	70685381	Intron (ENSMUST00000022696/ENSMUSG00000022100, intron 14 of 27)	14	70647302	70653084	5783	2	ENSMUST00000062629	-32029	ENSMUSG00000047911	Shared
ENSMUSG00000047921	4554.243032	0.037604162	0.090619092	0.667197521	0.79843461	Trappc9	chr15	73068863	73069278	Distal Intergenic	15	72852169	73061204	209036	2	ENSMUST00000168191	-7660	ENSMUSG00000047921	Shared
ENSMUSG00000047940	6.440330772	-0.129567041	0.332894141	0.301838965	0.483113487	Stpg2	chr3	139169766	139170168	Distal Intergenic	3	139205694	139709610	503917	1	ENSMUST00000106239	-35526	ENSMUSG00000047940	Shared
ENSMUSG00000047959	265.0294014	-0.064598144	0.288486915	0.625545633	0.766315182	Kcna3	chr3	106944794	106945093	Distal Intergenic	3	107036162	107038129	1968	1	ENSMUST00000052718	-91069	ENSMUSG00000047959	Shared
