.	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol	Chrom	Start	End	NeuroD1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	NEUROD1_unique
ENSMUSG00000001229	1912.378162	-0.550707353	0.112482177	2.28149E-07	4.34988E-06	Dpp9	chr17	56203791	56203975	NeuroD1	Intron (ENSMUST00000038794/ENSMUSG00000001229, intron 8 of 20)	17	56186682	56218889	32208	2	ENSMUST00000038794	14914	ENSMUSG00000001229	NEUROD1_unique
ENSMUSG00000001247	71.82849019	0.441628357	0.346802345	0.043773744	0.123535027	Lsr	chr7	30994091	30994300	NeuroD1	Distal Intergenic	7	30957779	30983169	25391	2	ENSMUST00000108115	-10923	ENSMUSG00000001247	NEUROD1_unique
ENSMUSG00000001248	5328.255355	-0.329628442	0.104076513	0.000816642	0.005144771	Gramd1a	chr7	31161494	31161864	NeuroD1	Distal Intergenic	7	31130127	31151050	20924	2	ENSMUST00000001280	-10445	ENSMUSG00000001248	NEUROD1_unique
ENSMUSG00000001249	53.32058806	-0.049396896	0.251225034	0.760609307	0.862222789	Hpn	chr7	31117557	31117763	NeuroD1	Promoter (2-3kb)	7	31098725	31115290	16566	2	ENSMUST00000108102	-2268	ENSMUSG00000001249	NEUROD1_unique
ENSMUSG00000001288	687.884805	0.211866534	0.122849375	0.062279756	0.16082299	Rarg	chr15	102259364	102259887	NeuroD1	Promoter (1-2kb)	15	102234938	102257517	22580	2	ENSMUST00000043172	-1848	ENSMUSG00000001288	NEUROD1_unique
ENSMUSG00000001300	3944.085397	-1.170017022	0.11983235	1.59729E-23	5.57098E-21	Efnb2	chr8	8164291	8164533	NeuroD1	Distal Intergenic	8	8620597	8639363	18767	2	ENSMUST00000152698	474830	ENSMUSG00000001300	NEUROD1_unique
ENSMUSG00000001305	451.4794429	0.132982683	0.113640873	0.209641728	0.379188351	Rrp15	chr1	186766468	186766799	NeuroD1	Distal Intergenic	1	186720978	186749358	28381	2	ENSMUST00000001339	-17111	ENSMUSG00000001305	NEUROD1_unique
ENSMUSG00000001333	445.3583375	-0.088450537	0.220674404	0.589927805	0.738651249	Sync	chr4	129286143	129286614	NeuroD1	Promoter (1-2kb)	4	129287617	129308559	20943	1	ENSMUST00000102599	-1003	ENSMUSG00000001333	NEUROD1_unique
ENSMUSG00000001376	2417.079422	-0.137947073	0.090521551	0.111834961	0.244497311	Vps50	chr6	3508211	3508496	NeuroD1	Intron (ENSMUST00000001412/ENSMUSG00000001376, intron 2 of 27)	6	3517812	3533017	15206	1	ENSMUST00000163988	-9316	ENSMUSG00000001376	NEUROD1_unique
ENSMUSG00000001419	4004.784232	0.155655993	0.151137215	0.241954269	0.417399228	Mef2d	chr3	88145299	88145612	NeuroD1	Promoter (2-3kb)	3	88142574	88156003	13430	1	ENSMUST00000140927	2726	ENSMUSG00000001419	NEUROD1_unique
ENSMUSG00000001424	5523.993074	-0.085278128	0.08726305	0.288686682	0.469403013	Snd1	chr6	28509234	28509417	NeuroD1	Intron (ENSMUST00000168362/ENSMUSG00000001424, intron 1 of 3)	6	28480359	28935162	454804	1	ENSMUST00000167201	28876	ENSMUSG00000001424	NEUROD1_unique
ENSMUSG00000001435	19534.58091	0.152820728	0.158782649	0.26780103	0.447012709	Col18a1	chr10	77083785	77084157	NeuroD1	Intron (ENSMUST00000081654/ENSMUSG00000001435, intron 6 of 41)	10	77080725	77089428	8704	2	ENSMUST00000156009	5271	ENSMUSG00000001435	NEUROD1_unique
ENSMUSG00000001440	12972.26393	-0.264671893	0.069539779	9.39981E-05	0.000827454	Kpnb1	chr11	97175597	97175848	NeuroD1	Exon (ENSMUST00000001479/ENSMUSG00000001440, exon 14 of 22)	11	97164221	97165400	1180	2	ENSMUST00000153727	-10198	ENSMUSG00000001440	NEUROD1_unique
ENSMUSG00000001473	2555.126941	-0.023145748	0.116775533	0.828628025	0.904187911	Tubb6	chr18	67369998	67370235	NeuroD1	Distal Intergenic	18	67390717	67402748	12032	1	ENSMUST00000001513	-20482	ENSMUSG00000001473	NEUROD1_unique
ENSMUSG00000001504	22.30673828	-0.280093998	0.395669298	0.130327898	0.272327555	Irx2	chr13	72697149	72697438	NeuroD1	Distal Intergenic	13	72632597	72633772	1176	1	ENSMUST00000172353	64553	ENSMUSG00000001504	NEUROD1_unique
ENSMUSG00000001508	324.1638268	-0.232491594	0.164476807	0.103260296	0.231074606	Sgca	chr11	94972312	94972675	NeuroD1	Promoter (<=1kb)	11	94962822	94973463	10642	2	ENSMUST00000100551	788	ENSMUSG00000001508	NEUROD1_unique
ENSMUSG00000001510	2.439923793	0.02549015	0.325766662	0.694014964	.	Dlx3	chr11	95128511	95128691	NeuroD1	Distal Intergenic	11	95120089	95125296	5208	1	ENSMUST00000092768	8423	ENSMUSG00000001510	NEUROD1_unique
ENSMUSG00000001521	2616.504445	-0.226388944	0.127916624	0.054562661	0.145747797	Tulp3	chr6	128346954	128347155	NeuroD1	Intron (ENSMUST00000001562/ENSMUSG00000001521, intron 1 of 10)	6	128334477	128355815	21339	2	ENSMUST00000133134	8660	ENSMUSG00000001521	NEUROD1_unique
ENSMUSG00000001525	45403.7071	-0.350441466	0.108704645	0.000885678	0.005492223	Tubb5	chr17	35835152	35835394	NeuroD1	Promoter (1-2kb)	17	35835605	35837060	1456	2	ENSMUST00000173253	1666	ENSMUSG00000001525	NEUROD1_unique
ENSMUSG00000001576	10069.88057	-0.117332832	0.085657099	0.155138067	0.307524542	Ergic1	chr17	26609869	26610099	NeuroD1	Intron (ENSMUST00000167662/ENSMUSG00000001576, intron 2 of 9)	17	26614397	26634439	20043	1	ENSMUST00000170640	-4298	ENSMUSG00000001576	NEUROD1_unique
ENSMUSG00000001622	9.906505846	-0.341308928	0.530885335	0.046092489	0.127989699	Csn3	chr5	87931770	87932014	NeuroD1	3' UTR	5	87927811	87929940	2130	1	ENSMUST00000148793	3960	ENSMUSG00000001622	NEUROD1_unique
ENSMUSG00000001627	2163.345892	0.543659486	0.138627467	2.05809E-05	0.000227877	Ifrd1	chr12	40334143	40334376	NeuroD1	Intron (ENSMUST00000069637/ENSMUSG00000055917, intron 5 of 11)	12	40216189	40248504	32316	2	ENSMUST00000164354	-85640	ENSMUSG00000001627	NEUROD1_unique
ENSMUSG00000001630	1036.508935	0.190695376	0.123541139	0.095588002	0.219085621	Stk38l	chr6	146726683	146726881	NeuroD1	Promoter (1-2kb)	6	146725036	146776556	51521	1	ENSMUST00000111644	1648	ENSMUSG00000001630	NEUROD1_unique
ENSMUSG00000001655	33.34760989	0.185965354	0.279409177	0.293700886	0.474732339	Hoxc13	chr15	102892527	102892800	NeuroD1	Distal Intergenic	15	102921103	102928814	7712	1	ENSMUST00000001700	-28303	ENSMUSG00000001655	NEUROD1_unique
ENSMUSG00000001674	989.4485103	0.128812227	0.098036361	0.169467977	0.327772034	Ddx18	chr1	121620356	121620578	NeuroD1	Distal Intergenic	1	121553835	121567989	14155	2	ENSMUST00000001724	-52368	ENSMUSG00000001674	NEUROD1_unique
ENSMUSG00000001687	4804.665025	0.106967535	0.098726428	0.263377028	0.442218949	Ubl3	chr5	148493961	148494240	NeuroD1	Distal Intergenic	5	148504631	148552788	48158	2	ENSMUST00000079324	58548	ENSMUSG00000001687	NEUROD1_unique
ENSMUSG00000001700	936.9740043	0.198403025	0.174040295	0.17883114	0.340381551	Gramd3	chr18	56333264	56333627	NeuroD1	Distal Intergenic	18	56432132	56503792	71661	1	ENSMUST00000070166	-98505	ENSMUSG00000001700	NEUROD1_unique
ENSMUSG00000001707	1286.153698	-0.438308551	0.122140358	0.000117698	0.001001646	Eef1e1	chr13	38672515	38672697	NeuroD1	Distal Intergenic	13	38645698	38659028	13331	2	ENSMUST00000001757	-13488	ENSMUSG00000001707	NEUROD1_unique
ENSMUSG00000001729	7728.220017	-0.312797473	0.080867194	6.2502E-05	0.00058562	Akt1	chr12	112651111	112651314	NeuroD1	Downstream (2-3kb)	12	112655843	112656973	1131	2	ENSMUST00000159815	5659	ENSMUSG00000001729	NEUROD1_unique
ENSMUSG00000001741	269.2806938	-2.069566869	0.226344191	3.12782E-21	8.55036E-19	Il16	chr7	83703971	83704159	NeuroD1	Intron (ENSMUST00000001792/ENSMUSG00000001741, intron 2 of 18)	7	83722510	83732407	9898	2	ENSMUST00000131916	28248	ENSMUSG00000001741	NEUROD1_unique
ENSMUSG00000001751	1275.464868	-0.140922125	0.159778855	0.312045176	0.494582924	Naglu	chr11	101056994	101057230	NeuroD1	Intron (ENSMUST00000103110/ENSMUSG00000019302, intron 20 of 20)	11	101070012	101077672	7661	1	ENSMUST00000001802	-12782	ENSMUSG00000001751	NEUROD1_unique
ENSMUSG00000001761	2716.375628	-0.116020999	0.13514924	0.351786621	0.533775244	Smo	chr6	29726074	29726300	NeuroD1	Distal Intergenic	6	29735694	29761365	25672	1	ENSMUST00000001812	-9394	ENSMUSG00000001761	NEUROD1_unique
ENSMUSG00000001763	927.3805191	-0.591324067	0.24088698	0.002247028	0.011852705	Tspan33	chr6	29714841	29715034	NeuroD1	Intron (ENSMUST00000046750/ENSMUSG00000001763, intron 5 of 7)	6	29708028	29714822	6795	1	ENSMUST00000137925	6814	ENSMUSG00000001763	NEUROD1_unique
ENSMUSG00000001768	1520.694903	0.383929018	0.153854624	0.005007964	0.022694019	Rin2	chr2	145856973	145857205	NeuroD1	Intron (ENSMUST00000110005/ENSMUSG00000001768, intron 6 of 11)	2	145862644	145878974	16331	1	ENSMUST00000145874	-5439	ENSMUSG00000001768	NEUROD1_unique
ENSMUSG00000001774	2027.957226	-0.284135229	0.089184842	0.000887557	0.005497366	Chordc1	chr9	17805056	17805261	NeuroD1	Distal Intergenic	9	18292267	18314000	21734	1	ENSMUST00000001825	-487006	ENSMUSG00000001774	NEUROD1_unique
ENSMUSG00000001785	1575.838843	-0.094171993	0.109684159	0.359103908	0.541165178	Pwp1	chr10	85810165	85810367	NeuroD1	Distal Intergenic	10	85871831	85889096	17266	1	ENSMUST00000001836	-61464	ENSMUSG00000001785	NEUROD1_unique
ENSMUSG00000001794	11286.98095	-0.573040055	0.144703596	1.80853E-05	0.000203474	Capns1	chr7	30205541	30205788	NeuroD1	Distal Intergenic	7	30186942	30195164	8223	2	ENSMUST00000001845	-10378	ENSMUSG00000001794	NEUROD1_unique
ENSMUSG00000001804	2.485974401	-0.052905185	0.329164106	0.389909772	.	Dsg4	chr18	20426003	20426183	NeuroD1	Distal Intergenic	18	20436175	20471821	35647	1	ENSMUST00000019426	-9992	ENSMUSG00000001804	NEUROD1_unique
ENSMUSG00000001827	2538.974161	0.939800623	0.306901455	0.000201577	0.001582348	Folr1	chr7	101869243	101869568	NeuroD1	Promoter (<=1kb)	7	101859104	101869551	10448	2	ENSMUST00000140068	0	ENSMUSG00000001827	NEUROD1_unique
ENSMUSG00000001829	3001.77417	-0.020977496	0.099033865	0.786021514	0.878185641	Clpb	chr7	101672821	101673118	NeuroD1	Intron (ENSMUST00000137214/ENSMUSG00000001829, intron 2 of 5)	7	101682116	101763695	81580	1	ENSMUST00000147439	-8998	ENSMUSG00000001829	NEUROD1_unique
ENSMUSG00000001833	11872.69559	-0.209256166	0.097394905	0.023827305	0.077704747	Sept7	chr9	25337896	25338078	NeuroD1	Distal Intergenic	9	25252439	25308571	56133	1	ENSMUST00000165594	85458	ENSMUSG00000001833	NEUROD1_unique
ENSMUSG00000001855	1987.390525	-0.108531739	0.129108748	0.358894213	0.541104083	Nup214	chr2	31996176	31996427	NeuroD1	Promoter (1-2kb)	2	31994821	31998697	3877	1	ENSMUST00000153096	1356	ENSMUSG00000001855	NEUROD1_unique
ENSMUSG00000001865	4.793124415	0.049246531	0.322647707	0.502552817	0.668165688	Cpa3	chr3	20203246	20203532	NeuroD1	Distal Intergenic	3	20215617	20242181	26565	2	ENSMUST00000001921	38649	ENSMUSG00000001865	NEUROD1_unique
ENSMUSG00000001870	1333.436023	-0.741394628	0.20046765	2.73296E-05	0.000289865	Ltbp1	chr17	74922637	74922915	NeuroD1	Distal Intergenic	17	75005568	75391767	386200	1	ENSMUST00000001927	-82653	ENSMUSG00000001870	NEUROD1_unique
ENSMUSG00000001901	22.13884831	-0.013440357	0.256462731	0.934092259	0.963823122	Kcnh6	chr11	106013612	106013838	NeuroD1	Promoter (<=1kb)	11	106013773	106017473	3701	1	ENSMUST00000140695	0	ENSMUSG00000001901	NEUROD1_unique
ENSMUSG00000001911	36039.4172	0.410636649	0.19448481	0.011385037	0.043826435	Nfix	chr8	84767213	84767500	NeuroD1	Intron (ENSMUST00000109764/ENSMUSG00000001911, intron 2 of 10)	8	84704712	84773396	68685	2	ENSMUST00000109764	5896	ENSMUSG00000001911	NEUROD1_unique
ENSMUSG00000001930	42.99268026	-0.458087456	0.297205647	0.029168729	0.090564946	Vwf	chr6	125568735	125568959	NeuroD1	Promoter (2-3kb)	6	125566251	125578578	12328	1	ENSMUST00000126709	2485	ENSMUSG00000001930	NEUROD1_unique
ENSMUSG00000001942	1510.93349	0.012146465	0.109947798	0.907740541	0.949466567	Siae	chr9	37617026	37617215	NeuroD1	Intron (ENSMUST00000002007/ENSMUSG00000001942, intron 2 of 9)	9	37613847	37648318	34472	1	ENSMUST00000002007	3180	ENSMUSG00000001942	NEUROD1_unique
ENSMUSG00000001946	17.87604889	0.033805937	0.287106077	0.813831338	0.895311841	Esam	chr9	37519071	37519437	NeuroD1	Intron (ENSMUST00000048604/ENSMUSG00000042138, intron 3 of 3)	9	37528078	37538319	10242	1	ENSMUST00000002011	-8641	ENSMUSG00000001946	NEUROD1_unique
ENSMUSG00000001985	1246.639929	-0.738571241	0.203660074	3.65793E-05	0.000371281	Grik3	chr4	125370317	125370548	NeuroD1	Distal Intergenic	4	125490700	125714173	223474	1	ENSMUST00000030676	-120152	ENSMUSG00000001985	NEUROD1_unique
ENSMUSG00000001988	228.3750136	0.268932591	0.263647088	0.146518072	0.295151771	Npas1	chr7	16519338	16519608	NeuroD1	Intron (ENSMUST00000075845/ENSMUSG00000058230, intron 3 of 6)	7	16455721	16476780	21060	2	ENSMUST00000002053	-42559	ENSMUSG00000001988	NEUROD1_unique
ENSMUSG00000001995	1682.483873	0.173778684	0.181524159	0.26978119	0.448947327	Sipa1l2	chr8	125363363	125363586	NeuroD1	Distal Intergenic	8	125418063	125492710	74648	2	ENSMUST00000108775	129124	ENSMUSG00000001995	NEUROD1_unique
ENSMUSG00000002017	3246.092841	-0.225063448	0.115357648	0.037252949	0.109042093	Fam98a	chr17	75568570	75568875	NeuroD1	Distal Intergenic	17	75537086	75551946	14861	2	ENSMUST00000112507	-16625	ENSMUSG00000002017	NEUROD1_unique
ENSMUSG00000002020	7775.22473	-0.890815871	0.182907391	1.11117E-07	2.29601E-06	Ltbp2	chr12	84800685	84801195	NeuroD1	Promoter (1-2kb)	12	84791859	84799463	7605	2	ENSMUST00000165141	-1223	ENSMUSG00000002020	NEUROD1_unique
ENSMUSG00000002028	4540.909527	0.000229442	0.198817822	0.997620482	0.998657202	Kmt2a	chr9	44855158	44855473	NeuroD1	Intron (ENSMUST00000002095/ENSMUSG00000002028, intron 1 of 35)	9	44822735	44848184	25450	2	ENSMUST00000152241	-6975	ENSMUSG00000002028	NEUROD1_unique
ENSMUSG00000002058	2404.16333	0.692052271	0.101630683	1.71992E-12	9.94064E-11	Unc119	chr11	78343410	78343637	NeuroD1	Promoter (<=1kb)	11	78343482	78349164	5683	1	ENSMUST00000002127	0	ENSMUSG00000002058	NEUROD1_unique
ENSMUSG00000002064	3938.542061	-0.06471793	0.111704687	0.535385415	0.696259181	Sdf2	chr11	78240177	78240372	NeuroD1	Intron (ENSMUST00000002121/ENSMUSG00000002052, intron 1 of 36)	11	78245746	78255496	9751	1	ENSMUST00000002133	-5374	ENSMUSG00000002064	NEUROD1_unique
ENSMUSG00000002068	590.8974488	-0.348668986	0.184972516	0.025885158	0.082787488	Ccne1	chr7	38061066	38061341	NeuroD1	Distal Intergenic	7	38098811	38099369	559	2	ENSMUST00000137097	38028	ENSMUSG00000002068	NEUROD1_unique
ENSMUSG00000002076	24.41208318	-0.231771669	0.356785433	0.170745351	0.329612339	Hsf2bp	chr17	31996481	31996661	NeuroD1	Intron (ENSMUST00000002145/ENSMUSG00000002076, intron 6 of 7)	17	31946328	32013403	67076	2	ENSMUST00000133308	16742	ENSMUSG00000002076	NEUROD1_unique
ENSMUSG00000002083	2555.070291	0.353599728	0.164027226	0.013228781	0.049152885	Bbc3	chr7	16313684	16314031	NeuroD1	Promoter (<=1kb)	7	16313517	16317697	4181	1	ENSMUST00000147267	168	ENSMUSG00000002083	NEUROD1_unique
ENSMUSG00000002100	4.610635878	-0.071837817	0.327635781	0.403260654	0.58351767	Mybpc3	chr2	91119617	91119907	NeuroD1	Promoter (1-2kb)	2	91118144	91136516	18373	1	ENSMUST00000169776	1474	ENSMUSG00000002100	NEUROD1_unique
ENSMUSG00000002107	15737.4899	-0.541666917	0.133016311	1.14944E-05	0.000136616	Celf2	chr2	6639666	6639888	NeuroD1	Intron (ENSMUST00000100429/ENSMUSG00000002107, intron 2 of 11)	2	6607882	6616180	8299	2	ENSMUST00000148321	-23487	ENSMUSG00000002107	NEUROD1_unique
ENSMUSG00000002111	13.48265727	-0.003021902	0.311986134	0.963119287	0.980323038	Spi1	chr2	91095801	91096078	NeuroD1	Promoter (<=1kb)	2	91096096	91115756	19661	1	ENSMUST00000002180	-18	ENSMUSG00000002111	NEUROD1_unique
ENSMUSG00000002204	6.932402486	-0.017627654	0.318705138	0.816325523	0.896592953	Napsa	chr7	44577249	44577457	NeuroD1	Intron (ENSMUST00000153124/ENSMUSG00000002204, intron 1 of 4)	7	44572432	44586862	14431	1	ENSMUST00000002274	4818	ENSMUSG00000002204	NEUROD1_unique
ENSMUSG00000002210	1043.01557	-0.071519297	0.077178867	0.319560433	0.502400559	Smg9	chr7	24412379	24412658	NeuroD1	Promoter (2-3kb)	7	24414733	24420930	6198	1	ENSMUST00000148288	-2075	ENSMUSG00000002210	NEUROD1_unique
ENSMUSG00000002221	1601.392412	-0.143730405	0.101879797	0.130285139	0.272266331	Paxip1	chr5	27714541	27714861	NeuroD1	Exon (ENSMUST00000071500/ENSMUSG00000061576, exon 20 of 26)	5	27740667	27791339	50673	2	ENSMUST00000002291	76478	ENSMUSG00000002221	NEUROD1_unique
ENSMUSG00000002222	4596.812912	-0.391702003	0.099404621	3.61161E-05	0.000368242	Rmnd5a	chr6	71422221	71422473	NeuroD1	Intron (ENSMUST00000002292/ENSMUSG00000002222, intron 2 of 8)	6	71388634	71440637	52004	2	ENSMUST00000002292	18164	ENSMUSG00000002222	NEUROD1_unique
ENSMUSG00000002250	1298.616746	0.080762466	0.159294569	0.560025104	0.715831406	Ppard	chr17	28226155	28226337	NeuroD1	Exon (ENSMUST00000002327/ENSMUSG00000002257, exon 9 of 11)	17	28232754	28301469	68716	1	ENSMUST00000002320	-6417	ENSMUSG00000002250	NEUROD1_unique
ENSMUSG00000002266	1948.556361	-0.846707686	0.244502031	5.22052E-05	0.00050193	Zim1	chr7	6657124	6657575	NeuroD1	Distal Intergenic	7	6676007	6688811	12805	2	ENSMUST00000122432	31236	ENSMUSG00000002266	NEUROD1_unique
ENSMUSG00000002279	625.839646	-0.06615721	0.114274827	0.542653279	0.70222238	Lmf1	chr17	25608469	25608659	NeuroD1	Intron (ENSMUST00000063344/ENSMUSG00000002279, intron 3 of 10)	17	25579320	25630682	51363	1	ENSMUST00000156868	29150	ENSMUSG00000002279	NEUROD1_unique
ENSMUSG00000002280	970.9330959	0.100219521	0.111125826	0.336572492	0.519050149	Narfl	chr17	25768761	25768942	NeuroD1	Distal Intergenic	17	25773776	25782791	9016	1	ENSMUST00000134108	-4834	ENSMUSG00000002280	NEUROD1_unique
ENSMUSG00000002289	19.83382034	-0.012995503	0.280219899	0.927080426	0.960257413	Angptl4	chr17	33779374	33779580	NeuroD1	Promoter (<=1kb)	17	33777012	33779143	2132	2	ENSMUST00000174872	-232	ENSMUSG00000002289	NEUROD1_unique
ENSMUSG00000002332	7655.107502	-0.570875726	0.31610185	0.008901501	0.035963345	Dhrs1	chr14	55743816	55744009	NeuroD1	Promoter (1-2kb)	14	55739020	55745599	6580	2	ENSMUST00000128802	1590	ENSMUSG00000002332	NEUROD1_unique
ENSMUSG00000002341	21504.4993	-0.476345803	0.082167004	2.26257E-09	7.0091E-08	Ncan	chr8	70104629	70104917	NeuroD1	Intron (ENSMUST00000002412/ENSMUSG00000002341, intron 8 of 14)	8	70093085	70120873	27789	2	ENSMUST00000002412	15956	ENSMUSG00000002341	NEUROD1_unique
ENSMUSG00000002372	2770.727376	-0.529585132	0.079254906	6.69596E-12	3.46426E-10	Ranbp3	chr17	56684691	56684985	NeuroD1	Intron (ENSMUST00000002445/ENSMUSG00000002372, intron 1 of 15)	17	56673225	56711769	38545	1	ENSMUST00000002445	11467	ENSMUSG00000002372	NEUROD1_unique
ENSMUSG00000002379	4524.042677	0.097565991	0.105392146	0.327786361	0.510571364	Ndufa11	chr17	56727341	56727605	NeuroD1	Distal Intergenic	17	56717762	56724248	6487	1	ENSMUST00000002452	9580	ENSMUSG00000002379	NEUROD1_unique
ENSMUSG00000002393	1758.606644	0.038228143	0.148530316	0.774640084	0.870421278	Nr2f6	chr8	71382235	71382459	NeuroD1	Promoter (<=1kb)	8	71374127	71381960	7834	2	ENSMUST00000002466	-276	ENSMUSG00000002393	NEUROD1_unique
ENSMUSG00000002395	1895.878742	0.220990442	0.081696634	0.005232502	0.023532301	Use1	chr8	71348230	71348449	NeuroD1	Exon (ENSMUST00000071935/ENSMUSG00000004677, exon 22 of 40)	8	71366848	71369729	2882	1	ENSMUST00000110053	-18399	ENSMUSG00000002395	NEUROD1_unique
ENSMUSG00000002409	680.0893676	-0.136783704	0.105531095	0.180874831	0.343485758	Dyrk1b	chr7	28208439	28208632	NeuroD1	Distal Intergenic	7	28180316	28186943	6628	1	ENSMUST00000173223	28124	ENSMUSG00000002409	NEUROD1_unique
ENSMUSG00000002413	3514.077834	0.127036292	0.174257344	0.39730242	0.577871057	Braf	chr6	39749959	39750205	NeuroD1	Distal Intergenic	6	39603237	39725463	122227	2	ENSMUST00000002487	-24497	ENSMUSG00000002413	NEUROD1_unique
ENSMUSG00000002416	1409.527266	-0.025974471	0.098382225	0.749594335	0.855537339	Ndufb2	chr6	39597672	39598055	NeuroD1	Promoter (<=1kb)	6	39597264	39599292	2029	1	ENSMUST00000128064	409	ENSMUSG00000002416	NEUROD1_unique
ENSMUSG00000002475	557.0944763	-0.158831256	0.266603742	0.330908819	0.513536978	Abhd3	chr18	10664376	10664709	NeuroD1	Intron (ENSMUST00000117828/ENSMUSG00000002475, intron 4 of 8)	18	10644413	10658789	14377	2	ENSMUST00000144150	-5588	ENSMUSG00000002475	NEUROD1_unique
ENSMUSG00000002489	1962.285446	0.311591482	0.233860619	0.081039952	0.194645389	Tiam1	chr16	89739000	89739258	NeuroD1	Distal Intergenic	16	89788422	89795282	6861	2	ENSMUST00000178095	56024	ENSMUSG00000002489	NEUROD1_unique
ENSMUSG00000002496	5253.01704	0.045258409	0.107505925	0.647796717	0.783701919	Tsc2	chr17	24630115	24630438	NeuroD1	Promoter (2-3kb)	17	24595937	24632629	36693	2	ENSMUST00000097373	2191	ENSMUSG00000002496	NEUROD1_unique
ENSMUSG00000002546	4045.808151	-0.148699092	0.076275482	0.044506275	0.124992009	Golga2	chr2	32305390	32305641	NeuroD1	Exon (ENSMUST00000100194/ENSMUSG00000002546, exon 23 of 27)	2	32301212	32302949	1738	1	ENSMUST00000146544	4179	ENSMUSG00000002546	NEUROD1_unique
ENSMUSG00000002578	968.156054	-0.702789369	0.148137668	3.83952E-07	6.93479E-06	Ikzf4	chr10	128645284	128645474	NeuroD1	Promoter (<=1kb)	10	128641177	128645790	4614	2	ENSMUST00000139442	316	ENSMUSG00000002578	NEUROD1_unique
ENSMUSG00000002588	88.75267959	0.012908592	0.319412484	0.869594291	0.929070609	Pon1	chr6	5178519	5178786	NeuroD1	Intron (ENSMUST00000002663/ENSMUSG00000002588, intron 5 of 8)	6	5185549	5193763	8215	2	ENSMUST00000176933	14977	ENSMUSG00000002588	NEUROD1_unique
ENSMUSG00000002602	3077.229274	-0.425371628	0.087614925	4.34035E-07	7.65484E-06	Axl	chr7	25782769	25783116	NeuroD1	Intron (ENSMUST00000002677/ENSMUSG00000002602, intron 4 of 19)	7	25778680	25787066	8387	2	ENSMUST00000147680	3950	ENSMUSG00000002602	NEUROD1_unique
ENSMUSG00000002617	1198.424549	-0.714687169	0.125184675	1.90328E-09	6.06299E-08	Zfp40	chr17	23193606	23193817	NeuroD1	Promoter (<=1kb)	17	23191346	23193252	1907	2	ENSMUST00000151447	-355	ENSMUSG00000002617	NEUROD1_unique
ENSMUSG00000002625	2835.380988	0.160088186	0.079024783	0.034653716	0.103226332	Akap8l	chr17	32353829	32354009	NeuroD1	Downstream (<1kb)	17	32321425	32350581	29157	2	ENSMUST00000050214	-3249	ENSMUSG00000002625	NEUROD1_unique
ENSMUSG00000002633	351.4514538	-0.316979593	0.358703059	0.100682116	0.227082008	Shh	chr5	28457897	28458404	NeuroD1	Exon (ENSMUST00000002708/ENSMUSG00000002633, exon 1 of 3)	5	28456815	28467101	10287	2	ENSMUST00000002708	8697	ENSMUSG00000002633	NEUROD1_unique
ENSMUSG00000002688	1139.64994	0.037143643	0.163328107	0.794562923	0.884163781	Prkd1	chr12	50396152	50396383	NeuroD1	Intron (ENSMUST00000002765/ENSMUSG00000002688, intron 5 of 18)	12	50341231	50649223	307993	2	ENSMUST00000002765	252840	ENSMUSG00000002688	NEUROD1_unique
ENSMUSG00000002699	62.53795392	0.003676025	0.212899568	0.983321778	0.990986531	Lcp2	chr11	34087526	34087741	NeuroD1	Promoter (<=1kb)	11	34087004	34090753	3750	1	ENSMUST00000146318	523	ENSMUSG00000002699	NEUROD1_unique
ENSMUSG00000002748	3674.513153	-0.217986459	0.0789474	0.004292617	0.020049724	Baz1b	chr5	135242531	135243126	NeuroD1	Promoter (<=1kb)	5	135242389	135244182	1794	1	ENSMUST00000136947	143	ENSMUSG00000002748	NEUROD1_unique
ENSMUSG00000002768	4571.684998	0.389055604	0.105007638	8.8225E-05	0.000782765	Mea1	chr17	46690206	46690401	NeuroD1	Intron (ENSMUST00000002839/ENSMUSG00000059409, intron 2 of 14)	17	46681137	46683105	1969	1	ENSMUST00000002845	9070	ENSMUSG00000002768	NEUROD1_unique
ENSMUSG00000002808	3355.38551	-1.586486002	0.236192968	7.23458E-13	4.50303E-11	Epdr1	chr13	19520018	19520227	NeuroD1	Distal Intergenic	13	19591709	19619830	28122	2	ENSMUST00000002885	99603	ENSMUSG00000002808	NEUROD1_unique
ENSMUSG00000002845	568.3961154	0.045469901	0.127383249	0.695150819	0.818283731	Tmem39a	chr16	38556095	38556307	NeuroD1	Promoter (2-3kb)	16	38558698	38591190	32493	1	ENSMUST00000163884	-2391	ENSMUSG00000002845	NEUROD1_unique
ENSMUSG00000002870	1116.358116	-0.22107223	0.154523026	0.104550456	0.233089447	Mcm2	chr6	88898470	88898809	NeuroD1	Promoter (<=1kb)	6	88883475	88898780	15306	2	ENSMUST00000058011	0	ENSMUSG00000002870	NEUROD1_unique
