Motif	# matches	% matches input	# matches background	%matches background	P-value	log10 P-value	ROC AUC	PR AUC	Enr. at 1% FPR	Recall at 10% FDR
GM.5.0.T-box.0015	1401	1.298	100	1.000	5.07e-03	2.295	0.506	0.918	1.30	1.0000
GM.5.0.Homeodomain.0112	1357	1.257	105	1.050	3.81e-02	1.420	0.489	0.914	1.20	1.0000
GM.5.0.C2H2_ZF.0126	1023	0.948	102	1.020	7.79e-01	0.108	0.493	0.913	0.93	1.0000
GM.5.0.bZIP.0043	1080	1.001	100	1.000	5.24e-01	0.281	0.466	0.908	1.00	1.0000
GM.5.0.C2H2_ZF.0127	815	0.755	107	1.070	1.00e+00	0.000	0.511	0.917	0.71	1.0000
GM.5.0.E2F.0012	377	0.349	101	1.010	1.00e+00	0.000	0.443	0.897	0.35	1.0000
GM.5.0.Grainyhead.0006	1046	0.969	100	1.000	6.43e-01	0.192	0.490	0.913	0.97	1.0000
GM.5.0.Nuclear_receptor.0056	624	0.578	100	1.000	1.00e+00	0.000	0.434	0.899	0.58	1.0000
GM.5.0.bZIP.0044	1365	1.265	100	1.000	1.08e-02	1.965	0.517	0.919	1.26	1.0000
GM.5.0.bZIP.0045	1778	1.647	112	1.120	1.54e-05	4.813	0.497	0.916	1.47	1.0000
GM.5.0.Unknown.0026	2909	2.695	112	1.120	2.15e-26	25.667	0.596	0.937	2.41	1.0000
GM.5.0.Nuclear_receptor.0057	1233	1.142	109	1.090	3.40e-01	0.469	0.446	0.904	1.05	1.0000
GM.5.0.C2H2_ZF.0128	1524	1.412	100	1.000	2.53e-04	3.598	0.539	0.925	1.41	1.0000
GM.5.0.bZIP.0046	447	0.414	121	1.210	1.00e+00	-0.000	0.416	0.891	0.34	1.0000
GM.5.0.SMAD.0009	1954	1.810	100	1.000	1.19e-10	9.924	0.617	0.940	1.81	1.0000
GM.5.0.C2H2_ZF.0129	1413	1.309	102	1.020	6.62e-03	2.179	0.515	0.921	1.28	1.0000
GM.5.0.Unknown.0027	2365	2.191	100	1.000	1.34e-18	17.874	0.581	0.934	2.19	1.0000
GM.5.0.Mixed.0047	982	0.910	117	1.170	9.95e-01	0.002	0.474	0.910	0.78	1.0000
GM.5.0.bHLH.0064	1147	1.063	100	1.000	2.99e-01	0.524	0.506	0.916	1.06	1.0000
GM.5.0.E2F.0013	704	0.652	100	1.000	1.00e+00	0.000	0.480	0.910	0.65	1.0000
GM.5.0.bZIP.0047	1413	1.309	100	1.000	3.89e-03	2.410	0.550	0.925	1.31	1.0000
GM.5.0.Ets.0023	764	0.708	100	1.000	9.99e-01	0.000	0.472	0.907	0.71	1.0000
GM.5.0.C2H2_ZF.0130	460	0.426	107	1.070	1.00e+00	-0.000	0.433	0.896	0.40	1.0000
GM.5.0.bZIP.0048	1530	1.418	100	1.000	2.15e-04	3.668	0.501	0.917	1.42	1.0000
GM.5.0.Sox.0028	1193	1.105	100	1.000	1.80e-01	0.745	0.516	0.919	1.11	1.0000
GM.5.0.Nuclear_receptor.0058	1561	1.446	100	1.000	9.13e-05	4.039	0.556	0.928	1.45	1.0000
GM.5.0.Paired_box.0007	563	0.522	102	1.020	1.00e+00	0.000	0.446	0.901	0.51	1.0000
GM.5.0.SAND.0003	729	0.675	100	1.000	1.00e+00	0.000	0.446	0.903	0.68	1.0000
GM.5.0.Nuclear_receptor.0059	576	0.534	100	1.000	1.00e+00	0.000	0.435	0.899	0.53	1.0000
GM.5.0.STAT.0011	3765	3.489	100	1.000	1.03e-53	52.987	0.608	0.941	3.49	1.0000
GM.5.0.Homeodomain.0113	1573	1.457	100	1.000	6.49e-05	4.187	0.529	0.923	1.46	1.0000
GM.5.0.Unknown.0028	4036	3.740	100	1.000	1.92e-61	60.717	0.575	0.936	3.74	1.0000
GM.5.0.bZIP.0049	1936	1.794	100	1.000	2.44e-10	9.613	0.512	0.921	1.79	1.0000
GM.5.0.Mixed.0048	1090	1.010	101	1.010	5.27e-01	0.278	0.508	0.916	1.00	1.0000
GM.5.0.bZIP.0050	2802	2.596	158	1.580	2.43e-11	10.614	0.518	0.923	1.64	1.0000
GM.5.0.Homeodomain.0114	922	0.854	100	1.000	9.38e-01	0.028	0.482	0.913	0.85	1.0000
GM.5.0.Ets.0024	1039	0.963	101	1.010	7.01e-01	0.154	0.524	0.919	0.95	1.0000
GM.5.0.Nuclear_receptor.0060	956	0.886	105	1.050	9.55e-01	0.020	0.465	0.906	0.84	1.0000
GM.5.0.Homeodomain.0115	17910	16.595	208	2.080	0.00e+00	inf	0.592	0.941	7.98	1.0000
GM.5.0.Ets.0025	3322	3.078	248	2.480	3.44e-04	3.464	0.563	0.929	1.24	1.0000
GM.5.0.C2H2_ZF.0131	1843	1.708	100	1.000	8.64e-09	8.064	0.525	0.923	1.71	1.0000
GM.5.0.Homeodomain.0116	3180	2.946	108	1.080	2.04e-34	33.690	0.563	0.933	2.73	1.0000
GM.5.0.Sox.0029	1699	1.574	139	1.390	8.20e-02	1.086	0.465	0.909	1.13	1.0000
GM.5.0.Rel.0012	1271	1.178	101	1.010	7.18e-02	1.144	0.523	0.920	1.17	1.0000
GM.5.0.Nuclear_receptor.0061	492	0.456	100	1.000	1.00e+00	0.000	0.433	0.899	0.46	1.0000
GM.5.0.C2H2_ZF.0132	984	0.912	100	1.000	8.27e-01	0.083	0.502	0.915	0.91	1.0000
GM.5.0.GATA.0011	6883	6.378	1045	10.450	1.00e+00	-0.000	0.462	0.904	0.61	1.0000
GM.5.0.Unknown.0029	2182	2.022	105	1.050	1.85e-13	12.734	0.547	0.927	1.93	1.0000
GM.5.0.bHLH.0065	2376	2.202	100	1.000	7.82e-19	18.107	0.602	0.938	2.20	1.0000
GM.5.0.Homeodomain.0117	2437	2.258	164	1.640	1.67e-05	4.778	0.492	0.917	1.38	1.0000
GM.5.0.Homeodomain.0118	4020	3.725	351	3.510	1.44e-01	0.841	0.491	0.915	1.06	1.0000
GM.5.0.Nuclear_receptor.0062	2807	2.601	405	4.050	1.00e+00	-0.000	0.419	0.897	0.64	1.0000
GM.5.0.Unknown.0030	1208	1.119	103	1.030	2.24e-01	0.650	0.496	0.915	1.09	1.0000
GM.5.0.SAND.0004	18408	17.056	362	3.620	0.00e+00	inf	0.451	0.916	4.71	1.0000
GM.5.0.Homeodomain.0119	4951	4.587	124	1.240	1.14e-74	73.944	0.548	0.924	3.70	1.0000
GM.5.0.Rel.0013	1553	1.439	100	1.000	1.14e-04	3.942	0.499	0.916	1.44	1.0000
GM.5.0.Homeodomain.0120	895	0.829	127	1.270	1.00e+00	0.000	0.450	0.902	0.65	1.0000
GM.5.0.Ets.0026	1715	1.589	162	1.620	6.14e-01	0.212	0.538	0.923	0.98	1.0000
GM.5.0.Homeodomain.0121	2770	2.567	176	1.760	1.33e-07	6.876	0.483	0.914	1.46	1.0000
GM.5.0.IRF.0008	2081	1.928	100	1.000	6.11e-13	12.214	0.566	0.931	1.93	1.0000
GM.5.0.C2H2_ZF.0133	4139	3.835	100	1.000	1.93e-64	63.713	0.584	0.939	3.84	1.0000
GM.5.0.Nuclear_receptor.0063	1001	0.927	106	1.060	9.13e-01	0.040	0.477	0.910	0.87	1.0000
GM.5.0.Ets.0027	3909	3.622	523	5.230	1.00e+00	-0.000	0.554	0.923	0.69	1.0000
GM.5.0.Rel.0014	794	0.736	100	1.000	9.98e-01	0.001	0.455	0.904	0.74	1.0000
GM.5.0.Homeodomain_POU.0012	1968	1.823	109	1.090	8.38e-09	8.077	0.514	0.919	1.67	1.0000
GM.5.0.MADS_box.0011	2639	2.445	100	1.000	1.19e-24	23.923	0.542	0.928	2.45	1.0000
GM.5.0.Nuclear_receptor.0064	844	0.782	100	1.000	9.90e-01	0.004	0.497	0.913	0.78	1.0000
GM.5.0.Mixed.0049	1369	1.268	101	1.010	1.27e-02	1.895	0.510	0.918	1.26	1.0000
GM.5.0.IRF.0009	1738	1.610	100	1.000	3.64e-07	6.439	0.549	0.928	1.61	1.0000
GM.5.0.Rel.0015	1127	1.044	100	1.000	3.62e-01	0.441	0.492	0.913	1.04	1.0000
GM.5.0.SMAD.0010	2374	2.200	100	1.000	8.62e-19	18.065	0.594	0.936	2.20	1.0000
GM.5.0.Homeodomain.0122	704	0.652	100	1.000	1.00e+00	0.000	0.472	0.907	0.65	1.0000
GM.5.0.bHLH.0066	2001	1.854	100	1.000	1.77e-11	10.752	0.636	0.945	1.85	1.0000
GM.5.0.Nuclear_receptor.0065	778	0.721	100	1.000	9.99e-01	0.001	0.467	0.907	0.72	1.0000
GM.5.0.C2H2_ZF.0134	1110	1.028	100	1.000	4.19e-01	0.378	0.544	0.923	1.03	1.0000
GM.5.0.Nuclear_receptor.0066	1217	1.128	101	1.010	1.53e-01	0.814	0.499	0.916	1.12	1.0000
GM.5.0.Mixed.0050	1092	1.012	100	1.000	4.81e-01	0.317	0.510	0.917	1.01	1.0000
GM.5.0.Nuclear_receptor.0067	14916	13.821	726	7.260	5.00e-88	87.301	0.561	0.934	1.90	1.0000
GM.5.0.Mixed.0051	1615	1.496	108	1.080	3.30e-04	3.482	0.562	0.930	1.39	1.0000
GM.5.0.Nuclear_receptor.0068	4870	4.512	544	5.440	1.00e+00	0.000	0.474	0.910	0.83	1.0000
GM.5.0.C2H2_ZF.0135	1182	1.095	100	1.000	2.05e-01	0.688	0.508	0.917	1.10	1.0000
GM.5.0.bZIP.0051	1240	1.149	100	1.000	9.60e-02	1.018	0.501	0.916	1.15	1.0000
GM.5.0.Nuclear_receptor.0069	1998	1.851	100	1.000	2.00e-11	10.699	0.584	0.934	1.85	1.0000
GM.5.0.CxxC.0001	664	0.615	117	1.170	1.00e+00	0.000	0.517	0.915	0.53	1.0000
GM.5.0.Rel.0016	771	0.714	100	1.000	9.99e-01	0.000	0.455	0.904	0.71	1.0000
GM.5.0.bHLH.0067	3232	2.995	176	1.760	3.23e-14	13.490	0.639	0.945	1.70	1.0000
GM.5.0.Nuclear_receptor.0070	635	0.588	106	1.060	1.00e+00	0.000	0.427	0.898	0.56	1.0000
GM.5.0.C2H2_ZF.0136	2233	2.069	100	1.000	6.95e-16	15.158	0.524	0.925	2.07	1.0000
GM.5.0.C2H2_ZF.0137	1158	1.073	100	1.000	2.68e-01	0.573	0.511	0.918	1.07	1.0000
GM.5.0.Nuclear_receptor.0071	747	0.692	129	1.290	1.00e+00	0.000	0.439	0.899	0.54	1.0000
GM.5.0.Paired_box.0008	1179	1.092	162	1.620	1.00e+00	0.000	0.476	0.909	0.67	1.0000
GM.5.0.C2H2_ZF.0138	1590	1.473	100	1.000	3.97e-05	4.401	0.524	0.922	1.47	1.0000
GM.5.0.p53.0004	1428	1.323	100	1.000	2.77e-03	2.558	0.505	0.918	1.32	1.0000
GM.5.0.bZIP.0052	438	0.406	102	1.020	1.00e+00	-0.000	0.429	0.896	0.40	1.0000
GM.5.0.Unknown.0031	1560	1.445	100	1.000	9.39e-05	4.027	0.499	0.917	1.45	1.0000
GM.5.0.Forkhead.0033	1997	1.850	100	1.000	2.09e-11	10.681	0.549	0.928	1.85	1.0000
GM.5.0.bHLH.0068	2078	1.925	104	1.040	7.94e-12	11.100	0.544	0.926	1.85	1.0000
GM.5.0.bHLH.0069	4400	4.077	161	1.610	1.25e-42	41.904	0.622	0.944	2.53	1.0000
GM.5.0.Unknown.0032	1141	1.057	100	1.000	3.18e-01	0.498	0.503	0.916	1.06	1.0000
GM.5.0.Unknown.0033	1055	0.978	102	1.020	6.83e-01	0.165	0.484	0.911	0.96	1.0000
GM.5.0.C2H2_ZF.0139	1344	1.245	100	1.000	1.64e-02	1.784	0.602	0.936	1.25	1.0000
GM.5.0.Homeodomain.0123	2020	1.872	129	1.290	8.04e-06	5.095	0.489	0.919	1.45	1.0000
GM.5.0.Unknown.0034	1074	0.995	100	1.000	5.45e-01	0.263	0.516	0.918	1.00	1.0000
GM.5.0.Homeodomain.0124	956	0.886	113	1.130	9.93e-01	0.003	0.449	0.904	0.78	1.0000
GM.5.0.C2H2_ZF.0140	1077	0.998	114	1.140	9.19e-01	0.037	0.500	0.917	0.88	1.0000
GM.5.0.bZIP.0053	1479	1.370	100	1.000	8.12e-04	3.090	0.523	0.921	1.37	1.0000
GM.5.0.C2H2_ZF.0141	6032	5.589	100	1.000	7.44e-124	123.128	0.624	0.947	5.59	1.0000
GM.5.0.Homeodomain.0125	1022	0.947	101	1.010	7.53e-01	0.123	0.479	0.910	0.94	1.0000
GM.5.0.bHLH.0070	1638	1.518	100	1.000	9.38e-06	5.028	0.510	0.920	1.52	1.0000
GM.5.0.Homeodomain.0126	2018	1.870	100	1.000	8.76e-12	11.058	0.519	0.922	1.87	1.0000
GM.5.0.Mixed.0052	1554	1.440	100	1.000	1.11e-04	3.954	0.515	0.920	1.44	1.0000
GM.5.0.Myb_SANT.0009	1815	1.682	100	1.000	2.42e-08	7.617	0.541	0.926	1.68	1.0000
GM.5.0.C2H2_ZF.0142	774	0.717	106	1.060	1.00e+00	0.000	0.487	0.911	0.68	1.0000
GM.5.0.GATA.0012	3351	3.105	120	1.200	1.11e-33	32.957	0.464	0.908	2.59	1.0000
GM.5.0.Homeodomain.0127	2233	2.069	130	1.300	1.68e-08	7.775	0.514	0.921	1.59	1.0000
GM.5.0.bHLH.0071	2138	1.981	102	1.020	1.85e-13	12.733	0.619	0.941	1.94	1.0000
GM.5.0.bHLH.0072	2458	2.277	100	1.000	1.35e-20	19.869	0.594	0.937	2.28	1.0000
GM.5.0.Homeodomain.0128	1839	1.704	103	1.030	4.47e-08	7.350	0.525	0.924	1.65	1.0000
GM.5.0.Unknown.0035	2995	2.775	100	1.000	3.36e-33	32.474	0.611	0.941	2.78	1.0000
GM.5.0.bHLH.0073	1897	1.758	105	1.050	1.50e-08	7.825	0.587	0.936	1.67	1.0000
GM.5.0.C2H2_ZF.0143	1668	1.546	100	1.000	3.66e-06	5.436	0.546	0.927	1.55	1.0000
GM.5.0.bHLH.0074	4068	3.769	100	1.000	2.27e-62	61.645	0.562	0.933	3.77	1.0000
GM.5.0.E2F.0014	404	0.374	112	1.120	1.00e+00	0.000	0.456	0.901	0.33	1.0000
GM.5.0.bZIP.0054	1776	1.646	142	1.420	4.59e-02	1.338	0.534	0.921	1.16	1.0000
GM.5.0.Nuclear_receptor.0072	1327	1.230	100	1.000	2.27e-02	1.644	0.447	0.905	1.23	1.0000
GM.5.0.bHLH.0075	1663	1.541	100	1.000	4.29e-06	5.367	0.582	0.932	1.54	1.0000
GM.5.0.Homeodomain.0129	1501	1.391	101	1.010	6.40e-04	3.194	0.484	0.915	1.38	1.0000
GM.5.0.Mixed.0053	1795	1.663	100	1.000	4.97e-08	7.304	0.531	0.924	1.66	1.0000
GM.5.0.GATA.0013	26051	24.138	726	7.260	0.00e+00	inf	0.470	0.922	3.32	1.0000
GM.5.0.Homeodomain.0130	972	0.901	113	1.130	9.89e-01	0.005	0.465	0.907	0.80	1.0000
GM.5.0.IRF.0010	506	0.469	101	1.010	1.00e+00	-0.000	0.483	0.909	0.46	1.0000
GM.5.0.Mixed.0054	1312	1.216	100	1.000	2.99e-02	1.525	0.530	0.923	1.22	1.0000
GM.5.0.IRF.0011	6689	6.198	100	1.000	6.00e-146	145.222	0.655	0.952	6.20	1.0000
GM.5.0.Homeodomain.0131	1475	1.367	106	1.060	4.98e-03	2.303	0.506	0.918	1.29	1.0000
GM.5.0.C2H2_ZF.0144	1898	1.759	100	1.000	1.08e-09	8.968	0.541	0.927	1.76	1.0000
GM.5.0.Homeodomain.0132	1331	1.233	100	1.000	2.11e-02	1.676	0.520	0.921	1.23	1.0000
GM.5.0.Nuclear_receptor.0073	2018	1.870	182	1.820	3.81e-01	0.420	0.427	0.901	1.03	1.0000
GM.5.0.Mixed.0055	1905	1.765	100	1.000	8.21e-10	9.085	0.557	0.929	1.77	1.0000
GM.5.0.Nuclear_receptor.0074	764	0.708	100	1.000	9.99e-01	0.000	0.496	0.912	0.71	1.0000
GM.5.0.Nuclear_receptor.0075	662	0.613	102	1.020	1.00e+00	0.000	0.479	0.908	0.60	1.0000
GM.5.0.C2H2_ZF.0145	6522	6.043	100	1.000	2.83e-140	139.548	0.645	0.950	6.04	1.0000
GM.5.0.Mixed.0056	1371	1.270	100	1.000	9.59e-03	2.018	0.520	0.920	1.27	1.0000
GM.5.0.Mixed.0057	1066	0.988	103	1.030	6.82e-01	0.166	0.492	0.915	0.96	1.0000
GM.5.0.IRF.0012	883	0.818	100	1.000	9.73e-01	0.012	0.485	0.912	0.82	1.0000
GM.5.0.Forkhead.0034	4385	4.063	118	1.180	1.03e-61	60.986	0.605	0.941	3.44	1.0000
GM.5.0.Sox.0030	963	0.892	100	1.000	8.73e-01	0.059	0.502	0.915	0.89	1.0000
GM.5.0.AP-2.0007	706	0.654	102	1.020	1.00e+00	0.000	0.473	0.908	0.64	1.0000
GM.5.0.C2H2_ZF.0146	1298	1.203	100	1.000	3.82e-02	1.418	0.517	0.919	1.20	1.0000
GM.5.0.Nuclear_receptor.0076	787	0.729	101	1.010	9.99e-01	0.001	0.443	0.902	0.72	1.0000
GM.5.0.C2H2_ZF.0147	865	0.801	100	1.000	9.83e-01	0.008	0.473	0.909	0.80	1.0000
GM.5.0.Mixed.0058	13237	12.265	1199	11.990	2.16e-01	0.665	0.509	0.918	1.02	1.0000
GM.5.0.Nuclear_receptor.0077	1087	1.007	159	1.590	1.00e+00	0.000	0.425	0.898	0.63	1.0000
GM.5.0.p53.0005	1240	1.149	100	1.000	9.60e-02	1.018	0.511	0.917	1.15	1.0000
GM.5.0.C2H2_ZF.0148	4463	4.135	100	1.000	4.70e-74	73.328	0.592	0.939	4.14	1.0000
GM.5.0.Homeodomain.0133	1480	1.371	105	1.050	3.42e-03	2.466	0.546	0.924	1.31	1.0000
GM.5.0.Paired_box.0009	779	0.722	100	1.000	9.99e-01	0.001	0.452	0.903	0.72	1.0000
GM.5.0.bZIP.0055	1165	1.079	100	1.000	2.48e-01	0.605	0.493	0.914	1.08	1.0000
GM.5.0.C2H2_ZF.0149	11780	10.915	154	1.540	5.11e-282	281.292	0.536	0.928	7.09	1.0000
GM.5.0.THAP_finger.0003	1196	1.108	102	1.020	2.26e-01	0.646	0.512	0.919	1.09	1.0000
GM.5.0.bZIP.0056	1412	1.308	100	1.000	3.98e-03	2.400	0.481	0.912	1.31	1.0000
GM.5.0.AP-2.0008	728	0.675	109	1.090	1.00e+00	0.000	0.488	0.911	0.62	1.0000
GM.5.0.T-box.0016	1283	1.189	100	1.000	4.92e-02	1.308	0.510	0.918	1.19	1.0000
GM.5.0.Unknown.0036	863	0.800	100	1.000	9.84e-01	0.007	0.506	0.915	0.80	1.0000
GM.5.0.Homeodomain_POU.0013	1625	1.506	135	1.350	1.17e-01	0.932	0.513	0.921	1.12	1.0000
GM.5.0.C2H2_ZF.0150	1961	1.817	101	1.010	1.59e-10	9.799	0.591	0.934	1.80	1.0000
GM.5.0.T-box.0017	1179	1.092	108	1.080	4.80e-01	0.319	0.578	0.930	1.01	1.0000
GM.5.0.bZIP.0057	1820	1.686	107	1.070	5.44e-07	6.264	0.530	0.923	1.58	1.0000
GM.5.0.Pipsqueak.0001	3909	3.622	826	8.260	1.00e+00	-0.000	0.428	0.897	0.44	1.0000
GM.5.0.Unknown.0037	545	0.505	163	1.630	1.00e+00	0.000	0.436	0.895	0.31	1.0000
GM.5.0.Homeodomain.0134	3012	2.791	107	1.070	1.01e-30	29.997	0.522	0.923	2.61	1.0000
GM.5.0.AT_hook.0002	1172	1.086	100	1.000	2.30e-01	0.638	0.468	0.909	1.09	1.0000
GM.5.0.Unknown.0038	924	0.856	112	1.120	9.96e-01	0.002	0.487	0.913	0.76	1.0000
GM.5.0.Nuclear_receptor.0078	777	0.720	105	1.050	1.00e+00	0.000	0.471	0.908	0.69	1.0000
GM.5.0.Unknown.0039	1447	1.341	100	1.000	1.77e-03	2.751	0.522	0.920	1.34	1.0000
GM.5.0.Nuclear_receptor.0079	1026	0.951	100	1.000	7.09e-01	0.150	0.492	0.914	0.95	1.0000
GM.5.0.GATA.0014	7813	7.239	100	1.000	4.77e-185	184.321	0.633	0.949	7.24	1.0000
GM.5.0.GATA.0015	1384	1.282	100	1.000	7.31e-03	2.136	0.539	0.925	1.28	1.0000
GM.5.0.Myb_SANT.0010	5091	4.717	184	1.840	3.51e-50	49.455	0.491	0.917	2.56	1.0000
GM.5.0.C2H2_ZF.0151	1317	1.220	100	1.000	2.73e-02	1.564	0.515	0.918	1.22	1.0000
GM.5.0.Nuclear_receptor.0080	812	0.752	102	1.020	9.98e-01	0.001	0.458	0.905	0.74	1.0000
GM.5.0.C2H2_ZF.0152	1062	0.984	100	1.000	5.88e-01	0.231	0.526	0.921	0.98	1.0000
GM.5.0.Homeodomain.0135	765	0.709	100	1.000	9.99e-01	0.000	0.488	0.910	0.71	1.0000
GM.5.0.Rel.0017	581	0.538	100	1.000	1.00e+00	0.000	0.479	0.909	0.54	1.0000
GM.5.0.Ets.0028	1945	1.802	100	1.000	1.71e-10	9.768	0.549	0.928	1.80	1.0000
GM.5.0.RFX.0007	999	0.926	100	1.000	7.88e-01	0.103	0.513	0.917	0.93	1.0000
GM.5.0.Nuclear_receptor.0081	1133	1.050	100	1.000	3.43e-01	0.465	0.505	0.916	1.05	1.0000
GM.5.0.bZIP.0058	2305	2.136	100	1.000	2.39e-17	16.622	0.535	0.924	2.14	1.0000
GM.5.0.bZIP.0059	5604	5.192	191	1.910	5.33e-60	59.273	0.515	0.921	2.72	1.0000
GM.5.0.Nuclear_receptor.0082	1904	1.764	100	1.000	8.54e-10	9.069	0.502	0.917	1.76	1.0000
GM.5.0.C2H2_ZF.0153	1676	1.553	100	1.000	2.83e-06	5.548	0.553	0.928	1.55	1.0000
GM.5.0.ARID_BRIGHT.0002	1474	1.366	164	1.640	9.87e-01	0.005	0.506	0.918	0.83	1.0000
GM.5.0.bZIP.0060	1563	1.448	103	1.030	2.46e-04	3.608	0.544	0.926	1.41	1.0000
GM.5.0.Rel.0018	7467	6.919	100	1.000	7.48e-173	172.126	0.635	0.950	6.92	1.0000
GM.5.0.bZIP.0061	889	0.824	100	1.000	9.69e-01	0.014	0.488	0.911	0.82	1.0000
GM.5.0.Nuclear_receptor.0083	762	0.706	100	1.000	9.99e-01	0.000	0.468	0.906	0.71	1.0000
GM.5.0.C2H2_ZF.0154	1458	1.351	100	1.000	1.36e-03	2.866	0.510	0.918	1.35	1.0000
GM.5.0.Mixed.0059	6136	5.685	100	1.000	2.61e-127	126.584	0.617	0.946	5.69	1.0000
GM.5.0.Unknown.0040	728	0.675	106	1.060	1.00e+00	0.000	0.476	0.908	0.64	1.0000
GM.5.0.Unknown.0041	2023	1.874	100	1.000	7.11e-12	11.148	0.612	0.940	1.87	1.0000
GM.5.0.Unknown.0042	1129	1.046	100	1.000	3.55e-01	0.449	0.517	0.918	1.05	1.0000
GM.5.0.Unknown.0043	1933	1.791	136	1.360	6.79e-04	3.168	0.576	0.932	1.32	1.0000
GM.5.0.C2H2_ZF.0155	3623	3.357	100	1.000	9.30e-50	49.031	0.581	0.937	3.36	1.0000
GM.5.0.C2H2_ZF.0156	1304	1.208	100	1.000	3.44e-02	1.463	0.586	0.931	1.21	1.0000
GM.5.0.E2F.0015	1915	1.774	100	1.000	5.57e-10	9.254	0.529	0.923	1.77	1.0000
GM.5.0.Mixed.0060	808	0.749	109	1.090	1.00e+00	0.000	0.442	0.902	0.69	1.0000
GM.5.0.bZIP.0062	2031	1.882	100	1.000	5.09e-12	11.293	0.533	0.925	1.88	1.0000
GM.5.0.C2H2_ZF.0157	1505	1.394	100	1.000	4.18e-04	3.379	0.535	0.924	1.39	1.0000
GM.5.0.IRF.0013	1524	1.412	104	1.040	9.19e-04	3.037	0.560	0.928	1.36	1.0000
GM.5.0.Homeodomain.0136	676	0.626	127	1.270	1.00e+00	-0.000	0.479	0.908	0.49	1.0000
GM.5.0.Unknown.0044	1249	1.157	100	1.000	8.41e-02	1.075	0.505	0.916	1.16	1.0000
GM.5.0.C2H2_ZF.0158	1043	0.966	103	1.030	7.52e-01	0.124	0.490	0.912	0.94	1.0000
GM.5.0.bHLH.0076	1230	1.140	100	1.000	1.11e-01	0.956	0.501	0.916	1.14	1.0000
GM.5.0.GCM.0004	1208	1.119	100	1.000	1.49e-01	0.827	0.515	0.919	1.12	1.0000
GM.5.0.CUT_Homeodomain.0006	1315	1.218	100	1.000	2.83e-02	1.548	0.504	0.917	1.22	1.0000
GM.5.0.STAT.0012	1814	1.681	103	1.030	1.08e-07	6.968	0.552	0.928	1.63	1.0000
GM.5.0.bZIP.0063	691	0.640	115	1.150	1.00e+00	0.000	0.505	0.918	0.56	1.0000
GM.5.0.STAT.0013	1088	1.008	100	1.000	4.96e-01	0.305	0.529	0.922	1.01	1.0000
GM.5.0.IRF.0014	3379	3.131	100	1.000	3.94e-43	42.405	0.593	0.939	3.13	1.0000
GM.5.0.MADS_box.0012	2702	2.504	100	1.000	4.13e-26	25.384	0.551	0.929	2.50	1.0000
GM.5.0.Unknown.0045	4095	3.794	100	1.000	3.72e-63	62.430	0.620	0.944	3.79	1.0000
GM.5.0.Unknown.0046	1540	1.427	100	1.000	1.64e-04	3.786	0.507	0.918	1.43	1.0000
GM.5.0.Unknown.0047	2036	1.886	100	1.000	4.13e-12	11.384	0.532	0.925	1.89	1.0000
GM.5.0.MADS_box.0013	1706	1.581	100	1.000	1.07e-06	5.972	0.522	0.922	1.58	1.0000
GM.5.0.Unknown.0048	2640	2.446	100	1.000	1.13e-24	23.946	0.569	0.933	2.45	1.0000
GM.5.0.bZIP.0064	1758	1.629	100	1.000	1.83e-07	6.738	0.542	0.925	1.63	1.0000
GM.5.0.bHLH.0077	7088	6.567	100	1.000	1.19e-159	158.926	0.625	0.947	6.57	1.0000
GM.5.0.C2H2_ZF.0159	557	0.516	117	1.170	1.00e+00	0.000	0.476	0.909	0.44	1.0000
GM.5.0.T-box.0018	1292	1.197	100	1.000	4.23e-02	1.373	0.530	0.923	1.20	1.0000
GM.5.0.C2H2_ZF.0160	1004	0.930	100	1.000	7.74e-01	0.111	0.510	0.917	0.93	1.0000
GM.5.0.C2H2_ZF.0161	1108	1.027	100	1.000	4.26e-01	0.371	0.492	0.914	1.03	1.0000
GM.5.0.Grainyhead.0007	1213	1.124	100	1.000	1.39e-01	0.855	0.524	0.920	1.12	1.0000
GM.5.0.Unknown.0049	3224	2.987	100	1.000	4.81e-39	38.318	0.578	0.934	2.99	1.0000
GM.5.0.T-box.0019	490	0.454	101	1.010	1.00e+00	0.000	0.499	0.912	0.45	1.0000
GM.5.0.bZIP.0065	1235	1.144	101	1.010	1.21e-01	0.917	0.532	0.922	1.13	1.0000
GM.5.0.C2H2_ZF.0162	2625	2.432	100	1.000	2.50e-24	23.602	0.550	0.930	2.43	1.0000
GM.5.0.bHLH.0078	1125	1.042	100	1.000	3.68e-01	0.434	0.520	0.919	1.04	1.0000
GM.5.0.Unknown.0050	2989	2.769	100	1.000	4.74e-33	32.324	0.606	0.940	2.77	1.0000
GM.5.0.Homeodomain.0137	2114	1.959	101	1.010	2.77e-13	12.558	0.506	0.918	1.94	1.0000
GM.5.0.Forkhead.0035	2816	2.609	101	1.010	2.05e-28	27.688	0.597	0.938	2.58	1.0000
GM.5.0.C2H2_ZF.0163	2644	2.450	100	1.000	9.16e-25	24.038	0.538	0.927	2.45	1.0000
GM.5.0.C2H2_ZF.0164	5410	5.013	100	1.000	1.49e-103	102.827	0.652	0.950	5.01	1.0000
GM.5.0.TEA.0004	1247	1.155	100	1.000	8.66e-02	1.062	0.548	0.925	1.16	1.0000
GM.5.0.Forkhead.0036	2547	2.360	100	1.000	1.46e-22	21.835	0.580	0.935	2.36	1.0000
