Chrom	Start	End	X16_36784980_36785409	X16.6662302359998	X.0.0447858192482483	X0.5850160589288841	X0.8788557133364159	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr7	25219096	25220074	7_25219096_25220074	63.3036182266293	0.021276447055701	0.863283861640423	0.967906864708623	Promoter (<=1kb)	7	25202840	25219859	17020	2	ENSMUST00000058702	0	ENSMUSG00000054499	ENSMUSG00000054499
chr5	34550116	34550402	5_34550116_34550402	22.8015040316167	0.115326523592814	0.199110549794218	0.62478166118169	Promoter (<=1kb)	5	34549688	34563638	13951	1	ENSMUST00000179943	429	ENSMUSG00000054520	ENSMUSG00000054520
chr1	88139872	88141408	1_88139872_88141408	46.2491459266297	-0.132400205561904	0.279014886226591	0.70505686727433	Promoter (1-2kb)	1	88138378	88218997	80620	1	ENSMUST00000014263	1495	ENSMUSG00000054545	ENSMUSG00000054545
chr14	64373043	64373340	14_64373043_64373340	13.7728886701772	-0.035268686197217	0.611514706789082	0.888873698076314	Intron (ENSMUST00000067927/ENSMUSG00000054733, intron 6 of 10)	14	64122623	64455903	333281	2	ENSMUST00000067927	82563	ENSMUSG00000054733	ENSMUSG00000054733
chr7	28918813	28920901	7_28918813_28920901	106.007156389726	0.114399297099596	0.403028997127241	0.788111081267461	Promoter (<=1kb)	7	28907014	28919221	12208	2	ENSMUST00000140622	0	ENSMUSG00000054808	ENSMUSG00000054808
chr5	74051502	74051792	5_74051502_74051792	8.12070976065114	-0.105352034909219	0.0746139158373011	NA	Intron (ENSMUST00000119154/ENSMUSG00000054814, intron 1 of 7)	5	74029316	74065744	36429	2	ENSMUST00000145016	13952	ENSMUSG00000054814	ENSMUSG00000054814
chr7	112678632	112681563	7_112678632_112681563	181.146603098225	0.211814757613265	0.165326071576269	0.586879314356536	Promoter (<=1kb)	7	112679318	112899459	220142	1	ENSMUST00000084705	0	ENSMUSG00000055320	ENSMUSG00000055320
chr4	25796688	25797085	4_25796688_25797085	7.11921633715411	0.0773939034035242	0.134231459427997	NA	Promoter (2-3kb)	4	25797703	25799855	2153	2	ENSMUST00000149875	2770	ENSMUSG00000055373	ENSMUSG00000055373
chr14	25766608	25767004	14_25766608_25767004	25.9717097173356	0.0693643164505787	0.462865056171986	0.821721388868531	Promoter (1-2kb)	14	25711640	25768856	57217	2	ENSMUST00000069180	1852	ENSMUSG00000055538	ENSMUSG00000055538
chr1	180386972	180388809	1_180386972_180388809	73.6062200735476	-0.0174728566132635	0.881135017957689	0.973315730714578	Intron (ENSMUST00000070181/ENSMUSG00000038855, intron 2 of 7)	1	180326971	180330550	3580	2	ENSMUST00000050581	-56423	ENSMUSG00000055676	ENSMUSG00000055676
chr15	75909143	75909582	15_75909143_75909582	77.5339029150301	-0.04220389218687	0.742868955169516	0.935621498259189	Promoter (<=1kb)	15	75894796	75909355	14560	2	ENSMUST00000154584	0	ENSMUSG00000055762	ENSMUSG00000055762
chr9	99243814	99244138	9_99243814_99244138	16.3353649906162	0.0345146053179177	0.677682510932854	0.916338899432954	Promoter (<=1kb)	9	99243442	99300401	56960	1	ENSMUST00000093795	373	ENSMUSG00000056267	ENSMUSG00000056267
chr12	110844779	110845197	12_110844779_110845197	24.0057976389521	0.100017220749566	0.290190954442275	0.715126394614318	Distal Intergenic	12	110807798	110840939	33142	2	ENSMUST00000070565	-3841	ENSMUSG00000056458	ENSMUSG00000056458
chr6	72533828	72534844	6_72533828_72534844	25.5883129466125	0.0762793212195634	0.413682181020339	0.793494944002169	Distal Intergenic	6	72544391	72562983	18593	1	ENSMUST00000071044	-9547	ENSMUSG00000056737	ENSMUSG00000056737
chr12	108093821	108094237	12_108093821_108094237	9.08998046375026	-0.0181266474889479	0.737675219396809	NA	Distal Intergenic	12	108106666	108114947	8282	2	ENSMUST00000148119	20710	ENSMUSG00000056770	ENSMUSG00000056770
chr12	40838228	40838645	12_40838228_40838645	18.6385185905632	-0.0560371775947124	0.505793458061873	0.844060685521596	Exon (ENSMUST00000037488/ENSMUSG00000035954, exon 51 of 53)	12	41024090	41955588	931499	1	ENSMUST00000132121	-185445	ENSMUSG00000056899	ENSMUSG00000056899
chr3	23972807	23973772	3_23972807_23973772	38.0005999378566	0.0358492111251005	0.729110970640841	0.930972003770814	Distal Intergenic	3	24333046	24333552	507	1	ENSMUST00000077389	-359274	ENSMUSG00000057036	ENSMUSG00000057036
chr17	23924732	23925614	17_23924732_23925614	61.0664747655946	-0.11408481261943	0.379330467278283	0.774273060440495	Distal Intergenic	17	23917458	23919441	1984	1	ENSMUST00000115428	7275	ENSMUSG00000057417	ENSMUSG00000057417
chr7	30072361	30072853	7_30072361_30072853	28.6801474177098	-0.0720986960958034	0.472402918800242	0.827023053774566	Promoter (<=1kb)	7	30056038	30072823	16786	2	ENSMUST00000080834	0	ENSMUSG00000058447	ENSMUSG00000058447
chr13	34087461	34089665	13_34087461_34089665	113.578705905123	-0.0358902873442056	0.78829916319176	0.948202651933221	Distal Intergenic	13	34074301	34078008	3708	2	ENSMUST00000056427	-9454	ENSMUSG00000058672	ENSMUSG00000058672
chr5	25652206	25653470	5_25652206_25653470	35.0196354602873	-0.197594757963084	0.113187407827322	0.514960027488281	Distal Intergenic	5	25659813	25661282	1470	2	ENSMUST00000072180	7812	ENSMUSG00000059244	ENSMUSG00000059244
chr11	117344931	117346339	11_117344931_117346339	62.8697831608409	-0.0177330859059969	0.884228134099593	0.974091099808563	Intron (ENSMUST00000093907/ENSMUSG00000059248, intron 3 of 11)	11	117353180	117356999	3820	1	ENSMUST00000134852	-6841	ENSMUSG00000059248	ENSMUSG00000059248
chr13	23543934	23545014	13_23543934_23545014	37.1467285853367	0.0628617239164203	0.562719197283932	0.869784070819106	Promoter (<=1kb)	13	23544052	23545055	1004	1	ENSMUST00000075558	0	ENSMUSG00000059309	ENSMUSG00000059309
chr11	85352330	85353595	11_85352330_85353595	47.2647044437283	-0.0931600402560316	0.430003609506346	0.803609539297884	Promoter (<=1kb)	11	85353167	85510991	157825	1	ENSMUST00000108056	0	ENSMUSG00000059439	ENSMUSG00000059439
chr17	79919729	79920008	17_79919729_79920008	15.8062347641747	0.0100904075832788	0.902673332205789	0.978524245140284	Distal Intergenic	17	79848392	79896123	47732	2	ENSMUST00000112437	-23607	ENSMUSG00000059811	ENSMUSG00000059811
chr12	70968118	70969133	12_70968118_70969133	60.9720639652913	0.0238958210647444	0.848707313208348	0.965094860076524	Distal Intergenic	12	70974621	70996347	21727	1	ENSMUST00000160027	-5488	ENSMUSG00000060073	ENSMUSG00000060073
chr13	23760813	23761188	13_23760813_23761188	26.7279537705171	-0.0683869981514946	0.468001751016972	0.825121282013269	Promoter (<=1kb)	13	23760802	23761249	448	2	ENSMUST00000102964	61	ENSMUSG00000060093	ENSMUSG00000060093
chr18	72327641	72328052	18_72327641_72328052	17.9024787617992	-0.0477830841119082	0.550384693885138	0.865041562176953	Intron (ENSMUST00000114943/ENSMUSG00000060534, intron 1 of 28)	18	71258990	72351017	1092028	2	ENSMUST00000073379	22965	ENSMUSG00000060534	ENSMUSG00000060534
chr13	22041010	22043888	13_22041010_22043888	122.430494838485	0.121690662733972	0.389402155440383	0.781215727318356	Promoter (<=1kb)	13	22040816	22041352	537	2	ENSMUST00000102977	0	ENSMUSG00000060639	ENSMUSG00000060639
chr8	17579217	17580652	8_17579217_17580652	31.2197640360863	-0.0855868291887645	0.417659516621378	0.795788636003503	Distal Intergenic	8	16344863	17535586	1190724	2	ENSMUST00000137947	-43632	ENSMUSG00000060924	ENSMUSG00000060924
chr3	52007380	52007776	3_52007380_52007776	30.9555821956716	0.073165521570274	0.45525950084017	0.817986465449065	Intron (ENSMUST00000121440/ENSMUSG00000061143, intron 1 of 4)	3	51687611	52104891	417281	2	ENSMUST00000121440	97115	ENSMUSG00000061143	ENSMUSG00000061143
chr7	27194911	27196217	7_27194911_27196217	113.495374034448	0.119115545096552	0.400378211196987	0.786867809897948	Promoter (<=1kb)	7	27187007	27195760	8754	2	ENSMUST00000163311	0	ENSMUSG00000061479	ENSMUSG00000061479
chr2	39004520	39005711	2_39004520_39005711	82.9163451839173	0.117329402342673	0.394673332265425	0.783706515103334	Promoter (<=1kb)	2	39001580	39005624	4045	2	ENSMUST00000080861	0	ENSMUSG00000062997	ENSMUSG00000062997
chr8	47675386	47675769	8_47675386_47675769	28.9076731878505	-0.0487366903875401	0.622185391825997	0.893503782733126	Promoter (<=1kb)	8	47668755	47675556	6802	2	ENSMUST00000125536	0	ENSMUSG00000063049	ENSMUSG00000063049
chr8	22060908	22061147	8_22060908_22061147	9.01840513285171	-0.0816688066313768	0.19237327441852	NA	Promoter (<=1kb)	8	22060740	22065447	4708	1	ENSMUST00000131624	169	ENSMUSG00000063362	ENSMUSG00000063362
chr5	14025279	14027103	5_14025279_14027103	83.3243644620575	-0.1114164768759	0.401439333462154	0.787119109257827	Promoter (<=1kb)	5	14025317	14256689	231373	1	ENSMUST00000073957	0	ENSMUSG00000063531	ENSMUSG00000063531
chr14	77345255	77345766	14_77345255_77345766	13.8331157678742	-0.0795257732040519	0.291709998070559	0.71654124485617	Intron (ENSMUST00000022589/ENSMUSG00000022012, intron 3 of 18)	14	77251801	77252327	527	2	ENSMUST00000099431	-92929	ENSMUSG00000063556	ENSMUSG00000063556
chr5	37036044	37036261	5_37036044_37036261	11.1387109475271	0.116934087285667	0.0843650787431154	NA	Intron (ENSMUST00000173836/ENSMUSG00000063646, intron 1 of 2)	5	37029887	37091242	61356	1	ENSMUST00000174097	6158	ENSMUSG00000063646	ENSMUSG00000063646
chr1	118388284	118390630	1_118388284_118390630	200.835450333156	0.120411587755426	0.391498225163765	0.782440119110286	Promoter (<=1kb)	1	118389058	118609432	220375	1	ENSMUST00000049404	0	ENSMUSG00000064302	ENSMUSG00000064302
chr8	65396119	65396414	8_65396119_65396414	14.2967643875609	-0.0140709148529544	0.845210120789373	0.963926283135983	Distal Intergenic	8	65367301	65367443	143	1	ENSMUST00000082971	28819	ENSMUSG00000064905	ENSMUSG00000064905
chr1	92847834	92850124	1_92847834_92850124	102.083742753254	0.154765455108178	0.282926506766215	0.709053807371396	Promoter (<=1kb)	1	92850378	92850443	66	1	ENSMUST00000083536	-254	ENSMUSG00000065470	ENSMUSG00000065470
chr10	65925956	65926573	10_65925956_65926573	14.9679140261217	-0.0384010760800156	0.613240917558671	0.88975299082699	Distal Intergenic	10	66170401	66170506	106	2	ENSMUST00000083771	243933	ENSMUSG00000065705	ENSMUSG00000065705
chr7	73646651	73647656	7_73646651_73647656	64.3523647647741	0.249009196479293	0.112426402376611	0.514091003900479	Promoter (<=1kb)	7	73645985	73646089	105	2	ENSMUST00000083795	-563	ENSMUSG00000065729	ENSMUSG00000065729
chr7	66143481	66143751	7_66143481_66143751	8.75442113826672	-0.00776448997768743	0.890427468972358	NA	Intron (ENSMUST00000036372/ENSMUSG00000032640, intron 2 of 2)	7	66119303	66119403	101	2	ENSMUST00000083866	-24079	ENSMUSG00000065800	ENSMUSG00000065800
chr10	109327981	109328276	10_109327981_109328276	15.6443813749084	0.104981168573222	0.194296525410121	0.621812317294941	Distal Intergenic	10	109368088	109368193	106	2	ENSMUST00000083868	39917	ENSMUSG00000065802	ENSMUSG00000065802
chr3	52694694	52694999	3_52694694_52694999	9.88294438080636	-0.0940448922419562	0.141583880459307	NA	Distal Intergenic	3	52722649	52722755	107	2	ENSMUST00000083992	27756	ENSMUSG00000065926	ENSMUSG00000065926
chr8	45018763	45019320	8_45018763_45019320	19.0603664647392	0.10741314280052	0.229021137879831	0.655761029399357	Intron (ENSMUST00000098796/ENSMUSG00000070047, intron 8 of 25)	8	45062067	45062453	387	2	ENSMUST00000166107	43133	ENSMUSG00000066158	ENSMUSG00000066158
chr4	136462687	136463022	4_136462687_136463022	19.2953270770138	-0.0143469209058197	0.866210244195506	0.969083048481887	Promoter (<=1kb)	4	136462250	136463977	1728	1	ENSMUST00000084593	438	ENSMUSG00000066178	ENSMUSG00000066178
chr4	4791993	4793206	4_4791993_4793206	90.6049596917073	0.0596087612255578	0.654320813065742	0.906288505047838	Promoter (<=1kb)	4	4762484	4793355	30872	2	ENSMUST00000084949	149	ENSMUSG00000066324	ENSMUSG00000066324
chr17	46247200	46248733	17_46247200_46248733	100.22192012721	0.0505510157946127	0.704344232484154	0.925618229834679	Promoter (<=1kb)	17	46243920	46248054	4135	2	ENSMUST00000087026	0	ENSMUSG00000067148	ENSMUSG00000067148
chr19	38263665	38265283	19_38263665_38265283	142.104217243245	0.241705958230043	0.127327843428015	0.535212986799933	Promoter (<=1kb)	19	38264782	38269046	4265	1	ENSMUST00000134832	0	ENSMUSG00000067242	ENSMUSG00000067242
chr12	17882017	17882246	12_17882017_17882246	23.6629605302409	-0.0160093078535224	0.861761645247668	0.96740065539339	Distal Intergenic	12	17924294	17925668	1375	1	ENSMUST00000169657	-42048	ENSMUSG00000067356	ENSMUSG00000067356
chr19	12142604	12145430	19_12142604_12145430	106.833807952214	-0.0638024922019593	0.632653313105264	0.897927177614261	Distal Intergenic	19	12119653	12120700	1048	2	ENSMUST00000087822	-21905	ENSMUSG00000067522	ENSMUSG00000067522
chr3	108363333	108363759	3_108363333_108363759	14.8424084350464	-0.0394689295560283	0.593522473144511	0.882196534778849	Promoter (1-2kb)	3	108364911	108380056	15146	1	ENSMUST00000090563	-1152	ENSMUSG00000068745	ENSMUSG00000068745
chr3	96172001	96172736	3_96172001_96172736	73.0219194126371	0.0843402265551811	0.522783171792386	0.853824261134011	Promoter (<=1kb)	3	96172332	96177564	5233	1	ENSMUST00000076372	0	ENSMUSG00000068856	ENSMUSG00000068856
chr13	23561787	23564015	13_23561787_23564015	124.932632725767	0.0889081857571927	0.518275646053066	0.85132622597688	Promoter (<=1kb)	13	23561534	23562369	836	2	ENSMUST00000105107	0	ENSMUSG00000069273	ENSMUSG00000069273
chr10	69764075	69764358	10_69764075_69764358	20.4785155453162	0.115255307591217	0.193097901094408	0.62001878862649	Intron (ENSMUST00000047061/ENSMUSG00000069601, intron 1 of 16)	10	69925532	70027436	101905	1	ENSMUST00000092433	-161174	ENSMUSG00000069601	ENSMUSG00000069601
chr11	106193873	106194129	11_106193873_106194129	9.63262210977141	-0.0285834096557445	0.659139922928472	NA	Promoter (<=1kb)	11	106183902	106193572	9671	2	ENSMUST00000106867	-302	ENSMUSG00000069631	ENSMUSG00000069631
chr17	4907147	4908938	17_4907147_4908938	139.97125247254	0.113443321652207	0.421502433884699	0.797998908252573	Distal Intergenic	17	4994332	5097733	103402	1	ENSMUST00000124362	-85394	ENSMUSG00000069729	ENSMUSG00000069729
chr19	8888453	8889477	19_8888453_8889477	70.5769120328259	-0.0282719829680042	0.820189428238954	0.956442395145099	Promoter (<=1kb)	19	8888538	8888685	148	2	ENSMUST00000093658	0	ENSMUSG00000070167	ENSMUSG00000070167
chr7	99360744	99361170	7_99360744_99361170	19.0653679077157	-0.0883666504075018	0.305762469210563	0.725627113011741	Distal Intergenic	7	99345375	99353230	7856	2	ENSMUST00000169437	-7515	ENSMUSG00000070436	ENSMUSG00000070436
chr7	99355990	99357234	7_99355990_99357234	68.2309138572667	-0.103013492357866	0.427522879085385	0.801728648871063	Promoter (2-3kb)	7	99345375	99353230	7856	2	ENSMUST00000169437	-2761	ENSMUSG00000070436	ENSMUSG00000070436
chr5	129887142	129887371	5_129887142_129887371	20.3926775917605	-0.00184858947655377	0.97919265434118	0.995905083776881	Promoter (<=1kb)	5	129881159	129887273	6115	2	ENSMUST00000131645	0	ENSMUSG00000070493	ENSMUSG00000070493
chr2	82052276	82054993	2_82052276_82054993	129.806344386498	-0.150613907418152	0.297690385100812	0.719823613242661	Promoter (<=1kb)	2	82053222	82259879	206658	1	ENSMUST00000047527	0	ENSMUSG00000070866	ENSMUSG00000070866
chr4	104258587	104258840	4_104258587_104258840	10.8351540823671	-0.0055807168130537	0.931776543142143	NA	Intron (ENSMUST00000106827/ENSMUSG00000028519, intron 3 of 9)	4	104328252	104330557	2306	1	ENSMUST00000094945	-69412	ENSMUSG00000070886	ENSMUSG00000070886
chr4	56711673	56711931	4_56711673_56711931	9.15260997301105	-0.0156487135440873	0.795676788600025	NA	Distal Intergenic	4	56740007	56741425	1419	2	ENSMUST00000095080	29494	ENSMUSG00000070980	ENSMUSG00000070980
chr17	23563448	23565149	17_23563448_23565149	87.9810314275639	-0.0969992286336447	0.460507107620707	0.820800665253166	Promoter (<=1kb)	17	23556769	23564226	7458	2	ENSMUST00000095606	0	ENSMUSG00000071256	ENSMUSG00000071256
chr5	20702910	20703166	5_20702910_20703166	13.1007985560582	-0.00563009155419038	0.937210399552555	0.98666913153985	Promoter (<=1kb)	5	20702277	20706049	3773	1	ENSMUST00000101556	634	ENSMUSG00000073174	ENSMUSG00000073174
chr18	53861555	53862775	18_53861555_53862775	61.6598077727623	0.0870821871224184	0.497764550681707	0.839689083979704	Promoter (<=1kb)	18	53862113	53955684	93572	1	ENSMUST00000069597	0	ENSMUSG00000073563	ENSMUSG00000073563
chr10	127262670	127263537	10_127262670_127263537	53.8344755869958	0.0473895887025579	0.693973283318693	0.921833228667953	Promoter (<=1kb)	10	127225696	127263363	37668	2	ENSMUST00000099172	0	ENSMUSG00000074657	ENSMUSG00000074657
chr2	121448109	121449060	2_121448109_121449060	48.8525460349636	0.020372520851736	0.85911410642908	0.966791836062673	Promoter (<=1kb)	2	121449195	121453420	4226	1	ENSMUST00000139253	-135	ENSMUSG00000074884	ENSMUSG00000074884
chr10	80053683	80055004	10_80053683_80055004	120.161287534371	0.188607371152073	0.209960328833445	0.635229084451416	Promoter (<=1kb)	10	80054035	80055107	1073	1	ENSMUST00000145703	0	ENSMUSG00000075706	ENSMUSG00000075706
chr8	96160403	96160764	8_96160403_96160764	14.0553075902975	-0.0614907599661852	0.421791712164094	0.797998908252573	Distal Intergenic	8	96318487	96318618	132	2	ENSMUST00000104084	157854	ENSMUSG00000077272	ENSMUSG00000077272
chr12	59455966	59456388	12_59455966_59456388	9.18842832983789	-0.0416897997296073	0.468554457849849	NA	Distal Intergenic	12	59665654	59665784	131	2	ENSMUST00000104398	209396	ENSMUSG00000077586	ENSMUSG00000077586
chr12	64656547	64656807	12_64656547_64656807	7.06327137615635	-0.0269760698054731	0.634436593757982	NA	Distal Intergenic	12	64736402	64736532	131	1	ENSMUST00000104515	-79595	ENSMUSG00000077703	ENSMUSG00000077703
chr17	6180388	6181185	17_6180388_6181185	32.8514682987384	-0.0519607905822926	0.613156908045905	0.88975299082699	Intron (ENSMUST00000142030/ENSMUSG00000034377, intron 2 of 5)	17	6147419	6147540	122	1	ENSMUST00000104601	32970	ENSMUSG00000077789	ENSMUSG00000077789
chr5	9394084	9394535	5_9394084_9394535	12.3610051227525	-0.0792303327962421	0.279842249440476	NA	Intron (ENSMUST00000155764/ENSMUSG00000056004, intron 2 of 21)	5	9375704	9375779	76	1	ENSMUST00000104703	18381	ENSMUSG00000077896	ENSMUSG00000077896
chr2	25181727	25182149	2_25181727_25182149	15.4906198420915	-0.0155415926431998	0.843922635346477	0.963239040633711	Promoter (<=1kb)	2	25180758	25183330	2573	1	ENSMUST00000104999	970	ENSMUSG00000078202	ENSMUSG00000078202
chr13	97390439	97390736	13_97390439_97390736	14.5090389251946	-0.0336024478565228	0.653996173996256	0.906288505047838	Distal Intergenic	13	97434970	97497007	62038	1	ENSMUST00000109431	-44234	ENSMUSG00000078952	ENSMUSG00000078952
chr2	122531604	122532644	2_122531604_122532644	39.3778022238616	-0.176469516300075	0.162064335379386	0.582516321280715	Distal Intergenic	2	122485917	122488191	2275	1	ENSMUST00000132215	45688	ENSMUSG00000079071	ENSMUSG00000079071
chr16	77601267	77602632	16_77601267_77602632	46.4389254805162	0.0930947592968216	0.430871872695274	0.804234256647071	Promoter (<=1kb)	16	77588578	77602094	13517	2	ENSMUST00000114231	0	ENSMUSG00000079546	ENSMUSG00000079546
chr5	9058861	9059771	5_9058861_9059771	24.2191617301335	-0.0599727301015953	0.521109665251003	0.85304136000802	Distal Intergenic	5	9100737	9118983	18247	1	ENSMUST00000115365	-40966	ENSMUSG00000079659	ENSMUSG00000079659
chr6	36752230	36753023	6_36752230_36753023	24.1098165427553	-0.0594740821427207	0.535023537455832	0.858352866162665	Intron (ENSMUST00000101534/ENSMUSG00000029838, intron 1 of 4)	6	36699397	36699543	147	1	ENSMUST00000116686	52834	ENSMUSG00000080336	ENSMUSG00000080336
chr19	9921839	9923472	19_9921839_9923472	104.997731474488	0.202853187716223	0.183893249843688	0.609663276247442	Distal Intergenic	19	9908158	9908278	121	1	ENSMUST00000117009	13682	ENSMUSG00000080659	ENSMUSG00000080659
chr4	15435633	15435875	4_15435633_15435875	14.220084851575	-0.0424232164134602	0.570187482783031	0.873276570399281	Distal Intergenic	4	15486366	15486790	425	1	ENSMUST00000118712	-50491	ENSMUSG00000080869	ENSMUSG00000080869
chr4	103921446	103921778	4_103921446_103921778	12.9017038424699	-0.0553327957952876	0.404355450354001	0.788646378225163	Intron (ENSMUST00000143294/ENSMUSG00000028519, intron 1 of 3)	4	103939301	103939541	241	2	ENSMUST00000118859	17763	ENSMUSG00000080913	ENSMUSG00000080913
chr4	135850238	135850721	4_135850238_135850721	29.0224231882566	-0.0296829408116511	0.752613301800831	0.937547780088901	Promoter (2-3kb)	4	135853678	135854173	496	1	ENSMUST00000120937	-2957	ENSMUSG00000081672	ENSMUSG00000081672
chr17	5228350	5228787	17_5228350_5228787	11.9004392523963	-0.0112381629948522	0.867762531086573	NA	Intron (ENSMUST00000092723/ENSMUSG00000069729, intron 4 of 18)	17	5110781	5112119	1339	2	ENSMUST00000122283	-116232	ENSMUSG00000081783	ENSMUSG00000081783
chr11	19834905	19835194	11_19834905_19835194	10.9231015036883	-0.0405569788947421	0.556747548463804	NA	Distal Intergenic	11	19783652	19784483	832	1	ENSMUST00000120073	51254	ENSMUSG00000081820	ENSMUSG00000081820
chr7	72503732	72504190	7_72503732_72504190	19.5122947855408	-0.119308732201802	0.190898382722493	0.617860031408367	Distal Intergenic	7	72648757	72649311	555	2	ENSMUST00000119383	145121	ENSMUSG00000081895	ENSMUSG00000081895
chr4	98243217	98243593	4_98243217_98243593	16.3343140888046	0.0352408473710092	0.671497478393085	0.913800908809168	Distal Intergenic	4	98234745	98235290	546	2	ENSMUST00000121092	-7928	ENSMUSG00000082388	ENSMUSG00000082388
chr5	72068325	72069663	5_72068325_72069663	57.5397929786335	-0.150422246407727	0.258891960031172	0.689049712635715	Intron (ENSMUST00000031122/ENSMUSG00000029212, intron 5 of 8)	5	72047205	72047579	375	1	ENSMUST00000118662	21121	ENSMUSG00000082705	ENSMUSG00000082705
chr2	22705058	22705382	2_22705058_22705382	9.78009446921051	-0.0619074885065162	0.287757085796857	NA	Distal Intergenic	2	22713511	22713871	361	1	ENSMUST00000120235	-8129	ENSMUSG00000083453	ENSMUSG00000083453
chr7	40824044	40825439	7_40824044_40825439	48.6789986592915	-0.0505192341499012	0.665293016568132	0.910441740373649	Distal Intergenic	7	40879658	40879738	81	1	ENSMUST00000122524	-54219	ENSMUSG00000084473	ENSMUSG00000084473
chr2	114340903	114341184	2_114340903_114341184	11.3021048022521	-0.0683300275953932	0.33089033248351	NA	Distal Intergenic	2	114270111	114270428	318	1	ENSMUST00000122671	70793	ENSMUSG00000084620	ENSMUSG00000084620
chr1	25371964	25372211	1_25371964_25372211	6.70015060436797	-0.00365117197925103	0.944942938948698	NA	Intron (ENSMUST00000146592/ENSMUSG00000033569, intron 15 of 28)	1	25451071	25451174	104	1	ENSMUST00000122791	-78860	ENSMUSG00000084740	ENSMUSG00000084740
chr3	156526032	156527256	3_156526032_156527256	55.6843978074551	0.123611885986814	0.333916652006985	0.744780920494955	Distal Intergenic	3	156546761	156561582	14822	2	ENSMUST00000148224	34326	ENSMUSG00000085084	ENSMUSG00000085084
chr7	74413926	74414213	7_74413926_74414213	7.55188916567108	-0.0291807832030674	0.586602844392693	NA	Intron (ENSMUST00000098371/ENSMUSG00000025790, intron 2 of 10)	7	74392698	74411233	18536	1	ENSMUST00000132826	21229	ENSMUSG00000085161	ENSMUSG00000085161
chr5	138264144	138264418	5_138264144_138264418	23.1611629166808	0.0699402579676747	0.465213963435793	0.823450462068569	Promoter (<=1kb)	5	138264108	138266229	2122	1	ENSMUST00000144460	37	ENSMUSG00000085227	ENSMUSG00000085227
chr5	138264144	138264418	5_138264144_138264418	23.1611629166808	0.0699402579676747	0.465213963435793	0.823450462068569	Promoter (<=1kb)	5	138264108	138266229	2122	1	ENSMUST00000144460	37	ENSMUSG00000085227	ENSMUSG00000085227
chr1	62349006	62349261	1_62349006_62349261	12.7362158482643	-0.0442737627654737	0.550040318229419	0.864962454335301	Intron (ENSMUST00000075374/ENSMUSG00000052062, intron 18 of 22)	1	62456725	62499261	42537	2	ENSMUST00000147177	150000	ENSMUSG00000085400	ENSMUSG00000085400
chr7	126808520	126809785	7_126808520_126809785	47.4324935890256	0.0138195160561514	0.90339794150165	0.978524245140284	Promoter (<=1kb)	7	126800790	126809108	8319	2	ENSMUST00000153686	0	ENSMUSG00000085583	ENSMUSG00000085583
chr11	109753593	109754992	11_109753593_109754992	57.7863858777845	-0.00371704516126952	0.973304878195539	0.994466973777706	Distal Intergenic	11	109768486	109770599	2114	1	ENSMUST00000144975	-13494	ENSMUSG00000085734	ENSMUSG00000085734
chr2	73659018	73659540	2_73659018_73659540	23.8762151043754	-0.0501549621501883	0.590337327610041	0.881116970056084	Promoter (<=1kb)	2	73658270	73660263	1994	1	ENSMUST00000123613	749	ENSMUSG00000085838	ENSMUSG00000085838
chr2	92771650	92771853	2_92771650_92771853	8.68032530540859	0.0357491988649661	0.553459152523063	NA	Distal Intergenic	2	92742230	92759208	16979	1	ENSMUST00000152230	29421	ENSMUSG00000085976	ENSMUSG00000085976
chr6	147764724	147765797	6_147764724_147765797	33.3728943794733	0.0731719686262671	0.494142559306626	0.838114134959727	Distal Intergenic	6	147709982	147719451	9470	2	ENSMUST00000126447	-45274	ENSMUSG00000086019	ENSMUSG00000086019
chr2	33792152	33792364	2_33792152_33792364	8.15329688259023	0.0121438969650944	0.837837613719291	NA	Intron (ENSMUST00000041555/ENSMUSG00000038740, intron 7 of 9)	2	33805816	33813591	7776	1	ENSMUST00000156297	-13452	ENSMUSG00000086484	ENSMUSG00000086484
chr4	154544711	154544982	4_154544711_154544982	12.6350254017295	-0.079641098960885	0.193616017481278	0.620996804724935	Intron (ENSMUST00000030902/ENSMUSG00000039410, intron 1 of 16)	4	154550282	154557645	7364	1	ENSMUST00000143888	-5300	ENSMUSG00000086565	ENSMUSG00000086565
chr2	46443293	46443680	2_46443293_46443680	15.364182348807	-0.0181092118218577	0.811250540948353	0.954004125875297	Promoter (<=1kb)	2	46419535	46442710	23176	2	ENSMUST00000123911	-584	ENSMUSG00000086644	ENSMUSG00000086644
chr1	64039011	64039297	1_64039011_64039297	9.48710982333405	-0.0164855157622836	0.776616135981114	NA	Intron (ENSMUST00000114086/ENSMUSG00000025959, intron 3 of 3)	1	64078654	64090782	12129	1	ENSMUST00000149820	-39357	ENSMUSG00000086836	ENSMUSG00000086836
chr7	83631160	83631771	7_83631160_83631771	30.1209350310683	-0.0113074538712297	0.898706709191787	0.977653873148413	Promoter (<=1kb)	7	83597048	83631842	34795	2	ENSMUST00000148687	71	ENSMUSG00000087088	ENSMUSG00000087088
chr4	53196176	53197847	4_53196176_53197847	102.619596179694	-0.00110101653212752	0.991643516351305	0.998365239645777	Distal Intergenic	4	53205066	53217561	12496	2	ENSMUST00000146501	19714	ENSMUSG00000087192	ENSMUSG00000087192
