ensmbl	baseMean	log2FoldChange	lfcSE	pvalue	padj	symbol
ENSMUSG00000086015	3,181548659	-0,003002279	0,091836808	0,568921685	NA	RP23-151M22.6
ENSMUSG00000086016	3,550679927	0,006112781	0,09187826	0,439809344	NA	RP23-186O3.2
ENSMUSG00000086021	2,055277133	0,001132878	0,091743885	0,844606217	NA	RP24-249N9.3
ENSMUSG00000086029	2,37254184	0,004491814	0,091891897	0,443599141	NA	Pax6os1
ENSMUSG00000086034	6,200666854	-0,005838443	0,09152702	0,591512471	NA	RP23-436I3.5
ENSMUSG00000086043	3,450704366	-0,002547303	0,091667321	0,728371146	NA	RP23-191F22.7
ENSMUSG00000086049	4,241494951	-0,00067327	0,091605227	0,926976916	NA	RP23-191E3.18
ENSMUSG00000086052	1,662703725	0,002901043	0,091917185	0,414390048	NA	RP23-395P16.2
ENSMUSG00000086058	2,785555991	0,002476782	0,091821337	0,630647584	NA	Unc45bos
ENSMUSG00000086098	7,054927018	-0,005907991	0,091651486	0,550162776	NA	RP23-105M23.5
ENSMUSG00000086122	4,637510103	0,004059267	0,09199907	0,214868568	NA	RP24-151L11.2
ENSMUSG00000086124	2,603700296	0,002610196	0,091688212	0,71610712	NA	RP23-291I12.1
ENSMUSG00000086127	2,716650045	-0,006544411	0,091994297	0,351811015	NA	RP23-369I8.1
ENSMUSG00000086128	8,123062398	-0,032437541	0,099837473	0,01001865	NA	St8sia3os
ENSMUSG00000086150	1,59390227	0,005601715	0,09202735	0,28427349	NA	Bach2os
ENSMUSG00000086152	2,483261476	-0,003274061	0,091785432	0,598275092	NA	RP23-335N12.3
ENSMUSG00000086159	9,277757062	0,011812484	0,092290071	0,313114654	NA	RP23-275J10.1
ENSMUSG00000086162	6,386498509	-0,002199016	0,091734377	0,724999154	NA	RP23-57F11.10
ENSMUSG00000086179	9,830781233	-0,002105497	0,091071751	0,864684788	NA	RP23-140D14.14
ENSMUSG00000086184	4,285245304	0,007571506	0,092024576	0,350506022	NA	RP24-67F19.3
ENSMUSG00000086196	1,655565553	-0,000907596	0,091850468	0,797939553	NA	RP23-10L17.5
ENSMUSG00000086205	3,176247811	0,00381094	0,091756375	0,594341101	NA	RP23-402I8.4
ENSMUSG00000086206	1,706819586	0,003282968	0,091870982	0,506472256	NA	RP23-20F9.6
ENSMUSG00000086211	4,303857585	0,000342351	0,091693915	0,959554808	NA	RP23-397E2.2
ENSMUSG00000086224	5,313966393	0,000728307	0,091694999	0,911747433	NA	RP24-257J5.1
ENSMUSG00000086229	6,092839628	0,012454557	0,092568309	0,235144113	NA	AC110621.1
ENSMUSG00000086231	1,510985096	0,004053115	0,091992713	0,229062235	NA	Rapgef4os3
ENSMUSG00000086233	4,907487653	0,007598144	0,091936471	0,402412211	NA	RP23-403A4.1
ENSMUSG00000086241	1,811840086	0,001634681	0,091820229	0,723150706	NA	RP23-280M4.5
ENSMUSG00000086245	7,852009356	0,005727823	0,091647315	0,561124746	NA	RP23-14F5.9
ENSMUSG00000086247	4,912202804	0,005335317	0,091661686	0,569758537	NA	AC118260.2
ENSMUSG00000086259	1,849773451	-0,002391108	0,09174664	0,700043354	NA	Tmem150cos
ENSMUSG00000086264	1,886906728	0,002186904	0,091781551	0,696247034	NA	AC124550.2
ENSMUSG00000086266	7,307969719	0,006822243	0,091747911	0,493426853	NA	Igf2os
ENSMUSG00000086269	4,868006145	-0,010493505	0,092472983	0,185938927	NA	Tmcc3os
ENSMUSG00000086277	1,715876667	0,004418051	0,091894692	0,443056404	NA	AC120180.2
ENSMUSG00000086279	2,05871792	0,005568384	0,091977567	0,345427999	NA	AC114558.5
ENSMUSG00000086283	2,820286433	0,005140372	0,092026471	0,255216554	NA	RP23-57F11.3
ENSMUSG00000086287	4,919551242	0,006138891	0,091928293	0,403346259	NA	AC145084.1
ENSMUSG00000086289	2,009735446	-0,001200931	0,091740448	0,834538472	NA	RP23-106I21.1
ENSMUSG00000086321	4,09285671	-0,005710797	0,091796044	0,4941639	NA	RP23-17O21.3
ENSMUSG00000086331	2,493201116	0,008589119	0,092364465	0,118552704	NA	RP24-326P8.4
ENSMUSG00000086340	2,346298797	-0,002751488	0,091854524	0,559122778	NA	RP23-32H12.2
ENSMUSG00000086342	5,344570745	0,003699595	0,091596567	0,678492374	NA	RP23-325M14.7
ENSMUSG00000086347	8,167342482	0,004671439	0,091642553	0,606632274	NA	RP23-328K2.4
ENSMUSG00000086349	3,720448295	-0,00340813	0,09177132	0,601531764	NA	RP23-397E13.1
ENSMUSG00000086358	7,471335897	-0,003825517	0,091218498	0,749801018	NA	RP23-97D20.2
ENSMUSG00000086361	2,380078104	-0,006643164	0,092004128	0,34407572	NA	AC116769.1
ENSMUSG00000086373	4,254002321	0,003123582	0,091820543	0,581804298	NA	RP23-169J19.6
ENSMUSG00000086395	4,3667818	0,000599269	0,09168683	0,928370503	NA	RP23-223A11.6
ENSMUSG00000086405	2,3781039	-0,00664063	0,09200367	0,344444765	NA	RP23-100E9.2
ENSMUSG00000086416	6,069351921	0,00453086	0,091675053	0,598197377	NA	RP23-216B20.2
ENSMUSG00000086417	7,447367895	0,007511419	0,091871614	0,433318636	NA	RP23-109A3.6
ENSMUSG00000086425	8,155489536	-0,01053544	0,092277812	0,286914451	NA	RP23-475B13.3
ENSMUSG00000086436	3,177824144	-0,003167413	0,091677036	0,67560769	NA	RP23-393F9.3
ENSMUSG00000086438	2,582720827	0,007153954	0,092079777	0,294385626	NA	Asb17os
ENSMUSG00000086443	4,161465035	0,005989647	0,091973303	0,363449974	NA	RP23-121J14.4
ENSMUSG00000086447	1,567502924	0,000944286	0,091852467	0,789361554	NA	RP23-435G20.2
ENSMUSG00000086454	4,450938496	0,012307355	0,092978207	0,042730334	NA	Platr14
ENSMUSG00000086480	3,347442005	-0,001873452	0,091713579	0,768470646	NA	RP24-114K21.2
ENSMUSG00000086487	9,497480836	0,001520776	0,091296522	0,889131929	NA	RP23-35E7.5
ENSMUSG00000086495	8,032907271	0,003880157	0,091544622	0,684414357	NA	RP23-147D3.10
ENSMUSG00000086503	5312,35127	-0,000154818	0,091874203	NA	NA	Xist
ENSMUSG00000086504	2,069352246	-0,000545394	0,091762789	0,915938919	NA	Kif16bos
ENSMUSG00000086513	2,008191697	-0,000582332	0,091802432	0,896391407	NA	AC121823.7
ENSMUSG00000086526	7,73290493	0,006540726	0,091518144	0,571037934	NA	RP23-349I9.5
ENSMUSG00000086533	3,074475878	-0,001329779	0,091569815	0,868003714	NA	Mypopos
ENSMUSG00000086537	9,5858267	0,014487847	0,092594806	0,28329444	NA	Nespas
ENSMUSG00000086541	4,735282564	8,48E-05	0,091524542	0,993938886	NA	Has2os
ENSMUSG00000086544	8,499820305	-0,018742135	0,094060637	0,100468345	NA	Chn1os3
ENSMUSG00000086556	3,162767286	0,001221452	0,091640266	0,866752707	NA	AC125099.7
ENSMUSG00000086575	2,893900073	-0,007544382	0,092161821	0,236133892	NA	RP23-77H16.5
ENSMUSG00000086582	2,952286329	0,000192764	0,091577367	0,981575381	NA	RP23-366P9.4
ENSMUSG00000086593	2,230388063	0,002651438	0,091745675	0,680435687	NA	RP23-202J6.3
ENSMUSG00000086600	3,616825923	0,009716141	0,092415363	0,174751549	NA	AC120859.3
ENSMUSG00000086602	8,382397123	0,005101594	0,091239761	0,687581509	NA	AC137513.1
ENSMUSG00000086610	4,393181908	0,003817103	0,091745503	0,601768419	NA	AC158782.8
ENSMUSG00000086631	3,996805712	-0,004712247	0,091744364	0,551693296	NA	RP23-324J22.1
ENSMUSG00000086643	3,597990122	-0,008800592	0,092232036	0,246043994	NA	RP24-347A16.2
ENSMUSG00000086655	5,943409691	-0,001340571	0,091693971	0,834687033	NA	RP24-486F14.1
ENSMUSG00000086657	6,722718268	0,008892499	0,092014882	0,371913217	NA	Stamos
ENSMUSG00000086662	8,374350173	-0,007488521	0,091733593	0,48147223	NA	AC122184.3
ENSMUSG00000086665	2,347139688	0,007595634	0,092189217	0,214890497	NA	RP23-169H13.4
ENSMUSG00000086676	9,025110338	0,024393004	0,096123362	0,031704431	NA	RP23-207B22.1
ENSMUSG00000086680	7,873034619	0,006906029	0,091570227	0,547672367	NA	RP23-81D2.6
ENSMUSG00000086682	4,852056584	-0,004789026	0,091604388	0,611559086	NA	RP23-183D11.8
ENSMUSG00000086703	3,101303856	0,000218894	0,09164889	0,976445251	NA	RP23-20A9.1
ENSMUSG00000086709	2,460436138	0,001479956	0,091718744	0,814081494	NA	RP24-318B2.1
ENSMUSG00000086712	4,765460538	0,00403979	0,091552867	0,669772387	NA	RP23-204P1.2
ENSMUSG00000086715	1,692639982	-0,003310391	0,091898428	0,454081082	NA	RP24-79A6.3
ENSMUSG00000086718	3,943526996	0,005555874	0,09199272	0,331909294	NA	AC161600.4
ENSMUSG00000086732	4,844667389	-0,007742286	0,091995069	0,368872469	NA	RP23-192D5.2
ENSMUSG00000086741	5,735846963	-0,001129256	0,091737068	0,843679843	NA	AC126445.2
ENSMUSG00000086742	1,888995568	-0,002608272	0,091895478	0,482376697	NA	AC107822.5
ENSMUSG00000086745	3,486196663	-0,003552642	0,091621021	0,673752179	NA	Tspan2os
ENSMUSG00000086746	2,025113009	0,005224585	0,091980041	0,338461298	NA	RP23-87H19.3
ENSMUSG00000086754	8,565458189	0,011678348	0,092178521	0,342405822	NA	RP23-380B10.6
ENSMUSG00000086763	3,335221845	0,004282443	0,091872119	0,472629656	NA	Plxna4os1
ENSMUSG00000086765	3,527752623	0,002613314	0,091660779	0,726033035	NA	RP23-343F17.1
ENSMUSG00000086774	9,418145677	-0,00411043	0,091360702	0,71003582	NA	RP23-200B23.1
ENSMUSG00000086775	4,831425534	0,010715471	0,092754303	0,028856075	NA	Snhg7os
ENSMUSG00000086777	2,607470872	-0,001063873	0,09169732	0,866765668	NA	Far2os2
ENSMUSG00000086779	3,945327787	-0,011466199	0,092719138	0,110545119	NA	RP23-306D20.5
ENSMUSG00000086796	4,265503861	-0,016071045	0,093640783	0,059514461	NA	RP23-92G13.8
ENSMUSG00000086805	1,657329491	0,001059359	0,091809783	0,8161761	NA	RP24-571B18.2
ENSMUSG00000086810	4,065168346	-0,002592499	0,091799903	0,639099216	NA	RP23-360O1.2
ENSMUSG00000086813	1,786291086	-0,004028282	0,091938982	0,370666642	NA	RP23-374O4.5
ENSMUSG00000086815	7,492694651	-0,0083901	0,092025832	0,357029423	NA	RP24-418J2.2
ENSMUSG00000086820	3,340089592	-0,010127951	0,092425499	0,190005528	NA	RP23-108D12.2
ENSMUSG00000086825	6,881652724	0,010978619	0,09218232	0,332632025	NA	AC111067.4
ENSMUSG00000086827	7,441948017	0,002934475	0,091206418	0,805787596	NA	RP24-293N14.2
ENSMUSG00000086837	2,628595739	0,003190667	0,091838939	0,556098448	NA	RP23-101H1.15
ENSMUSG00000086845	3,242009786	0,009322654	0,092383859	0,164530516	NA	RP23-246F18.5
ENSMUSG00000086881	2,31171982	2,96E-06	0,091800052	0,99867988	NA	RP23-346G8.1
ENSMUSG00000086882	1,553506038	0,00067418	0,09176423	0,899888188	NA	RP23-463M17.3
ENSMUSG00000086894	7,437112704	0,011906228	0,092349851	0,296034406	NA	AC139636.2
ENSMUSG00000086900	6,096833679	0,013296558	0,092870391	0,161341669	NA	Kcnab3os
ENSMUSG00000086902	7,496967543	-0,013709137	0,092987751	0,136577541	NA	RP23-41E14.2
ENSMUSG00000086904	2,592514111	-0,007903888	0,092317458	0,094468126	NA	RP23-241O13.1
ENSMUSG00000086905	3,646126224	0,002364772	0,091786857	0,674030971	NA	RP23-89M14.3
ENSMUSG00000086913	2,081621335	-0,002669939	0,091800602	0,630517833	NA	RP23-328F20.2
ENSMUSG00000086916	2,109172998	-0,003374375	0,091859771	0,518231513	NA	AC120413.2
ENSMUSG00000086917	3,352172305	0,002634421	0,091725553	0,696777661	NA	RP23-386E10.10
ENSMUSG00000086918	2,479696551	-0,002713556	0,091811106	0,616236174	NA	RP23-469I15.2
ENSMUSG00000086920	2,115122516	-0,008974148	0,092514667	0,01465249	NA	RP23-223A11.4
ENSMUSG00000086925	3,553969251	-0,000818731	0,091604475	0,911316257	NA	AC119212.1
ENSMUSG00000086926	3,227606707	-0,005398408	0,091819156	0,485849286	NA	AC125348.1
ENSMUSG00000086930	2,120006955	0,002797152	0,091902285	0,461949017	NA	Frs3os
ENSMUSG00000086942	2,207393633	0,007109324	0,092124521	0,249472309	NA	AC122232.2
ENSMUSG00000086949	1,998014734	-0,003690103	0,091801848	0,562075359	NA	RP23-422H14.1
ENSMUSG00000086976	1,622599811	-0,001756459	0,091864876	0,636046504	NA	RP23-122P1.7
ENSMUSG00000086980	3,09735636	0,001476149	0,09159157	0,852531761	NA	RP23-197C2.1
ENSMUSG00000086991	2,750767463	-0,008647899	0,092237217	0,233099327	NA	AC110730.2
ENSMUSG00000086997	2,334079055	0,000411941	0,091650832	0,953809971	NA	RP23-63D8.4
ENSMUSG00000087014	2,882333887	0,002045255	0,091652377	0,781823971	NA	RP23-427I15.3
ENSMUSG00000087017	5,580288809	0,005364305	0,091728949	0,542178282	NA	RP23-70E1.1
ENSMUSG00000087018	5,645536245	-0,006921584	0,091953725	0,389148278	NA	RP23-37B7.2
ENSMUSG00000087020	7,87816225	-0,0067443	0,091449231	0,579664617	NA	AC112984.2
ENSMUSG00000087024	7,333892233	-0,012400943	0,092454523	0,271639439	NA	RP23-26D22.9
ENSMUSG00000087028	7,171805529	-0,001335875	0,091221586	0,903952075	NA	RP23-132N23.1
ENSMUSG00000087029	5,042618044	-0,005854038	0,091621869	0,562136559	NA	RP24-87G15.2
ENSMUSG00000087034	7,745147333	-0,008733073	0,092040039	0,356874067	NA	Cbfa2t2-ps1
ENSMUSG00000087035	3,470934004	0,003791528	0,091796079	0,565289395	NA	Tmem74bos
ENSMUSG00000087040	2,216445827	0,00193523	0,091828048	0,673827467	NA	RP23-256M16.1
ENSMUSG00000087055	3,286222458	-0,006783038	0,092089696	0,269320519	NA	RP23-17N7.3
ENSMUSG00000087059	4,453990869	0,000223518	0,091546913	0,980052682	NA	RP23-78H4.3
ENSMUSG00000087064	4,283906295	0,003118521	0,091657816	0,69112415	NA	Sap30bpos
ENSMUSG00000087067	2,377994151	0,005396563	0,091955418	0,37426405	NA	RP23-428N4.2
ENSMUSG00000087079	6,499922579	0,009139763	0,091881417	0,419630262	NA	RP23-245A10.1
ENSMUSG00000087083	1,467417613	0,004010597	0,091935716	0,379564957	NA	RP23-480O11.2
ENSMUSG00000087098	2,528501194	-0,000529228	0,091706534	0,929885658	NA	RP24-323B22.1
ENSMUSG00000087117	2,681655151	0,001194546	0,091879989	0,681836698	NA	RP23-353J21.5
ENSMUSG00000087119	2,237328978	-0,002576522	0,091851023	0,577439347	NA	Atg4a-ps
ENSMUSG00000087125	5,176404167	-0,000437564	0,091469198	0,959140841	NA	RP23-86F17.1
ENSMUSG00000087127	4,268817074	-0,010153681	0,092364803	0,229855848	NA	RP23-324J22.4
ENSMUSG00000087132	7,134516487	0,015985956	0,093697706	0,040971538	NA	AC124347.2
ENSMUSG00000087135	3,508642716	-0,0037076	0,091632834	0,65870736	NA	RP24-374N16.5
ENSMUSG00000087151	3,445434773	0,00332211	0,091677494	0,66922722	NA	RP23-24M22.8
ENSMUSG00000087163	1,711622315	0,001867847	0,091776591	0,735894449	NA	RP24-492D11.5
ENSMUSG00000087168	4,203310026	0,007889365	0,092011792	0,36285523	NA	RP23-162H6.5
ENSMUSG00000087176	2,7540026	0,000536708	0,091665761	0,937810091	NA	RP23-463K8.7
ENSMUSG00000087179	7,119838496	0,003125333	0,09143694	0,755908852	NA	RP24-482A24.3
ENSMUSG00000087185	2,800769153	-0,006589309	0,092009772	0,339817925	NA	RP24-115D19.2
ENSMUSG00000087190	4,453140522	0,005512951	0,091664726	0,562561302	NA	RP23-280L21.3
ENSMUSG00000087192	1,674031676	0,004826495	0,091989734	0,303682883	NA	RP23-425H11.1
ENSMUSG00000087193	2,393466164	-0,002630063	0,091897029	0,478404336	NA	RP23-27I6.2
ENSMUSG00000087196	3,111088596	-2,29E-05	0,091714576	0,99496899	NA	RP23-466D3.1
ENSMUSG00000087203	2,587072213	-0,004508729	0,091954681	0,358362561	NA	RP23-75E19.1
ENSMUSG00000087204	2,015251642	0,00775429	0,092303295	0,082788613	NA	RP23-373I18.3
ENSMUSG00000087207	8,395772244	-0,004110996	0,091212342	0,735498712	NA	RP23-360J20.5
ENSMUSG00000087211	7,976557969	0,002850553	0,091505319	0,760221775	NA	Lhx1os
ENSMUSG00000087216	7,794331532	-0,006609129	0,091834933	0,455153033	NA	RP23-398F7.6
ENSMUSG00000087222	2,149394834	0,000153765	0,091787014	0,976336648	NA	RP23-374O4.3
ENSMUSG00000087253	6,642180801	-9,69E-05	0,091423522	0,989403063	NA	RP23-218C5.2
ENSMUSG00000087266	2,416521042	-0,003257421	0,091823266	0,566005316	NA	AC125262.1
ENSMUSG00000087268	1,966383115	-0,003408343	0,091828652	0,553446074	NA	RP23-100E9.3
ENSMUSG00000087286	5,958426855	-0,007415899	0,09171774	0,488429611	NA	RP23-51A12.1
ENSMUSG00000087292	5,207748426	-0,018358261	0,094204802	0,050927848	NA	RP24-132L16.6
ENSMUSG00000087293	1,625391928	-0,001065917	0,091767722	0,839368763	NA	RP23-397H18.2
ENSMUSG00000087295	1,504715784	0,001576357	0,091896089	0,56036038	NA	RP23-185A18.12
ENSMUSG00000087298	8,277723323	0,009384171	0,091728154	0,461619682	NA	AC090123.2
ENSMUSG00000087303	1,654208498	0,008088391	0,092319182	0,098956948	NA	Lipo2
ENSMUSG00000087306	2,86970238	-0,001154331	0,091794096	0,810476228	NA	RP23-396K15.2
ENSMUSG00000087307	4,866963086	0,002364895	0,091489126	0,798876487	NA	RP23-247I20.1
ENSMUSG00000087327	2,058234144	-0,000219849	0,091724434	0,96892611	NA	RP24-297C1.9
ENSMUSG00000087334	3,379247108	-0,00174398	0,091759153	0,757035398	NA	RP23-97B15.2
ENSMUSG00000087341	7,362343145	0,008398382	0,091755067	0,464207316	NA	RP23-131B11.3
ENSMUSG00000087347	9,16942217	0,01368428	0,092539472	0,280621204	NA	RP23-386K17.3
ENSMUSG00000087351	3,131848938	-0,005905181	0,091959157	0,374950017	NA	RP23-108D12.7
ENSMUSG00000087354	1,670883357	-0,001884109	0,091829297	0,677920489	NA	RP24-104I20.5
ENSMUSG00000087360	2,781306526	0,006818926	0,09199074	0,361470922	NA	RP23-274I9.2
ENSMUSG00000087361	4,587800076	-0,003748814	0,091781225	0,573709551	NA	RP23-301M3.1
ENSMUSG00000087362	5,417146062	0,004518285	0,091552027	0,646054821	NA	RP23-268P6.1
ENSMUSG00000087365	2,658998905	0,007880301	0,092294564	0,120299177	NA	RP23-173F3.4
ENSMUSG00000087367	8,967757906	-0,004090301	0,091232957	0,734007014	NA	AC149086.3
ENSMUSG00000087373	3,57191943	0,004377311	0,091708241	0,590876408	NA	RP23-199A2.7
ENSMUSG00000087374	2,7133139	6,91E-05	0,091684707	0,993056784	NA	AC119189.3
ENSMUSG00000087383	2,035298517	-0,010081647	0,092618059	0,040844653	NA	RP23-423O7.4
ENSMUSG00000087394	5,770635117	0,007295078	0,091694771	0,501843975	NA	RP23-113P22.5
ENSMUSG00000087397	7,434129429	-7,30E-05	0,091654507	0,988753564	NA	Rapgef3os2
ENSMUSG00000087400	6,207461612	0,003429502	0,091441998	0,736311356	NA	RP23-234P12.1
ENSMUSG00000087405	2,934518868	0,001461683	0,091742705	0,804831029	NA	RP23-32L15.5
ENSMUSG00000087433	9,124868443	0,009382886	0,091722664	0,462541492	NA	RP23-419G21.6
ENSMUSG00000087444	2,882667112	-0,002696496	0,091675938	0,711596385	NA	AC139571.2
ENSMUSG00000087455	3,142262853	0,007872692	0,092155194	0,264444737	NA	RP23-151F21.1
ENSMUSG00000087473	4,169037708	-0,006660907	0,091795089	0,474975156	NA	RP24-297H17.4
ENSMUSG00000087502	2,022028575	0,005927224	0,092084142	0,216181604	NA	AC158898.4
ENSMUSG00000087508	3,92239285	0,001900263	0,091665663	0,79184776	NA	RP23-188D9.4
ENSMUSG00000087532	2,704220949	0,002814004	0,091774825	0,646776859	NA	AC135079.4
ENSMUSG00000087540	1,848141974	-0,00273668	0,091760078	0,660676235	NA	RP23-168C6.2
ENSMUSG00000087541	8,708947493	-0,005375801	0,091385387	0,644697531	NA	Hopxos
ENSMUSG00000087553	4,312927604	0,006402859	0,091925776	0,40442063	NA	RP23-1A3.6
ENSMUSG00000087563	1,634449008	-0,001262737	0,091732598	0,831018206	NA	RP23-392P11.6
ENSMUSG00000087565	7,424166214	0,012640789	0,092774951	0,160701507	NA	RP23-174O19.2
ENSMUSG00000087569	5,497636777	-0,011510265	0,092433525	0,253537733	NA	RP23-342I1.3
ENSMUSG00000087571	5,188811932	0,000643387	0,09151506	0,942205682	NA	RP23-364H13.5
ENSMUSG00000087578	8,249998594	0,005444682	0,091518884	0,61172876	NA	Ccdc142os
ENSMUSG00000087586	6,067359892	-0,002996754	0,091590539	0,721412018	NA	RP23-171J18.2
ENSMUSG00000087601	5,84164886	-0,004463969	0,091503681	0,659047741	NA	Uchl1os
ENSMUSG00000087622	2,363370811	0,010121668	0,092622314	0,044584077	NA	RP23-50H23.1
ENSMUSG00000087623	2,349081679	-0,011823798	0,092859131	0,061004374	NA	RP23-100C7.6
ENSMUSG00000087627	1,91458994	0,003428408	0,091779215	0,598397031	NA	RP23-480H2.1
ENSMUSG00000087636	9,658834098	-0,027927615	0,097685199	0,014262824	NA	RP24-79L6.1
ENSMUSG00000087637	4,272952175	-0,000664813	0,091497178	0,937558959	NA	RP23-20C9.3
ENSMUSG00000087652	4,5540257	0,019726887	0,094723381	0,024688447	NA	RP23-279B13.1
ENSMUSG00000087658	1,689865689	0,003985023	0,09188074	0,469204923	NA	Hotairm1
ENSMUSG00000087660	8,084777762	-0,003745816	0,091394317	0,724754622	NA	AC087062.5
ENSMUSG00000087670	1,610681771	0,002835421	0,091913302	0,427366299	NA	RP23-99G18.2
ENSMUSG00000087684	2,148302278	0,00836159	0,092426693	0,02326664	NA	RP24-151H6.5
ENSMUSG00000087700	2,976579011	0,000426834	0,091675596	0,950542058	NA	RP24-103K4.2
ENSMUSG00000087830	1,681914641	-0,001886108	0,091825751	0,681799963	NA	Gm22820
ENSMUSG00000087881	9,490872678	-0,019671462	0,094176038	0,120187651	NA	Gm22442
ENSMUSG00000087943	1,983035041	-0,003887726	0,091805759	0,549500442	NA	Gm24245
ENSMUSG00000087963	1,673848957	-0,001467536	0,091728895	0,807734683	NA	Gm25394
ENSMUSG00000087968	1,791093815	-0,006386772	0,092135876	0,176897169	NA	Gm25395
ENSMUSG00000088008	6,706569075	0,002713759	0,091244236	0,81417342	NA	Gm25492
ENSMUSG00000088108	1,780652398	0,004885873	0,092048609	0,166783641	NA	Snora47
ENSMUSG00000088119	5,144417258	-0,005416118	0,091707986	0,54517563	NA	Gm24060
ENSMUSG00000088151	3,405111732	-0,007403493	0,092089315	0,295913454	NA	Gm26347
ENSMUSG00000088185	8,644638821	0,005591101	0,091442197	0,626336683	NA	Scarna2
ENSMUSG00000088453	1,546729105	0,003354064	0,091823421	0,562204641	NA	Gm25706
ENSMUSG00000088651	2,683199615	-0,011613543	0,092896916	0,019910469	NA	Gm24853
ENSMUSG00000088689	1,95073182	0,003967104	0,091917945	0,413784869	NA	Scarna17
ENSMUSG00000088769	1,677454639	-0,001072519	0,091731813	0,854447866	NA	Gm22637
ENSMUSG00000088789	4,072909394	2,92E-05	0,091453896	0,99957206	NA	Scarna13
ENSMUSG00000088793	5,395110595	0,017098171	0,09383419	0,069276684	NA	Gm22540
ENSMUSG00000088819	5,707322532	0,002049005	0,091491799	0,824169682	NA	Gm22388
ENSMUSG00000088856	5,200487913	0,000135069	0,091480176	0,989795731	NA	Gm24727
ENSMUSG00000088901	1,901287785	0,001369263	0,091833959	0,743042789	NA	Mir1943
ENSMUSG00000088984	4,488441512	-0,005487555	0,091724204	0,535838314	NA	Gm25604
ENSMUSG00000088990	2,148412027	0,001955892	0,091701838	0,769096293	NA	Gm22767
ENSMUSG00000089026	1,720679396	0,002041896	0,091771807	0,72040427	NA	Gm25014
ENSMUSG00000089097	2,979645772	-0,011004028	0,092706827	0,075948273	NA	Gm25658
ENSMUSG00000089146	2,345275233	-0,003285516	0,091791246	0,595126332	NA	Gm25266
ENSMUSG00000089214	2,933011528	-0,00222775	0,091633203	0,769663299	NA	Mir1931
ENSMUSG00000089255	3,089660309	-0,0055538	0,091902768	0,421871697	NA	Snora78
ENSMUSG00000089281	1,678103309	0,000936172	0,091760155	0,862938533	NA	Scarna6
ENSMUSG00000089296	2,169698352	0,000461278	0,09172777	0,938814927	NA	Gm23205
ENSMUSG00000089389	2,286563164	-0,001863823	0,091759595	0,743632019	NA	Gm24682
ENSMUSG00000089396	8,683334804	-0,003129663	0,091079194	0,805167002	NA	Gm23027
ENSMUSG00000089525	3,888613049	-0,001690202	0,091652103	0,811164982	NA	Gm23833
ENSMUSG00000089542	2,314603489	0,005667919	0,091954161	0,378205227	NA	Gm25835
ENSMUSG00000089628	4,319143445	0,004076646	0,091687767	0,618178311	NA	AC134411.3
ENSMUSG00000089640	2,841178323	0,005156616	0,091889561	0,43818024	NA	AL592433.1
ENSMUSG00000089646	1,676906261	0,003390433	0,091848146	0,529726788	NA	AC171271.1
ENSMUSG00000089648	1,75316045	-0,003779861	0,091839152	0,520333823	NA	AC170749.1
ENSMUSG00000089661	5,362021849	-0,004837644	0,091589646	0,614144578	NA	Mia
ENSMUSG00000089663	3,900106805	-0,004498451	0,091709226	0,582827841	NA	RP23-71E4.2
ENSMUSG00000089664	2,313607206	0,0004684	0,091708165	0,940537409	NA	RP23-214E3.4
ENSMUSG00000089669	3,990884012	-0,003359028	0,091672971	0,663476123	NA	Tnfsf13
ENSMUSG00000089670	1,695262856	-0,00352763	0,091821402	0,551900781	NA	RP23-16N14.1
ENSMUSG00000089671	7,974861006	-0,004796334	0,091522533	0,636985715	NA	RP24-258K6.2
ENSMUSG00000089695	3,724232346	-0,001641391	0,091634955	0,821674723	NA	RP23-351C7.5
ENSMUSG00000089698	6,794417313	-0,000473224	0,091398884	0,958944294	NA	RP24-149O16.2
ENSMUSG00000089708	7,809800111	6,69E-05	0,091281356	0,997049817	NA	AC109200.2
ENSMUSG00000089714	3,020183054	-0,001781093	0,091619961	0,813368961	NA	AC147806.6
ENSMUSG00000089726	5,142959264	-0,006323884	0,091809799	0,473824135	NA	Mir17hg
ENSMUSG00000089745	1,948290752	0,004899	0,092054565	0,152981042	NA	AC114005.2
ENSMUSG00000089775	3,461304657	-0,001806326	0,091667025	0,795148459	NA	RP23-160A1.2
ENSMUSG00000089780	4,950136707	8,11E-05	0,091581729	0,993848792	NA	AC188461.2
ENSMUSG00000089785	3,321637591	-0,003183602	0,09181101	0,583795589	NA	Slc25a5-ps
ENSMUSG00000089789	2,374640181	0,001485794	0,091676867	0,828974239	NA	Rdh1
ENSMUSG00000089798	6,318898494	-0,011656211	0,092364004	0,279800818	NA	AC134411.2
ENSMUSG00000089803	2,956271145	-0,003928859	0,091775679	0,571206227	NA	AC074310.4
ENSMUSG00000089808	6,168623516	0,005583899	0,091623011	0,575520079	NA	AC160545.4
ENSMUSG00000089815	6,718226053	-0,004402346	0,091624721	0,621808241	NA	RP23-469C2.1
ENSMUSG00000089817	2,970688984	-0,006667935	0,092004029	0,342693514	NA	RP23-432O2.3
ENSMUSG00000089829	2,747811364	-0,003810358	0,091826103	0,536098831	NA	RP23-132G24.1
ENSMUSG00000089854	6,28037671	-0,019025484	0,094438664	0,038662084	NA	AC130827.4
