# GimmeMotifs version 0.16.1
# Input: /home/ia1014/gimmemotifs/output/shared_denovo/generated_background.gc.fa
# Motifs: /home/ia1014/gimmemotifs/output/shared_denovo/combined.pfm
# Scoring: GC frequency normalized z-score
	GimmeMotifs_1	GimmeMotifs_2	GimmeMotifs_3	GimmeMotifs_4	GimmeMotifs_5	GimmeMotifs_6	GimmeMotifs_7	GimmeMotifs_8	GimmeMotifs_9	GimmeMotifs_10	GimmeMotifs_11	GimmeMotifs_12	GimmeMotifs_13	GimmeMotifs_14	GimmeMotifs_15	GimmeMotifs_16	GimmeMotifs_17	GimmeMotifs_18	GimmeMotifs_19
chr17:43173200-43173400	-0.401094	0.796101	0.579909	0.214049	-1.367735	0.250824	0.923694	-0.505432	-0.362218	0.868413	-0.263832	-1.649877	0.684742	-1.085881	-1.039237	0.629195	-0.211862	0.095777	-0.803151
chr11:95012800-95013000	-0.118212	1.378367	-0.515292	0.092804	0.303986	0.183101	0.294232	0.080985	0.190502	-0.603250	-0.130302	-0.528152	0.604612	1.110851	-1.125270	-0.962867	0.104412	-0.161621	-0.172829
chr11:24412700-24412900	-1.649709	-0.496427	0.827624	2.589937	-0.118594	0.929778	0.499665	0.596950	-0.057316	0.014291	1.723515	-0.789179	0.604612	1.110851	-0.769411	0.911813	-0.863411	1.399372	-1.252608
chr2:131687900-131688100	-0.080140	1.171589	2.167530	-1.518723	-0.794161	0.820385	0.309434	-1.459931	-0.803181	1.455579	-0.462568	1.781580	0.407999	1.141314	-0.920087	-0.919391	-0.868960	-0.328583	-1.763938
chr16:30946600-30946800	0.295710	0.744691	1.922825	0.095035	-0.772889	1.427073	0.137221	0.244638	0.464468	-0.064273	-0.541115	2.085447	0.684894	0.139044	-0.985632	0.629195	-0.518937	1.360761	0.761927
chr9:117615200-117615400	0.088872	-0.028165	0.579909	1.166719	-0.633495	-0.026821	0.172082	2.207190	0.332697	-0.780464	-0.486428	-1.049886	1.088908	0.012485	1.919583	0.911813	-1.062172	-0.552096	-0.817788
chr1:39139100-39139300	-1.472570	-0.490183	0.827624	0.755441	-1.046773	1.044068	-1.144665	0.521399	-2.965774	-0.072924	-0.263832	-1.218803	-0.411200	-0.959322	-0.690377	0.911813	-0.262004	-1.003248	-0.567607
chr1:48124300-48124500	0.365888	1.921799	-0.515292	-0.512300	1.390566	0.974191	-0.514291	-0.797095	0.921986	1.635969	-0.309803	0.190825	0.684894	0.012485	0.728043	-2.194231	-0.977163	-0.622352	0.452683
chr5:10897400-10897600	0.205648	-0.042823	-0.515292	0.803104	-0.828942	0.902005	1.345409	-1.157429	0.058405	-0.064273	-0.541115	0.817428	0.120316	-0.959322	-0.886291	-0.680248	0.022847	-0.196530	-0.447870
chr6:113620200-113620400	-1.518428	0.570090	-0.515292	0.552494	-1.324240	0.620548	-1.296917	-0.681017	1.855759	-1.231321	-0.263832	-0.478128	0.765023	2.209217	-0.703344	-0.602169	-1.014386	-0.561026	0.915752
chr19:59044000-59044200	0.035587	-0.651378	-0.515292	-0.837894	-0.968218	1.269464	0.156977	-0.792970	-1.960912	-0.666609	1.326891	0.329978	-0.250789	0.139044	0.800363	0.911813	0.162613	0.387124	-1.136892
chr17:24330400-24330600	-0.181438	-0.272150	-1.701508	0.253910	0.302088	0.902005	2.224584	-0.631434	0.058405	2.045113	-0.506559	-0.331744	0.604612	1.110851	-1.627083	2.503875	0.022847	-0.079842	0.184421
chr18:53371000-53371200	2.394814	0.366854	0.579909	0.532877	-0.546120	-0.819343	-0.834659	-0.291965	0.102772	0.313959	1.230253	-0.482854	0.153225	1.110851	0.022753	0.629195	-0.620676	0.370150	-0.741261
chr11:113450000-113450200	-1.500801	-2.034662	-0.763008	0.410484	-1.051841	-1.017995	0.333748	-1.002028	0.043225	-0.316630	-2.539876	-1.908578	0.604612	0.012485	0.150360	-0.680248	-1.592374	1.028763	-0.027013
chr18:78520300-78520500	2.000341	-1.565587	-1.701508	-1.547689	-0.201599	1.072669	0.377314	1.303453	-3.313220	-1.589628	-0.409921	-0.427029	0.604612	-1.085881	-0.569346	-0.602169	0.971322	-0.354215	-0.145040
chr8:6610800-6611000	-1.428112	0.210290	0.827624	1.326688	-0.599686	-0.210074	-0.257265	0.025486	0.219954	-0.265266	-0.806545	1.075137	0.684742	0.012485	-1.020423	0.911813	0.168237	-0.813831	-0.184251
chr1:138962700-138962900	-0.422881	-0.619188	-0.293488	-1.073116	1.267806	-0.796038	-0.518517	-0.941316	0.710367	-0.325282	-0.903183	-2.397841	-0.411200	-1.085881	0.105379	-0.602169	-1.293561	-0.015982	-0.667472
chr14:25668200-25668400	-0.868713	0.397107	-0.515292	0.504617	2.593103	-0.486172	-1.490258	0.091077	-0.597561	0.100947	-0.360469	-0.363738	0.604612	0.139044	0.336243	0.911813	-0.244597	1.146567	2.704193
chr14:105073400-105073600	-0.890895	0.285754	-0.763008	-0.898511	-0.660016	0.593118	-0.885271	-1.865485	-0.549190	0.654138	-0.063055	-0.097070	0.684742	1.110851	-0.382659	0.629195	-1.681368	-1.253826	-1.960156
chr6:121369700-121369900	-0.048463	1.278513	0.827624	2.252098	-0.057417	0.221156	1.002722	1.995457	-0.608737	-1.304006	-0.263832	0.389316	-0.411200	0.139044	0.040801	2.503875	1.258995	0.647868	0.806687
chr15:89389000-89389200	1.660027	-0.345268	2.079526	-1.319118	-0.408090	-1.433125	0.093916	-0.724416	1.000346	-0.753265	-0.063055	0.779185	0.684894	-2.057688	-0.750154	-0.602169	-1.301819	0.452503	-1.529033
chr10:20079500-20079700	-0.358501	-0.616566	-0.358591	-0.031144	-1.558847	-0.439290	0.062068	-1.969618	-1.036476	-1.386282	1.723515	-0.907262	0.604612	0.012485	0.090737	0.629195	1.542998	-1.648063	0.049861
chr15:46756900-46757100	0.314881	-0.113948	-0.450189	-0.537086	-1.293867	1.426312	0.457283	0.984191	0.450387	1.635969	-2.263738	-0.821339	0.684894	-1.085881	2.404698	-0.602169	1.022087	-1.396260	-1.339388
chr7:90166100-90166300	0.414543	0.854551	-0.450189	0.364316	-0.243535	-1.108628	-1.527710	-0.151983	-1.492431	0.344871	-0.660456	-0.702832	1.088908	-0.959322	0.777060	0.911813	-0.180927	-1.346355	-0.165800
chr6:53727800-53728000	2.382889	-0.872588	0.827624	0.382262	-0.840652	-1.843309	0.167620	-1.133635	-0.680717	-0.265266	1.326891	1.022748	0.684742	0.139044	1.244376	-0.680248	-0.353598	0.168210	0.786712
chr8:94939300-94939500	1.946704	-0.421483	0.827624	-0.100451	1.222083	-0.831674	-1.195448	2.218283	1.684872	-2.178740	-0.526926	0.117755	-0.815214	-0.959322	0.824469	-0.602169	0.711788	-1.437534	0.106305
chr18:24681700-24681900	0.421427	0.407795	0.827624	-0.455335	0.403332	-0.541280	0.285622	-0.433427	0.921986	-0.484683	1.349594	-1.527774	0.684742	1.110851	0.477166	0.911813	0.514937	0.336059	0.129752
chr3:68472000-68472200	1.593226	0.996708	0.827624	1.112925	1.046420	0.584912	-0.495440	0.291780	0.921986	0.344871	-0.360469	0.497758	0.604612	-0.959322	0.080873	0.911813	-0.060310	0.397289	0.803833
chr12:17446500-17446700	-1.422349	1.345453	-1.701508	1.163567	1.237636	1.407506	-0.820201	0.839969	0.134036	-0.012908	-0.506559	-1.040910	-0.815214	-0.959322	-0.611610	0.911813	0.473346	-1.387489	1.238927
chr19:50113500-50113700	0.139479	0.897962	-0.548052	-1.074299	-0.079849	0.195243	-0.082786	0.848027	0.386794	-0.799394	-0.183938	1.223612	0.313686	0.197044	-0.670925	-0.919391	-0.470784	1.032226	3.487020
chr5:44274200-44274400	1.302249	1.499483	0.827624	-1.096423	-0.408617	-0.296988	-0.065505	0.678099	1.017731	-0.893826	1.099059	1.801484	-1.970870	1.110851	-0.980915	-0.680248	0.537827	-1.147964	1.271845
chr1:47029200-47029400	-0.955605	0.290633	-0.450189	-0.840689	0.908721	-1.252918	-0.998850	0.110237	1.036545	-0.961662	-0.360469	-0.538828	-0.331071	-1.085881	1.629111	-0.962867	-0.635956	-0.151456	-1.616272
chr6:80325000-80325200	2.197100	1.454590	2.170540	1.614883	0.150654	1.072669	0.227007	-1.559059	1.000346	0.313959	-0.063055	-0.318273	-0.735085	-0.959322	-0.170257	0.911813	0.022847	0.361379	-0.732250
chr7:91854900-91855100	-0.192476	-1.101854	0.827624	0.063123	0.260825	0.250824	0.128882	-0.825584	-0.693193	-0.780464	-0.537635	-0.662404	0.153225	1.110851	0.638099	-0.962867	0.775429	-0.837258	1.792693
chr10:46300200-46300400	-1.758452	-1.176591	-0.450189	-0.782256	0.540156	0.449884	-0.095968	-0.942312	1.188618	-0.453597	-0.260351	1.738141	-1.970870	-0.959322	2.335644	-0.962867	0.458613	-0.145221	-0.611900
chr1:33831700-33831900	0.697689	0.413911	0.579909	0.922999	1.418625	1.072669	1.002722	-0.309816	-0.168353	-0.967540	-0.506559	1.291007	-0.735085	0.012485	-0.493164	2.503875	1.095118	-0.186365	0.803582
chrY:31048300-31048500	0.498165	0.266226	1.922825	-0.872466	0.391294	0.155133	0.977027	1.077538	-0.302672	1.383611	-0.637753	-0.114368	0.684742	-1.085881	-0.592249	-0.602169	-0.282178	0.922240	1.061863
chr6:49725300-49725500	0.180682	-0.978204	-0.358591	1.280764	-0.174199	-0.021973	-0.147391	-0.626049	-0.584972	1.185112	-0.806545	-0.290346	1.088908	0.139044	0.224476	2.221256	-0.038445	-1.266916	-0.167192
chr5:117400300-117400500	-1.716948	0.486318	-0.293488	-2.332055	-0.777340	0.988006	0.934266	0.345231	0.404922	-0.967540	1.626877	-0.551502	0.684894	1.110851	-0.759429	-0.962867	-1.048572	1.677796	0.078597
chr1:120882000-120882200	1.890443	0.296100	0.827624	-0.926847	-0.870771	0.113029	0.306331	-0.447574	0.237460	1.635969	-0.263832	-0.090489	0.684894	0.139044	-0.691891	-0.962867	-0.451305	1.135286	-0.067250
chr13:68585200-68585400	-0.188695	-1.094957	0.827624	-0.023116	-1.767007	0.821846	1.095985	0.305189	-0.264098	0.654138	1.472980	1.173929	1.088908	3.307583	-0.588837	-0.680248	-0.301145	-1.095777	-0.358742
chr11:54040200-54040400	0.619950	-0.623216	-1.747406	0.474992	-0.691291	-1.076849	1.263266	-0.900276	1.692941	-0.879790	0.047347	-1.401056	-1.448606	0.074071	0.426372	0.593821	-0.268234	-1.193812	-1.090817
chr9:13433500-13433700	-0.164536	0.024702	1.922825	-0.242002	-0.835243	0.239475	0.015406	-1.223756	0.286247	0.417556	-0.373029	-1.037932	0.684894	2.209217	0.571414	-0.680248	-0.672100	-0.440509	-1.720664
chrX:74755900-74756100	0.168586	-0.609852	-0.358591	1.713639	-0.757210	0.129267	-0.720166	-0.504124	-0.984436	0.868413	1.230253	-0.654636	-0.331071	0.012485	-0.707886	0.629195	0.576079	-0.503401	-0.505217
chr14:7967400-7967600	-0.752170	-0.104643	0.579909	0.231876	-0.168903	-1.152742	0.855658	-0.406798	-0.302672	1.277557	-0.360469	-1.058681	0.684894	-1.085881	0.751983	-0.962867	-1.186053	0.609674	-0.614036
chr11:107986100-107986300	0.262443	0.448256	0.579909	0.282773	0.192318	-1.412234	-1.350915	-0.337932	-0.597561	-1.046103	-0.340338	0.638670	-2.191054	1.237410	1.379632	-0.680248	-0.806703	-0.090007	-1.356016
chr1:31866900-31867100	-1.506739	0.646573	-1.858209	0.204941	-0.292737	-0.503167	0.026213	-0.337932	-0.644936	0.868413	-2.490846	-1.324058	0.765023	0.139044	0.681273	2.503875	-0.710196	-0.127078	0.728291
chr8:119168200-119168400	0.041669	-0.719719	2.170540	-0.983264	0.531760	-0.845080	-0.770665	0.254214	0.958185	-1.231321	-0.406440	-0.729798	0.120316	0.139044	1.136027	0.629195	0.418372	0.411283	-1.230932
chr2:6077000-6077200	-0.384574	-0.836971	-0.515292	-0.138797	0.944245	-0.276250	2.831075	-0.444259	-0.157208	-1.344683	1.446231	0.695589	0.604612	-0.959322	1.761441	0.629195	0.373950	-1.421579	-2.311300
chr5:92467500-92467700	-0.206696	-1.132603	-0.515292	-0.427327	-1.591406	-0.764130	-0.607440	-1.096585	0.368896	-0.799521	-0.263832	-0.395312	-0.815366	-1.085881	0.620573	-0.680248	-1.090391	-0.526117	-0.596055
chrY:60135200-60135400	1.290414	-1.307903	-0.450189	0.635881	0.110257	0.503095	-0.555843	-1.234995	0.940800	-0.463765	1.446231	-0.344247	-0.895496	-0.959322	0.368074	2.503875	2.556147	1.952169	0.741694
chr16:23050000-23050200	1.299117	1.509562	0.827624	1.056473	-1.402661	-0.518688	-0.720259	0.021695	0.376945	-0.585595	1.472980	0.666940	-0.330918	2.209217	-1.245509	-0.602169	0.089715	0.922240	1.082113
chr14:99476100-99476300	-1.490308	-0.139950	0.827624	1.335279	-0.090383	-0.012519	0.568961	-1.420121	0.953389	-1.290027	-0.276391	0.152332	-2.535296	0.012485	-1.091407	2.503875	0.688038	-1.147964	-0.070949
chr3:139257100-139257300	2.461864	1.296954	0.827624	0.361921	-0.215121	1.427073	0.009802	-0.433957	0.769913	0.868413	1.099059	0.827178	-1.970870	0.012485	0.803568	0.629195	-0.869642	0.095777	-0.530185
chr6:34324400-34324600	-0.523942	-0.134788	0.559280	-0.293306	-1.082533	1.003837	1.544140	1.484757	0.528715	1.455579	-0.310508	0.187884	0.976760	0.074071	1.477585	-0.997429	1.079509	1.408713	0.843927
chr14:49774700-49774900	-0.199654	0.442276	0.559280	-0.015510	0.246868	2.181895	-0.802448	-1.171325	-0.111774	1.560825	1.232985	-0.491688	0.407999	1.141314	-0.921366	-0.997429	3.182070	-1.131593	-0.105118
chr2:94079800-94080000	-1.460301	1.680123	-0.450189	-1.992665	-0.313347	0.649524	-1.642493	-0.753627	0.190502	-1.252239	-0.459679	0.401335	0.073096	0.012485	0.296087	-0.602169	0.678631	-1.360349	3.268998
chrX:159007200-159007400	-0.542634	1.415948	0.892727	1.467361	1.448456	-0.339067	0.026699	-0.219377	1.188618	0.313959	-0.360469	-1.037673	1.169037	0.012485	-1.433275	-0.602169	-0.062072	-1.733475	0.739380
chr12:68355400-68355600	1.553657	-0.882898	-0.450189	-0.504533	-0.149564	-0.026821	-1.203899	0.035913	1.915306	-0.780464	-0.373029	-1.915138	0.684742	-1.085881	0.158572	-0.602169	-1.750116	-0.632640	-1.284377
chr16:79827500-79827700	0.339941	-0.729054	-0.293488	1.635462	-1.236190	0.388043	1.181289	-0.374925	-0.984436	1.185112	-0.063055	0.932477	0.073096	0.139044	-0.326931	-0.602169	3.170157	0.240861	-0.505217
chr13:52784500-52784700	0.038668	-1.786117	-0.515292	-0.067905	-0.309163	-0.886420	-0.222983	0.244638	0.268724	-1.231321	-0.360469	-0.965496	-0.411200	-0.959322	-0.179293	0.911813	-0.431126	-0.182536	0.395959
chrX:91397700-91397900	0.150057	-0.687539	2.170540	-1.267424	-1.071750	-1.192585	2.353514	-1.085248	0.236952	0.396235	-0.409921	0.088274	1.088908	0.012485	-1.127817	0.989892	-1.073063	-0.924240	-1.823669
chr15:37976500-37976700	-0.021277	-0.883785	-0.358591	1.362313	0.779036	0.358756	-0.303103	0.247214	0.237460	-1.267002	1.326891	-0.681078	0.684742	0.012485	-0.962490	0.629195	0.589754	1.628898	0.687895
chr3:8123400-8123600	-1.662108	0.309337	-0.450189	0.355053	2.078445	-0.485824	-1.047567	-0.371134	0.170235	0.344871	1.723515	2.432424	0.073096	1.110851	0.433968	0.629195	0.646791	-0.597078	-0.543541
chr13:69315600-69315800	-1.773471	1.274256	-0.515292	-1.477512	0.044309	0.673277	1.414809	-1.019843	1.855759	-1.312658	-0.409921	0.372949	-2.191054	0.012485	-1.768801	-0.602169	-0.584340	1.028763	-2.993499
chr9:90216500-90216700	-1.672702	-0.217806	-0.763008	0.400081	0.577947	-0.806061	-0.318691	2.075844	1.152419	-1.547930	-0.506559	0.811120	-2.191054	2.209217	0.353847	0.911813	-0.442268	0.442582	0.219236
chr3:79979100-79979300	-1.513574	0.960502	0.809739	-2.188186	0.009700	1.302369	3.586669	0.371332	0.259927	1.811259	1.135878	1.175176	0.976760	-0.993173	-1.053601	-0.997429	1.542386	0.961441	1.726367
chr8:118098600-118098800	-0.140644	1.130657	1.922825	-0.163078	-0.061263	0.211507	0.006509	-0.404175	1.855759	1.383611	1.049607	-1.975293	0.684742	1.237410	1.516118	-0.680248	0.190995	-0.251744	-1.121682
chrY:52914300-52914500	0.017051	0.015011	0.827624	0.743817	0.959486	-0.870869	0.360492	4.858452	-0.451983	1.383611	-0.180245	1.483320	0.604612	1.110851	-0.876768	0.911813	-0.237256	-0.837258	1.995474
chr12:46709300-46709500	1.498908	-0.717475	0.559280	0.220344	1.129579	0.350328	0.818229	0.952827	0.358698	0.201944	-0.133026	-0.892064	0.313686	0.074071	-0.573228	-0.997429	-0.453522	0.229216	-0.504126
chr13:24782500-24782700	0.201376	-1.080905	0.579909	0.293427	-0.822179	0.699202	-1.460325	-0.895659	-1.055303	-0.072924	1.723515	1.240468	0.684742	0.012485	0.909986	0.629195	1.156293	1.137128	-0.726694
chr7:78562300-78562500	-1.360646	1.405831	-0.450189	0.422512	-0.184717	1.044068	0.500014	1.149852	0.710367	-0.072924	-0.769653	0.166650	0.073096	-1.085881	-0.548304	0.911813	-0.839923	1.028763	0.987852
chr4:125068000-125068200	-1.756222	0.227246	-0.763008	-1.579302	0.307765	-0.112932	1.523035	0.859691	-1.000450	0.396235	-0.373029	2.067256	-0.331071	0.012485	-0.953860	-0.680248	-1.321673	0.655262	2.741577
chr7:113690700-113690900	2.324820	0.813101	-0.515292	0.687218	-0.809443	0.726975	-0.886420	-0.317166	1.017731	0.868413	1.446231	0.540967	1.088908	0.139044	0.228145	-0.680248	-0.234992	-0.620400	0.188010
chr4:105937600-105937800	0.479086	0.822531	0.827624	-0.599330	0.109465	1.506471	-0.996299	0.702340	0.450387	0.060479	-0.180245	-0.273600	0.604612	0.139044	-0.010619	-0.680248	-0.708986	0.088007	0.085516
chr13:11980200-11980400	-0.266420	-0.472759	-0.358591	0.349046	-1.137387	-1.913985	-0.628616	1.081110	-2.002819	-0.880884	-0.373029	-0.517986	0.604612	-1.085881	-0.310614	0.911813	-0.893664	-0.010746	1.000273
chr6:142111300-142111500	-0.621475	-0.315675	-0.606307	-0.877511	2.492872	-0.284969	-0.860616	1.370311	0.237460	0.396235	-0.757093	0.763378	0.684742	-0.959322	1.065785	-0.680248	0.010893	-1.466750	1.117077
chr10:24717900-24718100	-0.667603	-0.301799	0.579909	-0.811139	0.164070	-2.169444	-0.316770	-0.280564	-1.650593	-0.484683	-0.063055	0.748195	0.073096	1.110851	0.740483	0.629195	0.154982	0.017298	0.492987
chr10:95103800-95104000	-0.177849	0.646746	-0.515292	-1.338947	-0.450904	1.139700	1.167886	-0.185554	1.088077	-0.780464	-0.163714	-0.780979	0.073096	-0.959322	-0.445105	-0.602169	0.442376	-1.373439	-1.094428
chr16:90218300-90218500	-1.540199	-0.075746	-0.515292	-1.304515	-0.216047	-1.456781	-1.413663	-0.280564	0.921986	-1.264751	-0.276391	1.966016	1.088908	1.110851	-1.283705	-0.602169	-0.167775	-0.676188	-0.757133
chr18:45277500-45277700	-0.337922	1.159828	-0.450189	0.990623	0.850561	-0.112932	-0.066324	0.754539	-0.398278	-0.780464	1.869604	0.870482	-0.815214	0.139044	-0.577878	-0.680248	-0.214567	2.679879	-0.152204
chr1:62624300-62624500	0.286464	0.730979	-0.450189	0.965574	0.148554	0.185673	-0.491809	1.585428	1.684872	1.185112	-0.360469	-0.334619	-0.815366	0.012485	-0.920453	-0.680248	0.384404	1.124999	-0.647483
chr2:10387100-10387300	-0.359659	-0.780512	-0.548052	0.980653	0.470213	1.459936	0.373386	1.588237	-0.029811	-0.180728	-0.310508	-0.920712	-0.255253	-0.870200	0.691676	2.185072	1.019444	0.302891	2.222613
chr5:24804500-24804700	-0.256908	-0.655647	-0.763008	-0.556568	0.005524	0.615700	-0.324242	0.029563	0.921986	1.635969	1.869604	-1.359313	0.684894	0.012485	0.188701	-0.680248	-1.872034	0.850626	2.629537
chr11:109728500-109728700	1.452250	-0.039641	2.170540	0.144824	-1.089730	-1.174267	0.688486	1.427505	1.589127	-0.515129	1.495683	0.286849	0.765023	1.110851	1.424635	-0.962867	0.481261	-0.526117	-2.023959
chr12:69766900-69767100	-0.329096	0.997773	-0.450189	0.390555	0.734713	0.579647	-0.306909	-2.006668	-0.613532	-0.666609	-0.623564	-0.247624	1.088908	0.012485	1.727597	-0.602169	2.894998	-0.010746	-0.287484
chr14:118511600-118511800	0.374013	0.002785	0.892727	-0.252087	-0.765532	-0.261944	-1.677218	0.830393	-1.706714	-0.325282	-0.263832	-1.150154	-0.330918	1.110851	-0.291742	-2.194231	-0.124152	-0.053256	-0.125919
chr5:121157600-121157800	2.430694	-0.490490	0.892727	2.716117	-0.064733	0.209426	-0.317867	2.260454	0.769913	-0.463765	1.099059	-0.402167	0.073096	0.139044	0.091613	0.911813	-0.460837	0.334043	0.446684
chr16:76222100-76222300	-0.034586	1.420033	-0.450189	0.076552	0.321187	0.593118	1.649346	-0.306590	1.188618	2.045113	1.349594	0.710471	-0.330918	0.012485	1.309253	-0.962867	0.301559	1.616566	1.491456
chr14:84774200-84774400	1.767636	-0.595577	2.170540	-0.211816	-0.720242	0.979455	0.377995	-0.324480	-0.262219	1.635969	0.952970	-0.646367	1.169037	0.012485	-1.358282	-0.602169	0.945090	-0.845924	1.091550
chr5:65228100-65228300	-0.164994	1.169617	-0.548052	-0.150760	-0.935890	1.508783	-0.150927	-0.866885	1.091042	0.123979	-0.609367	1.553624	-0.785532	1.264288	0.576675	-0.919391	2.112143	-0.923511	-1.308358
chrY:65775600-65775800	1.701745	0.949188	-0.358591	0.447548	1.088373	0.250824	-0.324242	2.371635	-1.182113	-0.194106	1.495683	-0.269090	1.169037	-0.959322	0.333661	-0.680248	-0.576100	-0.115753	-0.646233
chr9:102144900-102145100	0.098099	-0.399506	0.579909	-1.427234	-0.544010	-0.236399	1.524621	-1.292279	-0.362218	0.344871	-1.034377	-0.586622	-0.411200	-1.085881	-1.932676	-0.680248	0.065616	-0.782711	-1.121183
chr14:58689400-58689600	-0.685852	0.065897	3.265741	-1.120954	-0.814715	-1.824701	-0.914833	0.173989	-2.034223	-0.371321	-0.360469	-0.812881	-2.455014	0.139044	1.381826	0.629195	-0.212016	-0.596927	1.498230
chr14:120405900-120406100	0.420911	1.043925	0.579909	0.591324	1.016446	-1.138627	-0.388784	0.342755	1.589127	-0.928127	1.495683	0.622825	1.088908	2.209217	0.658531	0.629195	-1.191431	0.016394	0.655520
chr11:108260300-108260500	1.393999	-0.144565	0.559280	1.404767	0.055248	0.050938	0.400036	-0.115786	0.077742	-0.126455	-0.196559	-0.834975	-1.829099	-0.993173	-0.318443	0.593821	-0.701357	0.242153	-0.198548
chr17:68397700-68397900	-0.083103	0.438847	0.827624	-0.952872	1.760532	0.350919	0.045484	1.361334	0.413144	1.383611	-0.309803	2.458289	1.169037	1.110851	2.571417	-0.602169	-0.566341	0.135468	-0.188557
chr4:80307600-80307800	0.002955	0.082192	-0.293488	-1.436358	1.281890	-1.899042	1.380104	1.037642	-1.177179	0.203281	-2.313681	0.889583	0.153225	0.139044	-2.213329	0.911813	-0.416001	0.153402	-0.099288
chr12:119207000-119207200	-0.024759	-0.690840	0.827624	-0.076432	0.535225	-1.305295	-0.171533	0.883844	1.017731	1.063282	-0.226940	-0.726178	0.604612	0.012485	-0.817653	-0.602169	-0.503470	0.661862	-0.673206
chrX:148597800-148598000	0.268402	-0.238190	1.049428	1.089277	2.070305	1.016295	0.213179	-0.709794	0.332697	0.014291	1.626877	1.280792	0.153225	-1.085881	-0.175808	-0.680248	0.558442	0.734646	-0.093656
chr12:12514900-12515100	-0.016720	1.265354	0.579909	-1.074567	0.020118	1.440127	0.299634	-0.335840	1.152419	-0.072924	-0.409921	-1.158731	-0.815214	0.139044	-1.359262	-0.962867	-1.848487	-0.561026	1.687850
chr14:58586400-58586600	-0.593736	-0.079029	0.892727	0.457649	0.072171	-0.131420	0.055825	0.721974	-0.298245	-0.072924	-0.340338	-1.414293	-2.051000	0.139044	0.015489	-0.680248	-0.772932	-0.396878	1.418639
chr9:88299800-88300000	1.757229	1.257191	-0.515292	1.295690	3.092999	-2.070796	-0.514291	-0.521191	0.921986	-0.515129	-0.683724	-0.802287	1.088908	1.110851	0.728043	-0.602169	-0.750048	0.652337	-0.726689
chr16:22096800-22097000	0.634211	-0.857274	-0.515292	-1.428592	0.210041	-0.522664	1.590614	0.579981	-0.298418	0.344871	-0.360469	0.297316	-0.735085	2.209217	-0.190783	-0.680248	-0.467394	0.061687	1.062770
chr14:41055600-41055800	-0.343818	-0.198527	-0.515292	-0.420700	-1.110861	1.426312	0.991261	1.041474	-0.464572	1.635969	-0.660456	-1.606954	0.684742	-0.959322	-0.157179	-0.680248	0.159221	-0.038698	2.011170
chr7:16319800-16320000	-0.271536	-0.576155	-0.515292	0.386303	0.361050	-0.411278	-1.127378	-0.309816	0.237460	-1.290027	-0.360469	-0.636372	0.604612	0.139044	-1.420609	-0.680248	-0.709261	-0.902542	1.554889
chr11:29997400-29997600	-1.153774	-2.348412	0.892727	0.066830	-0.580089	-1.269152	-1.912160	-1.307912	1.589127	-0.515129	-0.506559	-0.452227	1.169037	-2.057688	-0.959253	-0.680248	-0.481710	-0.396878	-0.769750
chr15:66866400-66866600	0.348917	0.386816	-0.450189	1.280468	1.081269	1.407506	1.002722	-0.655894	-0.608737	-0.012908	-2.263738	1.069681	-0.735085	-1.085881	0.089047	2.503875	1.258995	-1.396260	0.803173
chrX:81333700-81333900	1.726769	0.063079	0.984325	0.316899	-0.702853	-0.599931	0.556856	0.658940	0.074490	-0.928127	1.446231	-1.206881	0.120316	0.012485	-1.181684	-0.680248	0.055995	-0.229028	0.681450
chr3:75639600-75639800	-0.010189	0.941871	-0.763008	2.176567	-0.259775	-0.891411	-0.289777	-0.826793	-0.199756	-0.453597	-0.687205	0.301799	-0.815214	-0.959322	0.563740	2.503875	-0.003751	-1.431169	-0.712577
chr1:69989100-69989300	-0.157716	0.782526	-0.515292	1.015256	-0.024024	1.253991	0.035778	1.146061	-0.168353	-0.515129	1.472980	-0.993239	-0.411200	0.012485	1.676520	-0.680248	0.815730	1.505895	-0.583106
chr14:56558300-56558500	-0.732709	-0.587473	1.922825	0.823387	-0.822112	-0.913460	-1.327217	-0.000944	0.281199	1.063282	-0.263832	-1.184319	-0.331071	0.012485	-1.078798	2.221256	-0.206842	0.052097	-0.680025
chr10:127404100-127404300	0.284100	-0.869649	0.579909	-0.752779	0.027436	0.803040	-0.473205	-0.200429	-0.262219	-0.831829	1.495683	0.584540	0.604612	0.012485	1.420050	-0.680248	-0.980259	1.571273	3.006078
chr10:67611300-67611500	-0.546126	-0.156454	-0.358591	-0.548579	0.440851	1.421809	-1.419858	0.123604	-1.034777	0.654138	-0.063055	1.210008	0.073096	-0.959322	0.075385	0.989892	0.423248	-1.091307	1.710595
chr19:32076600-32076800	0.089936	1.563093	-0.450189	2.907153	-0.553513	-0.518688	-0.166912	-0.225107	-0.908026	-0.928127	1.326891	1.981325	-2.351435	-1.085881	-0.341886	2.503875	0.179541	-0.229028	-0.371853
chr14:50551600-50551800	0.238606	-0.704271	0.736610	-0.812155	0.334425	-1.727174	0.373153	0.997892	-1.627380	-0.484683	-0.360469	-1.071800	-0.411200	-0.959322	-0.860309	-0.680248	1.590032	0.077843	0.659571
chr6:119639200-119639400	0.471764	0.443402	-1.701508	0.110527	-0.967925	-1.200228	1.410488	-0.644801	1.017731	-1.370806	0.952970	1.695241	0.684742	-0.959322	-0.963210	-0.962867	1.060662	0.071974	0.765859
