Chrom:Start-End	annotation
chr6:54278023-54278224	Promoter (<=1kb)
chr2:103210084-103210285	Promoter (<=1kb)
chr3:107895798-107895999	Promoter (<=1kb)
chr18:38993835-38994036	Promoter (<=1kb)
chr15:37428299-37428500	Promoter (<=1kb)
chr15:37432527-37432728	Promoter (<=1kb)
chr7:97696307-97696508	Promoter (<=1kb)
chr2:29395798-29395999	Promoter (<=1kb)
chr6:84107298-84107499	Promoter (<=1kb)
chr2:129564867-129565068	Promoter (<=1kb)
chr2:122704563-122704764	Promoter (<=1kb)
chr2:92059278-92059479	Promoter (<=1kb)
chr18:49755880-49756081	Promoter (<=1kb)
chr1:56970982-56971183	Promoter (<=1kb)
chrX:134686314-134686515	Promoter (<=1kb)
chr2:161332014-161332215	Promoter (<=1kb)
chr9:112234301-112234502	Promoter (<=1kb)
chr9:112256133-112256334	Promoter (<=1kb)
chr4:32251968-32252169	Promoter (<=1kb)
chr4:32250723-32250924	Promoter (<=1kb)
chr5:123310550-123310751	Promoter (<=1kb)
chr2:6883350-6883551	Promoter (<=1kb)
chr1:176933481-176933682	Promoter (<=1kb)
chr2:14764040-14764241	Promoter (<=1kb)
chr19:59457584-59457785	Promoter (<=1kb)
chr19:59458423-59458624	Promoter (<=1kb)
chr13:23313557-23313758	Promoter (<=1kb)
chr4:5550709-5550910	Promoter (<=1kb)
chr3:19227691-19227892	Promoter (<=1kb)
chr11:96874086-96874287	Promoter (<=1kb)
chr11:62550431-62550632	Promoter (<=1kb)
chr2:6193707-6193908	Promoter (<=1kb)
chr4:94476716-94476917	Promoter (<=1kb)
chr7:44986960-44987161	Promoter (<=1kb)
chr11:109797223-109797424	Promoter (<=1kb)
chr16:46009382-46009583	Promoter (<=1kb)
chr16:46010961-46011162	Promoter (<=1kb)
chr13:78200410-78200611	Promoter (<=1kb)
chr13:78201766-78201967	Promoter (<=1kb)
chr13:78202619-78202820	Promoter (<=1kb)
chr2:152654504-152654705	Promoter (<=1kb)
chr10:127676627-127676828	Promoter (<=1kb)
chr11:57801315-57801516	Promoter (<=1kb)
chrX:105070176-105070377	Promoter (<=1kb)
chr2:73386672-73386873	Promoter (<=1kb)
chr10:39731087-39731288	Promoter (<=1kb)
chr10:39731744-39731945	Promoter (<=1kb)
chr2:18693977-18694178	Promoter (<=1kb)
chr11:107793952-107794153	Promoter (<=1kb)
chr2:102745769-102745970	Promoter (<=1kb)
chr4:53217563-53217764	Promoter (<=1kb)
chr4:53218779-53218980	Promoter (<=1kb)
chr4:107801637-107801838	Promoter (<=1kb)
chr6:145387440-145387641	Promoter (<=1kb)
chr6:145388362-145388563	Promoter (<=1kb)
chr6:145390149-145390350	Promoter (<=1kb)
chr1:64690683-64690884	Promoter (<=1kb)
chr11:102034990-102035191	Promoter (<=1kb)
chr15:4024933-4025134	Promoter (<=1kb)
chr15:4027367-4027568	Promoter (<=1kb)
chr2:106523063-106523264	Promoter (<=1kb)
chr4:117496123-117496324	Promoter (<=1kb)
chr6:67036511-67036712	Promoter (<=1kb)
chr11:68195956-68196157	Promoter (<=1kb)
chr1:6359184-6359385	Promoter (<=1kb)
chr5:140208869-140209070	Promoter (<=1kb)
chr11:59810020-59810221	Promoter (<=1kb)
chrX:7376910-7377111	Promoter (<=1kb)
chr11:113201737-113201938	Promoter (<=1kb)
chr3:107278822-107279023	Promoter (<=1kb)
chr5:67846390-67846591	Promoter (<=1kb)
chr2:30676860-30677061	Promoter (<=1kb)
chr13:31618446-31618647	Promoter (<=1kb)
chr2:103372689-103372890	Promoter (<=1kb)
chr7:4470301-4470502	Promoter (<=1kb)
chr7:46820997-46821198	Promoter (<=1kb)
chr6:8510727-8510928	Promoter (<=1kb)
chr4:123665899-123666100	Promoter (<=1kb)
chr4:123667523-123667724	Promoter (<=1kb)
chr6:31103249-31103450	Promoter (<=1kb)
chr6:92015993-92016194	Promoter (<=1kb)
chr2:156378875-156379076	Promoter (<=1kb)
chr15:89075198-89075399	Promoter (<=1kb)
chr13:54930333-54930534	Promoter (<=1kb)
chr4:134450191-134450392	Promoter (<=1kb)
chr4:85514339-85514540	Promoter (<=1kb)
chr4:85514942-85515143	Promoter (<=1kb)
chr6:34150823-34151024	Promoter (<=1kb)
chr4:101354573-101354774	Promoter (<=1kb)
chr4:95053146-95053347	Promoter (<=1kb)
chr13:41605316-41605517	Promoter (<=1kb)
chr7:27508703-27508904	Promoter (<=1kb)
chr6:31220226-31220427	Promoter (<=1kb)
chr6:31221106-31221307	Promoter (<=1kb)
chr4:46342353-46342554	Promoter (<=1kb)
chr4:46342852-46343053	Promoter (<=1kb)
chr4:119539361-119539562	Promoter (<=1kb)
chr5:122048217-122048418	Promoter (<=1kb)
chrX:75764438-75764639	Promoter (<=1kb)
chrX:152326476-152326677	Promoter (<=1kb)
chr11:119219858-119220059	Promoter (<=1kb)
chr8:70316053-70316254	Promoter (<=1kb)
chr4:82507991-82508192	Promoter (<=1kb)
chr2:151541513-151541714	Promoter (<=1kb)
chr2:151542256-151542457	Promoter (<=1kb)
chr3:51277666-51277867	Promoter (<=1kb)
chr15:100421290-100421491	Promoter (<=1kb)
chr2:34107059-34107260	Promoter (<=1kb)
chr4:127544561-127544762	Promoter (<=1kb)
chr14:119098531-119098732	Promoter (<=1kb)
chr10:82178421-82178622	Promoter (<=1kb)
chr5:144255988-144256189	Promoter (<=1kb)
chr2:6257224-6257425	Promoter (<=1kb)
chr5:36877173-36877374	Promoter (<=1kb)
chr11:64079496-64079697	Promoter (<=1kb)
chr4:47208414-47208615	Promoter (<=1kb)
chr11:33204086-33204287	Promoter (<=1kb)
chr8:72160652-72160853	Promoter (<=1kb)
chr4:127810984-127811185	Promoter (<=1kb)
chr15:5185631-5185832	Promoter (<=1kb)
chrX:136104296-136104497	Promoter (<=1kb)
chr16:18416329-18416530	Promoter (<=1kb)
chr16:14317143-14317344	Promoter (<=1kb)
chr11:88718883-88719084	Promoter (<=1kb)
chr19:36658644-36658845	Promoter (<=1kb)
chr18:33794825-33795026	Promoter (<=1kb)
chr4:83383264-83383465	Promoter (<=1kb)
chr7:24208010-24208211	Promoter (<=1kb)
chr3:96576729-96576930	Promoter (<=1kb)
chr2:146839490-146839691	Promoter (<=1kb)
chr2:167782294-167782495	Promoter (<=1kb)
chr11:95032609-95032810	Promoter (<=1kb)
chr11:7289486-7289687	Promoter (<=1kb)
chr4:139911371-139911572	Promoter (<=1kb)
chr2:168154482-168154683	Promoter (<=1kb)
chr10:83722783-83722984	Promoter (<=1kb)
chr2:7396168-7396369	Promoter (<=1kb)
chr7:132597213-132597414	Promoter (<=1kb)
chr6:52159449-52159650	Promoter (<=1kb)
chr6:54151628-54151829	Promoter (<=1kb)
chr2:19344872-19345073	Promoter (<=1kb)
chr2:26139878-26140079	Promoter (<=1kb)
chr2:26140492-26140693	Promoter (<=1kb)
chr2:167834408-167834609	Promoter (<=1kb)
chr11:99386555-99386756	Promoter (<=1kb)
chr2:121296307-121296508	Promoter (<=1kb)
chr8:118726025-118726226	Promoter (<=1kb)
chr5:20263861-20264062	Promoter (<=1kb)
chr8:50563171-50563372	Promoter (<=1kb)
chr6:33088771-33088972	Promoter (<=1kb)
chr7:124492038-124492239	Promoter (<=1kb)
chr19:36385740-36385941	Promoter (<=1kb)
chr9:54537141-54537342	Promoter (<=1kb)
chr6:35243717-35243918	Promoter (<=1kb)
chr10:86098443-86098644	Promoter (<=1kb)
chr18:10756881-10757082	Promoter (<=1kb)
chr9:113403987-113404188	Promoter (<=1kb)
chr3:92949265-92949466	Promoter (<=1kb)
chr1:165498990-165499191	Promoter (<=1kb)
chr6:100495206-100495407	Promoter (<=1kb)
chr3:53511097-53511298	Promoter (<=1kb)
chr18:28310519-28310720	Promoter (<=1kb)
chr15:91617492-91617693	Promoter (<=1kb)
chr6:12178123-12178324	Promoter (<=1kb)
chr6:12178398-12178599	Promoter (<=1kb)
chr16:23046190-23046391	Promoter (<=1kb)
chrX:129304065-129304266	Promoter (<=1kb)
chr11:87319411-87319612	Promoter (<=1kb)
chr15:48927558-48927759	Promoter (<=1kb)
chr2:116923696-116923897	Promoter (<=1kb)
chr9:35144565-35144766	Promoter (<=1kb)
chr18:35553668-35553869	Promoter (<=1kb)
chr15:33589920-33590121	Promoter (<=1kb)
chr15:33590727-33590928	Promoter (<=1kb)
chr10:106056624-106056825	Promoter (<=1kb)
chr9:60041041-60041242	Promoter (<=1kb)
chr10:28955189-28955390	Promoter (<=1kb)
chr5:91983576-91983777	Promoter (<=1kb)
chr5:8242047-8242248	Promoter (<=1kb)
chr5:8242703-8242904	Promoter (<=1kb)
chr14:118774618-118774819	Promoter (<=1kb)
chr5:103658711-103658912	Promoter (<=1kb)
chr18:30476236-30476437	Promoter (<=1kb)
chr5:34396234-34396435	Promoter (<=1kb)
chr7:135566023-135566224	Promoter (<=1kb)
chr18:83355337-83355538	Promoter (<=1kb)
chr13:21896050-21896251	Promoter (<=1kb)
chr13:21896926-21897127	Promoter (<=1kb)
chr13:21897556-21897757	Promoter (<=1kb)
chr5:29709896-29710097	Promoter (<=1kb)
chr3:108554688-108554889	Promoter (<=1kb)
chr11:21197231-21197432	Promoter (<=1kb)
chr11:54829848-54830049	Promoter (<=1kb)
chr16:84817740-84817941	Promoter (<=1kb)
chr11:40693441-40693642	Promoter (<=1kb)
chr7:122445724-122445925	Promoter (<=1kb)
chr4:149865511-149865712	Promoter (<=1kb)
chr3:115391242-115391443	Promoter (<=1kb)
chr2:29930621-29930822	Promoter (<=1kb)
chr5:23675006-23675207	Promoter (<=1kb)
chr1:118681051-118681252	Promoter (<=1kb)
chr2:68483300-68483501	Promoter (<=1kb)
chr3:138526284-138526485	Promoter (<=1kb)
chr3:138526830-138527031	Promoter (<=1kb)
chr10:128377824-128378025	Promoter (<=1kb)
chr8:63109753-63109954	Promoter (<=1kb)
chr11:54458174-54458375	Promoter (<=1kb)
chr14:21262717-21262918	Promoter (<=1kb)
chr10:21588271-21588472	Promoter (<=1kb)
chr10:21589087-21589288	Promoter (<=1kb)
chr5:150552350-150552551	Promoter (<=1kb)
chr14:32023041-32023242	Promoter (<=1kb)
chr14:32024017-32024218	Promoter (<=1kb)
chr1:151261664-151261865	Promoter (<=1kb)
chr2:171306167-171306368	Promoter (<=1kb)
chr19:47710518-47710719	Promoter (<=1kb)
chr16:11254423-11254624	Promoter (<=1kb)
chr10:109091027-109091228	Promoter (<=1kb)
chr17:94764877-94765078	Promoter (<=1kb)
chr10:30673436-30673637	Promoter (<=1kb)
chr1:165786313-165786514	Promoter (<=1kb)
chr8:46107091-46107292	Promoter (<=1kb)
chr3:53843972-53844173	Promoter (<=1kb)
chr1:73762691-73762892	Promoter (<=1kb)
chr1:154080473-154080674	Promoter (<=1kb)
chr11:119746265-119746466	Promoter (<=1kb)
chr11:119745321-119745522	Promoter (<=1kb)
chr14:29010237-29010438	Promoter (<=1kb)
chr6:99485149-99485350	Promoter (<=1kb)
chrX:162692535-162692736	Promoter (<=1kb)
chr14:66591896-66592097	Promoter (<=1kb)
chr14:45462385-45462586	Promoter (<=1kb)
chr5:92429646-92429847	Promoter (<=1kb)
chr5:92430474-92430675	Promoter (<=1kb)
chr16:30889299-30889500	Promoter (<=1kb)
chr12:105031084-105031285	Promoter (<=1kb)
chr17:88343370-88343571	Promoter (<=1kb)
chr11:89086322-89086523	Promoter (<=1kb)
chr15:11966220-11966421	Promoter (<=1kb)
chr2:49907314-49907515	Promoter (<=1kb)
chr9:29262951-29263152	Promoter (<=1kb)
chrX:56749365-56749566	Promoter (<=1kb)
chr5:92117973-92118174	Promoter (<=1kb)
chr14:102805226-102805427	Promoter (<=1kb)
chr14:102806472-102806673	Promoter (<=1kb)
chr2:138820551-138820752	Promoter (<=1kb)
chr16:31747179-31747380	Promoter (<=1kb)
chr2:75686859-75687060	Promoter (<=1kb)
chr10:11960581-11960782	Promoter (<=1kb)
chr13:41902419-41902620	Promoter (<=1kb)
chr12:35000438-35000639	Promoter (<=1kb)
chr10:27451118-27451319	Promoter (<=1kb)
chr6:124741115-124741316	Promoter (<=1kb)
chr13:64296220-64296421	Promoter (<=1kb)
chr18:58231688-58231889	Promoter (<=1kb)
chr17:71506310-71506511	Promoter (<=1kb)
chr16:33140674-33140875	Promoter (<=1kb)
chrX:167901560-167901761	Promoter (<=1kb)
chr12:33000525-33000726	Promoter (<=1kb)
chr1:37974518-37974719	Promoter (<=1kb)
chr10:94947730-94947931	Promoter (<=1kb)
chr1:97936194-97936395	Promoter (<=1kb)
chr1:160294989-160295190	Promoter (<=1kb)
chr10:93162109-93162310	Promoter (<=1kb)
chr17:30310616-30310817	Promoter (<=1kb)
chr10:80475156-80475357	Promoter (<=1kb)
chr14:31537458-31537659	Promoter (<=1kb)
chr7:92100934-92101135	Promoter (<=1kb)
chr17:24719053-24719254	Promoter (<=1kb)
chr17:24719735-24719936	Promoter (<=1kb)
chr7:96863919-96864120	Promoter (<=1kb)
chr18:38297757-38297958	Promoter (<=1kb)
chr14:106517538-106517739	Promoter (<=1kb)
chr10:128349495-128349696	Promoter (<=1kb)
chr10:14233879-14234080	Promoter (<=1kb)
chr4:78670157-78670358	Promoter (<=1kb)
chr13:54428896-54429097	Promoter (<=1kb)
chr12:98599418-98599619	Promoter (<=1kb)
chr12:98599997-98600198	Promoter (<=1kb)
chr1:161553557-161553758	Promoter (<=1kb)
chr3:153621189-153621390	Promoter (<=1kb)
chr3:103661883-103662084	Promoter (<=1kb)
chr8:15412886-15413087	Promoter (<=1kb)
chr12:95085081-95085282	Promoter (<=1kb)
chr17:29983233-29983434	Promoter (<=1kb)
chr17:29984382-29984583	Promoter (<=1kb)
chr6:140167228-140167429	Promoter (<=1kb)
chr2:12978799-12979000	Promoter (<=1kb)
chr5:77090570-77090771	Promoter (<=1kb)
chr13:24316510-24316711	Promoter (<=1kb)
chr2:33813285-33813486	Promoter (<=1kb)
chr19:60775152-60775353	Promoter (<=1kb)
chr6:111602392-111602593	Promoter (<=1kb)
chr1:87414570-87414771	Promoter (<=1kb)
chr17:31058911-31059112	Promoter (<=1kb)
chr8:3672303-3672504	Promoter (<=1kb)
chr15:99723669-99723870	Promoter (<=1kb)
chr15:99724564-99724765	Promoter (<=1kb)
chr11:97840612-97840813	Promoter (<=1kb)
chr16:60603830-60604031	Promoter (<=1kb)
chr16:60605559-60605760	Promoter (<=1kb)
chr16:60606535-60606736	Promoter (<=1kb)
chr17:87331781-87331982	Promoter (<=1kb)
chr8:124231001-124231202	Promoter (<=1kb)
chr8:124232061-124232262	Promoter (<=1kb)
chr1:98047930-98048131	Promoter (<=1kb)
chr1:98048635-98048836	Promoter (<=1kb)
chr8:54601435-54601636	Promoter (<=1kb)
chr8:94377885-94378086	Promoter (<=1kb)
chr15:79833673-79833874	Promoter (<=1kb)
chr15:79834043-79834244	Promoter (<=1kb)
chr15:79834445-79834646	Promoter (<=1kb)
chr4:52824514-52824715	Promoter (<=1kb)
chr7:142280113-142280314	Promoter (<=1kb)
chr14:75137537-75137738	Promoter (<=1kb)
chr14:43969763-43969964	Promoter (<=1kb)
chrX:135060404-135060605	Promoter (<=1kb)
chr19:5727919-5728120	Promoter (<=1kb)
chrX:136976872-136977073	Promoter (<=1kb)
chr8:120045426-120045627	Promoter (<=1kb)
chr17:71718611-71718812	Promoter (<=1kb)
chr3:9758362-9758563	Promoter (<=1kb)
chr8:114707102-114707303	Promoter (<=1kb)
chr10:52385323-52385524	Promoter (<=1kb)
chr19:53768633-53768834	Promoter (<=1kb)
chr5:99728277-99728478	Promoter (<=1kb)
chr5:99729506-99729707	Promoter (<=1kb)
chr1:192854724-192854925	Promoter (<=1kb)
chr2:156111971-156112172	Promoter (<=1kb)
chr13:80885486-80885687	Promoter (<=1kb)
chr17:44709871-44710072	Promoter (<=1kb)
chr13:63332848-63333049	Promoter (<=1kb)
chr13:63334054-63334255	Promoter (<=1kb)
chr8:71908445-71908646	Promoter (<=1kb)
chr8:71908688-71908889	Promoter (<=1kb)
chr6:8259742-8259943	Promoter (<=1kb)
chr9:72959828-72960029	Promoter (<=1kb)
chr1:104912422-104912623	Promoter (<=1kb)
chr1:190911559-190911760	Promoter (<=1kb)
chr13:59770319-59770520	Promoter (<=1kb)
chr1:181401618-181401819	Promoter (<=1kb)
chr5:143329300-143329501	Promoter (<=1kb)
chr5:22282135-22282336	Promoter (<=1kb)
chr3:116661611-116661812	Promoter (<=1kb)
chr12:49384144-49384345	Promoter (<=1kb)
chr12:49385091-49385292	Promoter (<=1kb)
chr12:49390096-49390297	Promoter (<=1kb)
chr6:122566769-122566970	Promoter (<=1kb)
chr13:89739489-89739690	Promoter (<=1kb)
chr4:57568980-57569181	Promoter (<=1kb)
chr4:57637425-57637626	Promoter (<=1kb)
chr4:57636808-57637009	Promoter (<=1kb)
chr1:34677883-34678084	Promoter (<=1kb)
chr6:138423158-138423359	Promoter (<=1kb)
chr18:38210570-38210771	Promoter (<=1kb)
chr5:137628603-137628804	Promoter (<=1kb)
chr1:169934067-169934268	Promoter (<=1kb)
chr3:103967857-103968058	Promoter (<=1kb)
chr18:76930026-76930227	Promoter (<=1kb)
chr15:57709101-57709302	Promoter (<=1kb)
chr5:109923339-109923540	Promoter (<=1kb)
chr12:111732608-111732809	Promoter (<=1kb)
chr19:45578293-45578494	Promoter (<=1kb)
chr5:107726209-107726410	Promoter (<=1kb)
chr1:6214432-6214633	Promoter (<=1kb)
chr19:40614900-40615101	Promoter (<=1kb)
chr19:40615871-40616072	Promoter (<=1kb)
chr6:122562655-122562856	Promoter (<=1kb)
chr4:57434079-57434280	Promoter (<=1kb)
chr4:57638078-57638279	Promoter (<=1kb)
chr4:57567783-57567984	Promoter (<=1kb)
chr5:63649518-63649719	Promoter (<=1kb)
chr6:6870102-6870303	Promoter (<=1kb)
chr17:7945946-7946147	Promoter (<=1kb)
chr7:19920541-19920742	Promoter (<=1kb)
chr17:29614870-29615071	Promoter (<=1kb)
chr5:123137813-123138014	Promoter (<=1kb)
chr5:123139040-123139241	Promoter (<=1kb)
chr5:123139931-123140132	Promoter (<=1kb)
chr5:123141413-123141614	Promoter (<=1kb)
chr10:45289752-45289953	Promoter (<=1kb)
chr2:175142090-175142291	Promoter (<=1kb)
chr11:87566526-87566727	Promoter (<=1kb)
chr10:11149368-11149569	Promoter (<=1kb)
chr10:11149896-11150097	Promoter (<=1kb)
chr19:42563224-42563425	Promoter (<=1kb)
chr3:63826716-63826917	Promoter (<=1kb)
chr8:70510416-70510617	Promoter (<=1kb)
chr9:104063166-104063367	Promoter (<=1kb)
chr9:104063749-104063950	Promoter (<=1kb)
chr9:104091033-104091234	Promoter (<=1kb)
chr9:104123731-104123932	Promoter (<=1kb)
chr12:111726339-111726540	Promoter (<=1kb)
chr16:26039757-26039958	Promoter (<=1kb)
chr1:173802127-173802328	Promoter (<=1kb)
chr16:96467643-96467844	Promoter (<=1kb)
chr16:96468570-96468771	Promoter (<=1kb)
chr17:68371496-68371697	Promoter (<=1kb)
chr10:81302796-81302997	Promoter (<=1kb)
chr15:71810569-71810770	Promoter (<=1kb)
chr10:128923140-128923341	Promoter (<=1kb)
chr12:76764789-76764990	Promoter (<=1kb)
chr12:76765525-76765726	Promoter (<=1kb)
chr5:31154004-31154205	Promoter (<=1kb)
chr18:36663183-36663384	Promoter (<=1kb)
chr9:55539574-55539775	Promoter (<=1kb)
chr4:32243571-32243772	Promoter (<=1kb)
chr19:10456581-10456782	Promoter (<=1kb)
chr17:43592994-43593195	Promoter (<=1kb)
chr9:78448677-78448878	Promoter (<=1kb)
chr7:25227732-25227933	Promoter (<=1kb)
chr8:13705625-13705826	Promoter (<=1kb)
chr2:126213961-126214162	Promoter (<=1kb)
chr13:108315859-108316060	Promoter (<=1kb)
chr16:77329860-77330061	Promoter (<=1kb)
chr10:60400434-60400635	Promoter (<=1kb)
chr18:78348866-78349067	Promoter (<=1kb)
chr5:73256442-73256643	Promoter (<=1kb)
chr13:34942507-34942708	Promoter (<=1kb)
chr15:99818694-99818895	Promoter (<=1kb)
chr18:32536113-32536314	Promoter (<=1kb)
chr4:108848525-108848726	Promoter (<=1kb)
chr1:133610085-133610286	Promoter (<=1kb)
chr10:103031338-103031539	Promoter (<=1kb)
chr13:67060343-67060544	Promoter (<=1kb)
chr14:6888775-6888976	Promoter (<=1kb)
chr6:134981534-134981735	Promoter (<=1kb)
chr14:5879404-5879605	Promoter (<=1kb)
chr3:90213492-90213693	Promoter (<=1kb)
chr3:34103705-34103906	Promoter (<=1kb)
chr3:34104272-34104473	Promoter (<=1kb)
chr10:128492895-128493096	Promoter (<=1kb)
chr10:128494023-128494224	Promoter (<=1kb)
chr10:128494635-128494836	Promoter (<=1kb)
chr13:41273561-41273762	Promoter (<=1kb)
chr7:116334222-116334423	Promoter (<=1kb)
chr17:34959098-34959299	Promoter (<=1kb)
chr17:35164997-35165198	Promoter (<=1kb)
chr17:35165976-35166177	Promoter (<=1kb)
chr12:32378617-32378818	Promoter (<=1kb)
chr12:32379510-32379711	Promoter (<=1kb)
chr19:12846016-12846217	Promoter (<=1kb)
chr14:24243468-24243669	Promoter (<=1kb)
chr14:50897601-50897802	Promoter (<=1kb)
chr1:45891249-45891450	Promoter (<=1kb)
chr15:79256142-79256343	Promoter (<=1kb)
chr8:27043381-27043582	Promoter (<=1kb)
chr9:22453609-22453810	Promoter (<=1kb)
chr1:171419508-171419709	Promoter (<=1kb)
chr9:35687157-35687358	Promoter (<=1kb)
chr14:4755139-4755340	Promoter (<=1kb)
chr13:41249664-41249865	Promoter (<=1kb)
chr14:5960585-5960786	Promoter (<=1kb)
chr14:6079554-6079755	Promoter (<=1kb)
chr3:28780995-28781196	Promoter (<=1kb)
chr2:125672584-125672785	Promoter (<=1kb)
chr10:18010959-18011160	Promoter (<=1kb)
chr19:59943851-59944052	Promoter (<=1kb)
chr13:51202778-51202979	Promoter (<=1kb)
chr3:96262293-96262494	Promoter (<=1kb)
chr3:96263023-96263224	Promoter (<=1kb)
chr3:96263803-96264004	Promoter (<=1kb)
chr10:41316053-41316254	Promoter (<=1kb)
chr10:41317063-41317264	Promoter (<=1kb)
chr14:4416257-4416458	Promoter (<=1kb)
chr6:134171903-134172104	Promoter (<=1kb)
chr14:7314067-7314268	Promoter (<=1kb)
chr17:25570815-25571016	Promoter (<=1kb)
chr7:45367178-45367379	Promoter (<=1kb)
chr3:137918507-137918708	Promoter (<=1kb)
chr8:25754527-25754728	Promoter (<=1kb)
chr17:3531666-3531867	Promoter (<=1kb)
chr12:79164369-79164570	Promoter (<=1kb)
chr17:31950601-31950802	Promoter (<=1kb)
chr12:104193644-104193845	Promoter (<=1kb)
chr16:59600297-59600498	Promoter (<=1kb)
chr14:6037966-6038167	Promoter (<=1kb)
chr6:56704556-56704757	Promoter (<=1kb)
chr14:3977913-3978114	Promoter (<=1kb)
chr17:35343846-35344047	Promoter (<=1kb)
chr15:74783072-74783273	Promoter (<=1kb)
chr14:75455543-75455744	Promoter (<=1kb)
chr14:75456042-75456243	Promoter (<=1kb)
chr14:75456867-75457068	Promoter (<=1kb)
chr17:35001712-35001913	Promoter (<=1kb)
chr15:89373911-89374112	Promoter (<=1kb)
chr12:81484904-81485105	Promoter (<=1kb)
chr7:73740876-73741077	Promoter (<=1kb)
chr7:73741405-73741606	Promoter (<=1kb)
chr18:35771629-35771830	Promoter (<=1kb)
chr18:35772542-35772743	Promoter (<=1kb)
chr12:102757521-102757722	Promoter (<=1kb)
chr17:32788402-32788603	Promoter (<=1kb)
chr17:34971994-34972195	Promoter (<=1kb)
chr7:80507490-80507691	Promoter (<=1kb)
chr6:4747960-4748161	Promoter (<=1kb)
chr17:6316594-6316795	Promoter (<=1kb)
chr12:104080032-104080233	Promoter (<=1kb)
chr1:15287482-15287683	Promoter (<=1kb)
chr6:28981198-28981399	Promoter (<=1kb)
chr18:8693943-8694144	Promoter (<=1kb)
chr13:98490977-98491178	Promoter (<=1kb)
chr17:34627169-34627370	Promoter (<=1kb)
chr1:163280502-163280703	Promoter (<=1kb)
chr7:86885497-86885698	Promoter (<=1kb)
chr3:34322485-34322686	Promoter (<=1kb)
chr17:34952581-34952782	Promoter (<=1kb)
chr17:36435676-36435877	Promoter (<=1kb)
chr5:114822698-114822899	Promoter (<=1kb)
chr17:35994408-35994609	Promoter (<=1kb)
chr9:44108879-44109080	Promoter (<=1kb)
chr8:69748778-69748979	Promoter (<=1kb)
chr8:69749779-69749980	Promoter (<=1kb)
chr7:99965268-99965469	Promoter (<=1kb)
chr7:99966354-99966555	Promoter (<=1kb)
chr19:5845680-5845881	Promoter (<=1kb)
chr5:114813760-114813961	Promoter (<=1kb)
chr12:3761055-3761256	Promoter (<=1kb)
chr19:5803554-5803755	Promoter (<=1kb)
chr4:59003600-59003801	Promoter (<=1kb)
chr19:45159250-45159451	Promoter (<=1kb)
chr17:35993800-35994001	Promoter (<=1kb)
chr15:78119244-78119445	Promoter (<=1kb)
chr17:34076849-34077050	Promoter (<=1kb)
chr10:127290272-127290473	Promoter (<=1kb)
chr7:42490905-42491106	Promoter (<=1kb)
chr17:35121547-35121748	Promoter (<=1kb)
chr6:110646157-110646358	Promoter (<=1kb)
chr6:110646554-110646755	Promoter (<=1kb)
chr17:36206914-36207115	Promoter (<=1kb)
chr5:114823580-114823781	Promoter (<=1kb)
chr15:65858656-65858857	Promoter (<=1kb)
chr17:33981238-33981439	Promoter (<=1kb)
chr7:127017201-127017402	Promoter (<=1kb)
chr7:141945939-141946140	Promoter (<=1kb)
chr8:69774671-69774872	Promoter (<=1kb)
chr17:33908585-33908786	Promoter (<=1kb)
chr18:75366945-75367146	Promoter (<=1kb)
chr9:79912258-79912459	Promoter (<=1kb)
chr7:41499527-41499728	Promoter (<=1kb)
chr3:95133831-95134032	Promoter (<=1kb)
chr1:89930277-89930478	Promoter (<=1kb)
chr12:75812314-75812515	Promoter (<=1kb)
chr4:43630391-43630592	Promoter (<=1kb)
chr2:45023839-45024040	Promoter (<=1kb)
chr1:63274091-63274292	Promoter (<=1kb)
chr3:123508573-123508774	Promoter (<=1kb)
chr11:60728494-60728695	Promoter (<=1kb)
chr10:75951775-75951976	Promoter (<=1kb)
chr13:63302075-63302276	Promoter (<=1kb)
chr15:82958683-82958884	Promoter (<=1kb)
chr19:45024876-45025077	Promoter (<=1kb)
chr12:69361107-69361308	Promoter (<=1kb)
chr16:89906913-89907114	Promoter (<=1kb)
chr8:65094467-65094668	Promoter (<=1kb)
chr2:25055264-25055465	Promoter (<=1kb)
chr7:61982344-61982545	Promoter (<=1kb)
chr18:56220911-56221112	Promoter (<=1kb)
chr14:102982871-102983072	Promoter (<=1kb)
chr12:33062013-33062214	Promoter (<=1kb)
chr5:129583842-129584043	Promoter (<=1kb)
chr14:64591555-64591756	Promoter (<=1kb)
chr9:109968838-109969039	Promoter (<=1kb)
chr19:44284153-44284354	Promoter (<=1kb)
chr3:88214094-88214295	Promoter (<=1kb)
chr3:88215060-88215261	Promoter (<=1kb)
chr14:61632137-61632338	Promoter (<=1kb)
chr7:61708254-61708455	Promoter (<=1kb)
chr6:115906879-115907080	Promoter (<=1kb)
chr18:81991454-81991655	Promoter (<=1kb)
chr12:17355599-17355800	Promoter (<=1kb)
chr5:118419055-118419256	Promoter (<=1kb)
chr16:44558217-44558418	Promoter (<=1kb)
chr11:85981722-85981923	Promoter (<=1kb)
chr2:30722084-30722285	Promoter (<=1kb)
chr7:144914592-144914793	Promoter (<=1kb)
chr5:69340510-69340711	Promoter (<=1kb)
chr1:176880356-176880557	Promoter (<=1kb)
chr8:73016571-73016772	Promoter (<=1kb)
chr7:61751491-61751692	Promoter (<=1kb)
chr1:9943039-9943240	Promoter (<=1kb)
chr7:61940205-61940406	Promoter (<=1kb)
