Chrom	Start	End	X2_79152198_79152805	X122.227451229533	X1.6240414574572097	X3.805509600578789e.17	X9.47039119200039e.13	X	X.1	Intergenic	Intergenic.1	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	transcriptId	distanceToTSS	geneName	geneId
chr4	118969647	118970066	4_118969647_118970066	75.0058090025592	0.989798204788737	1.30007776436483e-06	0.000394557746877844	ENSMUSG00000085895.1	RP23-228G24.1	TTS	ENSMUSG00000024903.10	Promoter (1-2kb)	4	118971297	118999458	28162	1	ENSMUST00000145395	-1231	ENSMUSG00000085895	ENSMUSG00000085895
chr2	11322393	11322516	2_11322393_11322516	23.4057884014137	0.643259170142544	0.00155312585539134	0.0466237515527973			Intergenic	Intergenic	Distal Intergenic	2	11339489	11342612	3124	1	ENSMUST00000131188	-16973	ENSMUSG00000086006	ENSMUSG00000086006
chr4	7567852	7568055	4_7567852_7568055	48.6179106641952	0.818806356258401	0.000128811647446392	0.0105061365133499	ENSMUSG00000086070.1	RP23-65N19.1	intron	ENSMUSG00000086070.1	Intron (ENSMUST00000129988/ENSMUSG00000086070, intron 2 of 2)	4	7560688	7573801	13114	1	ENSMUST00000129988	7165	ENSMUSG00000086070	ENSMUSG00000086070
chr2	116850234	116850410	2_116850234_116850410	25.1014529593842	0.939066053057257	4.17554161012663e-06	0.00090817095983271	ENSMUSG00000086462.1	RP23-326F22.1	exon	ENSMUSG00000086462.1	Exon (ENSMUST00000151391/ENSMUSG00000086462, exon 1 of 4)	2	116848099	116877168	29070	2	ENSMUST00000151391	26758	ENSMUSG00000086462	ENSMUSG00000086462
chr4	14929769	14929903	4_14929769_14929903	36.2610523973289	0.87867322657742	4.48678987008664e-05	0.00519340710265005	ENSMUSG00000086587.7	RP23-379L17.3	promoter-TSS	ENSMUSG00000086587.7	Promoter (<=1kb)	4	14929908	14952893	22986	1	ENSMUST00000137532	-5	ENSMUSG00000086587	ENSMUSG00000086587
chr3	126722983	126723507	3_126722983_126723507	103.482445368801	0.759287218988714	6.68305038478311e-05	0.00676074763722409	ENSMUSG00000053819.16	Camk2d	intron	ENSMUSG00000053819.16	Intron (ENSMUST00000106402/ENSMUSG00000053819, intron 3 of 19)	3	126667329	126669032	1704	2	ENSMUST00000132762	-53952	ENSMUSG00000086679	ENSMUSG00000086679
chrX	7714194	7714386	X_7714194_7714386	93.4046284981994	0.632269764395244	0.00109175853282679	0.0381058945973738	ENSMUSG00000039382.12	Wdr45	promoter-TSS	ENSMUSG00000039382.12	Promoter (<=1kb)	20	7714333	7722100	7768	1	ENSMUST00000137470	0	ENSMUSG00000086853	ENSMUSG00000086853
chr2	4436355	4436481	2_4436355_4436481	21.7248565112993	0.624190430034891	0.00130090341774249	0.0419355990336006	ENSMUSG00000026657.16	Frmd4a	intron	ENSMUSG00000026657.16	Intron (ENSMUST00000177457/ENSMUSG00000026657, intron 3 of 24)	2	4458434	4466670	8237	2	ENSMUST00000139479	30189	ENSMUSG00000086874	ENSMUSG00000086874
chr2	85204978	85205489	2_85204978_85205489	88.6290834144731	1.16071952758524	2.23473473998467e-08	1.63569437468408e-05			Intergenic	Intergenic	Distal Intergenic	2	85196932	85198675	1744	1	ENSMUST00000126401	8047	ENSMUSG00000086905	ENSMUSG00000086905
chr5	59756811	59757035	5_59756811_59757035	21.1212302189361	0.628537527256976	0.00151788315445489	0.0458422817739858			Intergenic	Intergenic	Distal Intergenic	5	60231482	60232198	717	1	ENSMUST00000117165	-474447	ENSMUSG00000087034	ENSMUSG00000087034
chr4	32303181	32303354	4_32303181_32303354	36.0213131273334	0.83754639299529	8.91206325682639e-05	0.00803571036990513	ENSMUSG00000040270.16	Bach2	intron	ENSMUSG00000040270.16	Intron (ENSMUST00000108180/ENSMUSG00000040270, intron 1 of 6)	4	32251761	32265835	14075	1	ENSMUST00000133451	51421	ENSMUSG00000087049	ENSMUSG00000087049
chr2	152654292	152654441	2_152654292_152654441	36.7202969152697	0.847799978332851	8.18337593413353e-05	0.007656071184092	ENSMUSG00000087148.1	RP23-35I8.10	promoter-TSS	ENSMUSG00000087148.1	Promoter (<=1kb)	2	152652883	152654330	1448	2	ENSMUST00000139912	0	ENSMUSG00000087148	ENSMUSG00000087148
chr11	113014356	113014658	11_113014356_113014658	56.5156683046167	0.725648477876101	0.000573899533660317	0.0264482662864271			Intergenic	Intergenic	Distal Intergenic	11	113043895	113173077	129183	2	ENSMUST00000136438	158419	ENSMUSG00000087259	ENSMUSG00000087259
chr7	44262807	44263027	7_44262807_44263027	103.801792055115	0.657162344625525	0.000513685284638296	0.0246787104121788	ENSMUSG00000087376.3	AC152939.3	TTS	ENSMUSG00000101166.6	Promoter (1-2kb)	7	44261561	44261889	329	1	ENSMUST00000147088	1247	ENSMUSG00000087376	ENSMUSG00000087376
chr7	44262807	44263027	7_44262807_44263027	103.801792055115	0.657162344625525	0.000513685284638296	0.0246787104121788	ENSMUSG00000101166.6	RP23-312I2.1	TTS	ENSMUSG00000101166.6	Promoter (1-2kb)	7	44261561	44261889	329	1	ENSMUST00000147088	1247	ENSMUSG00000087376	ENSMUSG00000087376
chrX	75749457	75749630	X_75749457_75749630	41.3799825738053	0.762931726037241	0.000376063422865889	0.0208434617849455	ENSMUSG00000087396.7	RP23-235P16.3	intron	ENSMUSG00000087396.7	Intron (ENSMUST00000138943/ENSMUSG00000087396, intron 4 of 10)	20	75731068	75755600	24533	2	ENSMUST00000140409	5970	ENSMUSG00000087396	ENSMUSG00000087396
chr8	68484104	68484590	8_68484104_68484590	77.3106616855982	0.972350135166487	1.88221492301777e-06	0.000520453339713558	ENSMUSG00000036356.15	Csgalnact1	intron	ENSMUSG00000036356.15	Intron (ENSMUST00000078350/ENSMUSG00000036356, intron 3 of 9)	8	68457148	68458681	1534	1	ENSMUST00000132076	26957	ENSMUSG00000087489	ENSMUSG00000087489
chr3	8701223	8701422	3_8701223_8701422	28.6630755268802	1.14962781781954	1.18049547463226e-07	6.31269923665399e-05			Intergenic	Intergenic	Distal Intergenic	3	8679359	8679477	119	2	ENSMUST00000157469	-21747	ENSMUSG00000088094	ENSMUSG00000088094
chr8	18280016	18280154	8_18280016_18280154	22.4002607308937	0.688761350572206	0.000636328770627861	0.0278797144116989			Intergenic	Intergenic	Distal Intergenic	8	18274712	18274821	110	2	ENSMUST00000157695	-5196	ENSMUSG00000088320	ENSMUSG00000088320
chr1	57489594	57489827	1_57489594_57489827	36.986368538387	0.689375487808692	0.00127326118116914	0.04147431643269			Intergenic	Intergenic	Distal Intergenic	1	57467870	57468026	157	1	ENSMUST00000157728	21725	ENSMUSG00000088353	ENSMUSG00000088353
chr6	27689637	27689813	6_27689637_27689813	20.4448122369769	0.671125317024092	0.000588053494395059	0.026723109112203	ENSMUSG00000024211.15	Grm8	intron	ENSMUSG00000024211.15	Intron (ENSMUST00000115323/ENSMUSG00000024211, intron 6 of 10)	6	27668087	27668203	117	1	ENSMUST00000157766	21551	ENSMUSG00000088391	ENSMUSG00000088391
chr12	86816308	86816469	12_86816308_86816469	37.9877727884538	0.702435941381919	0.0010375314161393	0.0371228963745788			Intergenic	Intergenic	Distal Intergenic	12	86809957	86810258	302	1	ENSMUST00000157778	6352	ENSMUSG00000088403	ENSMUSG00000088403
chr11	12741471	12741765	11_12741471_12741765	35.8259215412057	0.716888040190524	0.000766095166398331	0.0310000720503884			Intergenic	Intergenic	Distal Intergenic	11	12692813	12692942	130	1	ENSMUST00000157884	48659	ENSMUSG00000088509	ENSMUSG00000088509
chr5	6167595	6168118	5_6167595_6168118	57.7079160704706	1.04982478476808	8.20841766439118e-07	0.000272366242661385			Intergenic	Intergenic	Distal Intergenic	5	6014863	6015024	162	2	ENSMUST00000158067	-152572	ENSMUSG00000088692	ENSMUSG00000088692
chr18	9576569	9576812	18_9576569_9576812	37.4249686556618	0.759120709291025	0.00041334314310567	0.0219334937092703			Intergenic	Intergenic	Distal Intergenic	18	9614314	9614439	126	1	ENSMUST00000158371	-37502	ENSMUSG00000088996	ENSMUSG00000088996
chr5	82989141	82989397	5_82989141_82989397	77.2088903831037	0.769440239259952	0.000147278129895059	0.0113472555435555			Intergenic	Intergenic	Distal Intergenic	5	82803765	82803861	97	1	ENSMUST00000158537	185377	ENSMUSG00000089162	ENSMUSG00000089162
chr16	54744347	54744559	16_54744347_54744559	30.9613976613414	0.840869666122033	7.98951461245405e-05	0.00758881910860807			Intergenic	Intergenic	Distal Intergenic	16	54628428	54628552	125	1	ENSMUST00000158686	115920	ENSMUSG00000089311	ENSMUSG00000089311
chr5	77888575	77888912	5_77888575_77888912	64.0515915823773	0.952841269796187	6.58714514871574e-06	0.00134366962435197			Intergenic	Intergenic	Distal Intergenic	5	77669724	77669846	123	2	ENSMUST00000158790	-218730	ENSMUSG00000089415	ENSMUSG00000089415
chr9	66999374	67000050	9_66999374_67000050	140.298921781019	0.685516251601154	0.000128090707668973	0.0104857412863489			Intergenic	Intergenic	Distal Intergenic	9	66981088	66981185	98	2	ENSMUST00000158825	-18190	ENSMUSG00000089450	ENSMUSG00000089450
chr19	17745424	17745710	19_17745424_17745710	50.4238849224998	0.681870535447902	0.0014114597693904	0.0442591084617798	ENSMUSG00000024713.15	Pcsk5	intron	ENSMUSG00000024713.15	Intron (ENSMUST00000025618/ENSMUSG00000024713, intron 3 of 37)	19	17825520	17825627	108	1	ENSMUST00000158915	-79810	ENSMUSG00000089540	ENSMUSG00000089540
chr6	140222785	140223170	6_140222785_140223170	57.4975066383424	0.990336460085472	2.9999763478705e-06	0.000716099135335791			Intergenic	Intergenic	Distal Intergenic	6	140166535	140166645	111	2	ENSMUST00000158933	-56141	ENSMUSG00000089558	ENSMUSG00000089558
chr15	57722154	57722454	15_57722154_57722454	54.2338732042927	1.02185474836544	1.70631451097841e-06	0.00048808440138171	ENSMUSG00000071757.10	Zhx2	intron	ENSMUSG00000071757.10	Intron (ENSMUST00000096430/ENSMUSG00000071757, intron 1 of 3)	15	57708114	57708927	814	2	ENSMUST00000160938	-13228	ENSMUSG00000090002	ENSMUSG00000090002
chr8	58361040	58361191	8_58361040_58361191	28.2828903853747	0.674459719847899	0.00120459050420008	0.0401842349698702	ENSMUSG00000096914.3	Galntl6	intron	ENSMUSG00000096914.3	Distal Intergenic	8	58523294	58524326	1033	1	ENSMUST00000161344	-162103	ENSMUSG00000090003	ENSMUSG00000090003
chr8	58372427	58372702	8_58372427_58372702	40.2615049163783	0.830120332794534	0.000113895978789815	0.00970721011478636	ENSMUSG00000096914.3	Galntl6	intron	ENSMUSG00000096914.3	Distal Intergenic	8	58523294	58524326	1033	1	ENSMUST00000161344	-150592	ENSMUSG00000090003	ENSMUSG00000090003
chr13	84751514	84752155	13_84751514_84752155	155.844802379897	1.15837046075517	1.63693031106416e-11	6.7894412868571e-08			Intergenic	Intergenic	Distal Intergenic	13	84404839	84405472	634	1	ENSMUST00000170980	346676	ENSMUSG00000091767	ENSMUSG00000091767
chr6	58946889	58947144	6_58946889_58947144	49.4449333857877	0.717795040179611	0.000741140050102854	0.0302361004837712	ENSMUSG00000037709.13	Fam13a	intron	ENSMUSG00000037709.13	Intron (ENSMUST00000089860/ENSMUSG00000037709, intron 13 of 17)	6	58965655	59002083	36429	1	ENSMUST00000173978	-18511	ENSMUSG00000092323	ENSMUSG00000092323
chr17	78357928	78358059	17_78357928_78358059	16.1083045338601	0.607781374096871	0.000537439660445611	0.025325642539402	ENSMUSG00000024074.7	Crim1	intron	ENSMUSG00000024074.7	Intron (ENSMUST00000112498/ENSMUSG00000024074, intron 13 of 16)	17	78302661	78302746	86	1	ENSMUST00000175238	55268	ENSMUSG00000092979	ENSMUSG00000092979
chr9	41446444	41446740	9_41446444_41446740	80.4825175729582	0.764266050713312	0.000135420398534927	0.0108362444949846	ENSMUSG00000111593.1	RP23-11B13.1	intron	ENSMUSG00000111593.1	Distal Intergenic	9	41531425	41531504	80	1	ENSMUST00000175270	-84685	ENSMUSG00000093011	ENSMUSG00000093011
chr9	41446444	41446740	9_41446444_41446740	80.4825175729582	0.764266050713312	0.000135420398534927	0.0108362444949846	ENSMUSG00000074415.13	RP23-442M18.1	intron	ENSMUSG00000111593.1	Distal Intergenic	9	41531425	41531504	80	1	ENSMUST00000175270	-84685	ENSMUSG00000093011	ENSMUSG00000093011
chr7	64024371	64024641	7_64024371_64024641	50.2056362983261	0.75281977213553	0.000413357251050703	0.0219334937092703			Intergenic	Intergenic	Distal Intergenic	7	64057602	64062958	5357	1	ENSMUST00000175664	-32961	ENSMUSG00000093542	ENSMUSG00000093542
chr15	73140272	73140501	15_73140272_73140501	78.918311919854	0.663133238153794	0.0013146120185162	0.0422680034790621	ENSMUSG00000036698.11	Ago2	intron	ENSMUSG00000036698.11	Intron (ENSMUST00000044113/ENSMUSG00000036698, intron 2 of 18)	15	73095844	73096684	841	2	ENSMUST00000175696	-43589	ENSMUSG00000093631	ENSMUSG00000093631
chr15	57766063	57766349	15_57766063_57766349	73.7444230016318	0.708545263504795	0.000493311716147096	0.0240983096258835	ENSMUSG00000071757.10	Zhx2	intron	ENSMUSG00000071757.10	Intron (ENSMUST00000096430/ENSMUSG00000071757, intron 2 of 3)	15	57733461	57737822	4362	2	ENSMUST00000176703	-28242	ENSMUSG00000093737	ENSMUSG00000093737
chr1	72254994	72255827	1_72254994_72255827	275.748685617803	0.793487728703891	1.42903373675174e-08	1.14719140557432e-05	ENSMUSG00000093843.1	Gm25939	TTS	ENSMUSG00000093843.1	Promoter (<=1kb)	1	72255008	72255198	191	1	ENSMUST00000179876	0	ENSMUSG00000093843	ENSMUSG00000093843
chr1	72254994	72255827	1_72254994_72255827	275.748685617803	0.793487728703891	1.42903373675174e-08	1.14719140557432e-05	ENSMUSG00000097131.1	D230017M19Rik	TTS	ENSMUSG00000093843.1	Promoter (<=1kb)	1	72255008	72255198	191	1	ENSMUST00000179876	0	ENSMUSG00000093843	ENSMUSG00000093843
chr1	12410211	12410481	1_12410211_12410481	58.4453315660156	0.976980838014233	3.9156285140355e-06	0.000877876857660248			Intergenic	Intergenic	Distal Intergenic	1	12374936	12375042	107	1	ENSMUST00000179834	35276	ENSMUSG00000093864	ENSMUSG00000093864
chr1	72244203	72244657	1_72244203_72244657	133.65941775335	0.776587270740471	1.56270468616457e-05	0.00246135878606908	ENSMUSG00000093956.1	Gm24497	TTS	ENSMUSG00000093956.1	Promoter (<=1kb)	1	72244213	72244403	191	1	ENSMUST00000177868	0	ENSMUSG00000093956	ENSMUSG00000093956
chr1	72244203	72244657	1_72244203_72244657	133.65941775335	0.776587270740471	1.56270468616457e-05	0.00246135878606908	ENSMUSG00000097131.1	D230017M19Rik	TTS	ENSMUSG00000093956.1	Promoter (<=1kb)	1	72244213	72244403	191	1	ENSMUST00000177868	0	ENSMUSG00000093956	ENSMUSG00000093956
chr1	72237006	72237448	1_72237006_72237448	55.5822191714912	0.89072692919375	3.00744605561984e-05	0.00387748495929021	ENSMUSG00000094050.1	Gm23472	TTS	ENSMUSG00000094050.1	Promoter (<=1kb)	1	72236946	72237136	191	1	ENSMUST00000101806	61	ENSMUSG00000094050	ENSMUSG00000094050
chr1	72237006	72237448	1_72237006_72237448	55.5822191714912	0.89072692919375	3.00744605561984e-05	0.00387748495929021	ENSMUSG00000097131.1	D230017M19Rik	TTS	ENSMUSG00000094050.1	Promoter (<=1kb)	1	72236946	72237136	191	1	ENSMUST00000101806	61	ENSMUSG00000094050	ENSMUSG00000094050
chr5	146572236	146572653	5_146572236_146572653	60.2462747609208	0.778216692487683	0.000236906009103863	0.0158485025337601			Intergenic	Intergenic	Promoter (2-3kb)	5	146575194	146576123	930	1	ENSMUST00000178171	-2541	ENSMUSG00000094090	ENSMUSG00000094090
chr13	21710480	21710636	13_21710480_21710636	43.2726972614758	0.672772637411431	0.00167420053232353	0.048844260782419			Intergenic	Intergenic	Distal Intergenic	13	21715763	21716143	381	2	ENSMUST00000091756	5507	ENSMUSG00000094338	ENSMUSG00000094338
chr6	105437942	105438235	6_105437942_105438235	39.8261372527727	0.757078671585558	0.000427361846407754	0.0223316242526901			Intergenic	Intergenic	Distal Intergenic	6	105399719	105399798	80	1	ENSMUST00000179099	38224	ENSMUSG00000094357	ENSMUSG00000094357
chr6	137840579	137840795	6_137840579_137840795	44.0656651795573	0.710950717011776	0.000887289512963958	0.0339357971467244	ENSMUSG00000030225.11	Dera	intron	ENSMUSG00000030225.11	Distal Intergenic	6	137919858	137919971	114	2	ENSMUST00000177773	79176	ENSMUSG00000094466	ENSMUSG00000094466
chr10	96190674	96190934	10_96190674_96190934	30.2291229976485	0.682243697334171	0.00128664027685714	0.0416376201948853			Intergenic	Intergenic	Distal Intergenic	10	96164331	96164431	101	1	ENSMUST00000175297	26344	ENSMUSG00000094523	ENSMUSG00000094523
chr1	72226225	72226910	1_72226225_72226910	270.593712671986	0.761077549231233	7.23253713965964e-08	4.28545045851357e-05	ENSMUSG00000094655.1	Gm25360	TTS	ENSMUSG00000094655.1	Promoter (<=1kb)	1	72226240	72226430	191	1	ENSMUST00000178786	0	ENSMUSG00000094655	ENSMUSG00000094655
chr12	54734584	54734753	12_54734584_54734753	22.7751649743893	0.681793318734847	0.000605724034868764	0.0273472223419741	ENSMUSG00000095590.1	Gm24305	promoter-TSS	ENSMUSG00000095590.1	Promoter (<=1kb)	12	54734555	54734718	164	2	ENSMUST00000179155	0	ENSMUSG00000095590	ENSMUSG00000095590
chr15	21179891	21180190	15_21179891_21180190	51.6868941234656	1.18830545952271	4.16578150431219e-08	2.8797121810087e-05	ENSMUSG00000103296.1	RP23-289E18.1	promoter-TSS	ENSMUSG00000103296.1	Intron (ENSMUST00000075132/ENSMUSG00000040452, intron 1 of 11)	15	21114369	21114475	107	1	ENSMUST00000179057	65523	ENSMUSG00000095678	ENSMUSG00000095678
chr15	21179891	21180190	15_21179891_21180190	51.6868941234656	1.18830545952271	4.16578150431219e-08	2.8797121810087e-05	ENSMUSG00000040452.9	Cdh12	promoter-TSS	ENSMUSG00000103296.1	Intron (ENSMUST00000075132/ENSMUSG00000040452, intron 1 of 11)	15	21114369	21114475	107	1	ENSMUST00000179057	65523	ENSMUSG00000095678	ENSMUSG00000095678
chr16	46246556	46246799	16_46246556_46246799	23.8576147281624	0.6965626001281	0.000624369954481868	0.0276759119717429			Intergenic	Intergenic	Distal Intergenic	16	46219836	46219967	132	1	ENSMUST00000179464	26721	ENSMUSG00000095796	ENSMUSG00000095796
chr16	39430141	39430340	16_39430141_39430340	32.3101618996386	0.789202077925322	0.000222923076517203	0.0152828200611766			Intergenic	Intergenic	Distal Intergenic	16	39455015	39455135	121	1	ENSMUST00000116737	-24675	ENSMUSG00000095894	ENSMUSG00000095894
chr12	54710622	54710820	12_54710622_54710820	178.087989131553	0.639615320486029	8.83442995897923e-05	0.00799467723487844	ENSMUSG00000096214.1	Gm22634	TTS	ENSMUSG00000096214.1	Promoter (<=1kb)	12	54710308	54710471	164	1	ENSMUST00000177653	315	ENSMUSG00000096214	ENSMUSG00000096214
chr18	13410279	13410537	18_13410279_13410537	55.619452923364	0.941400385007941	9.16887290956256e-06	0.00169019682390647			Intergenic	Intergenic	Distal Intergenic	18	13209702	13209808	107	2	ENSMUST00000083216	-200472	ENSMUSG00000096288	ENSMUSG00000096288
chr12	54696766	54697523	12_54696766_54697523	523.689909358508	0.629725392750956	5.95547114636347e-09	6.17532728951672e-06	ENSMUSG00000054302.15	Eapp	TTS	ENSMUSG00000096349.1	Promoter (<=1kb)	12	54696782	54696945	164	1	ENSMUST00000179621	0	ENSMUSG00000096349	ENSMUSG00000096349
chr12	54696766	54697523	12_54696766_54697523	523.689909358508	0.629725392750956	5.95547114636347e-09	6.17532728951672e-06	ENSMUSG00000096349.1	Gm22513	TTS	ENSMUSG00000096349.1	Promoter (<=1kb)	12	54696782	54696945	164	1	ENSMUST00000179621	0	ENSMUSG00000096349	ENSMUSG00000096349
chr12	13706534	13706726	12_13706534_13706726	30.1070088239304	0.685916340703375	0.00124560155425334	0.0408945122416208			Intergenic	Intergenic	Distal Intergenic	12	13507862	13507968	107	2	ENSMUST00000097247	-198567	ENSMUSG00000096633	ENSMUSG00000096633
