Motif	# matches	% matches input	# matches background	%matches background	P-value	log10 P-value	ROC AUC	PR AUC	Enr. at 1% FPR	Recall at 10% FDR
GM.5.0.T-box.0015	965	0.894	100	1.000	8.69e-01	0.061	0.504	0.916	0.89	1.0000
GM.5.0.Homeodomain.0112	1197	1.109	100	1.000	1.71e-01	0.767	0.494	0.914	1.11	1.0000
GM.5.0.C2H2_ZF.0126	967	0.896	100	1.000	8.65e-01	0.063	0.485	0.912	0.90	1.0000
GM.5.0.bZIP.0043	1063	0.985	100	1.000	5.84e-01	0.233	0.463	0.907	0.98	1.0000
GM.5.0.C2H2_ZF.0127	832	0.771	100	1.000	9.93e-01	0.003	0.509	0.916	0.77	1.0000
GM.5.0.E2F.0012	344	0.319	100	1.000	1.00e+00	-0.000	0.430	0.894	0.32	1.0000
GM.5.0.Grainyhead.0006	955	0.885	100	1.000	8.88e-01	0.051	0.489	0.912	0.88	1.0000
GM.5.0.Nuclear_receptor.0056	544	0.504	100	1.000	1.00e+00	0.000	0.431	0.898	0.50	1.0000
GM.5.0.bZIP.0044	1353	1.254	104	1.040	3.33e-02	1.477	0.519	0.919	1.21	1.0000
GM.5.0.bZIP.0045	1726	1.599	106	1.060	7.06e-06	5.151	0.482	0.913	1.51	1.0000
GM.5.0.Unknown.0026	2610	2.418	106	1.060	7.50e-22	21.125	0.588	0.936	2.28	1.0000
GM.5.0.Nuclear_receptor.0057	882	0.817	112	1.120	9.99e-01	0.000	0.432	0.900	0.73	1.0000
GM.5.0.C2H2_ZF.0128	1412	1.308	100	1.000	3.98e-03	2.400	0.537	0.924	1.31	1.0000
GM.5.0.bZIP.0046	665	0.616	109	1.090	1.00e+00	0.000	0.422	0.894	0.57	1.0000
GM.5.0.SMAD.0009	2379	2.204	100	1.000	6.75e-19	18.170	0.614	0.940	2.20	1.0000
GM.5.0.C2H2_ZF.0129	1475	1.367	108	1.080	8.24e-03	2.084	0.513	0.921	1.27	1.0000
GM.5.0.Unknown.0027	1948	1.805	100	1.000	1.51e-10	9.820	0.579	0.933	1.80	1.0000
GM.5.0.Mixed.0047	982	0.910	144	1.440	1.00e+00	0.000	0.473	0.908	0.63	1.0000
GM.5.0.bHLH.0064	970	0.899	100	1.000	8.59e-01	0.066	0.505	0.915	0.90	1.0000
GM.5.0.E2F.0013	701	0.650	102	1.020	1.00e+00	0.000	0.476	0.908	0.64	1.0000
GM.5.0.bZIP.0047	1411	1.307	100	1.000	4.07e-03	2.391	0.552	0.927	1.31	1.0000
GM.5.0.Ets.0023	604	0.560	100	1.000	1.00e+00	0.000	0.468	0.906	0.56	1.0000
GM.5.0.C2H2_ZF.0130	531	0.492	100	1.000	1.00e+00	0.000	0.438	0.897	0.49	1.0000
GM.5.0.bZIP.0048	1626	1.507	100	1.000	1.36e-05	4.868	0.496	0.916	1.51	1.0000
GM.5.0.Sox.0028	1064	0.986	100	1.000	5.81e-01	0.236	0.511	0.917	0.99	1.0000
GM.5.0.Nuclear_receptor.0058	1638	1.518	100	1.000	9.38e-06	5.028	0.548	0.926	1.52	1.0000
GM.5.0.Paired_box.0007	593	0.549	101	1.010	1.00e+00	0.000	0.447	0.901	0.54	1.0000
GM.5.0.SAND.0003	684	0.634	100	1.000	1.00e+00	0.000	0.439	0.901	0.63	1.0000
GM.5.0.Nuclear_receptor.0059	532	0.493	100	1.000	1.00e+00	0.000	0.428	0.897	0.49	1.0000
GM.5.0.STAT.0011	3229	2.992	100	1.000	3.56e-39	38.448	0.607	0.940	2.99	1.0000
GM.5.0.Homeodomain.0113	1629	1.509	100	1.000	1.24e-05	4.907	0.523	0.922	1.51	1.0000
GM.5.0.Unknown.0028	3776	3.499	101	1.010	1.69e-53	52.771	0.576	0.936	3.46	1.0000
GM.5.0.bZIP.0049	1805	1.672	100	1.000	3.47e-08	7.460	0.504	0.919	1.67	1.0000
GM.5.0.Mixed.0048	1539	1.426	100	1.000	1.68e-04	3.774	0.514	0.920	1.43	1.0000
GM.5.0.bZIP.0050	4836	4.481	212	2.120	1.86e-34	33.730	0.522	0.925	2.11	1.0000
GM.5.0.Homeodomain.0114	1133	1.050	113	1.130	7.90e-01	0.102	0.485	0.914	0.93	1.0000
GM.5.0.Ets.0024	1173	1.087	101	1.010	2.57e-01	0.590	0.526	0.920	1.08	1.0000
GM.5.0.Nuclear_receptor.0060	955	0.885	110	1.100	9.85e-01	0.006	0.464	0.906	0.80	1.0000
GM.5.0.Homeodomain.0115	17910	16.595	222	2.220	0.00e+00	inf	0.567	0.936	7.48	1.0000
GM.5.0.Ets.0025	3323	3.079	269	2.690	1.52e-02	1.818	0.563	0.929	1.14	1.0000
GM.5.0.C2H2_ZF.0131	1835	1.700	100	1.000	1.16e-08	7.935	0.529	0.924	1.70	1.0000
GM.5.0.Homeodomain.0116	2930	2.715	101	1.010	3.58e-31	30.446	0.567	0.934	2.69	1.0000
GM.5.0.Sox.0029	1179	1.092	111	1.110	5.89e-01	0.230	0.458	0.906	0.98	1.0000
GM.5.0.Rel.0012	1058	0.980	109	1.090	8.67e-01	0.062	0.530	0.921	0.90	1.0000
GM.5.0.Nuclear_receptor.0061	557	0.516	100	1.000	1.00e+00	0.000	0.429	0.898	0.52	1.0000
GM.5.0.C2H2_ZF.0132	958	0.888	100	1.000	8.83e-01	0.054	0.499	0.915	0.89	1.0000
GM.5.0.GATA.0011	4120	3.817	148	1.480	4.85e-41	40.315	0.479	0.915	2.58	1.0000
GM.5.0.Unknown.0029	2052	1.901	103	1.030	1.28e-11	10.893	0.545	0.926	1.85	1.0000
GM.5.0.bHLH.0065	2426	2.248	100	1.000	6.68e-20	19.175	0.602	0.939	2.25	1.0000
GM.5.0.Homeodomain.0117	2535	2.349	173	1.730	2.39e-05	4.622	0.501	0.919	1.36	1.0000
GM.5.0.Homeodomain.0118	1888	1.749	294	2.940	1.00e+00	-0.000	0.486	0.912	0.60	1.0000
GM.5.0.Nuclear_receptor.0062	3685	3.414	455	4.550	1.00e+00	0.000	0.417	0.896	0.75	1.0000
GM.5.0.Unknown.0030	1257	1.165	100	1.000	7.45e-02	1.128	0.498	0.915	1.16	1.0000
GM.5.0.SAND.0004	18408	17.056	349	3.490	0.00e+00	inf	0.454	0.916	4.89	1.0000
GM.5.0.Homeodomain.0119	4951	4.587	131	1.310	7.07e-71	70.151	0.543	0.923	3.50	1.0000
GM.5.0.Rel.0013	1518	1.407	100	1.000	2.97e-04	3.528	0.504	0.918	1.41	1.0000
GM.5.0.Homeodomain.0120	906	0.839	108	1.080	9.93e-01	0.003	0.462	0.906	0.78	1.0000
GM.5.0.Ets.0026	1187	1.100	107	1.070	4.17e-01	0.380	0.536	0.922	1.03	1.0000
GM.5.0.Homeodomain.0121	2770	2.567	172	1.720	2.94e-08	7.531	0.486	0.916	1.49	1.0000
GM.5.0.IRF.0008	2028	1.879	100	1.000	5.77e-12	11.238	0.568	0.931	1.88	1.0000
GM.5.0.C2H2_ZF.0133	4679	4.335	100	1.000	1.30e-80	79.885	0.589	0.940	4.34	1.0000
GM.5.0.Nuclear_receptor.0063	944	0.875	108	1.080	9.82e-01	0.008	0.486	0.911	0.81	1.0000
GM.5.0.Ets.0027	5514	5.109	130	1.300	7.38e-88	87.132	0.543	0.925	3.93	1.0000
GM.5.0.Rel.0014	1019	0.944	100	1.000	7.30e-01	0.136	0.459	0.906	0.94	1.0000
GM.5.0.Homeodomain_POU.0012	1489	1.380	100	1.000	6.31e-04	3.200	0.514	0.920	1.38	1.0000
GM.5.0.MADS_box.0011	2456	2.276	112	1.120	9.88e-17	16.005	0.536	0.927	2.03	1.0000
GM.5.0.Nuclear_receptor.0064	764	0.708	100	1.000	9.99e-01	0.000	0.488	0.911	0.71	1.0000
GM.5.0.Mixed.0049	1472	1.364	109	1.090	1.11e-02	1.954	0.511	0.919	1.25	1.0000
GM.5.0.IRF.0009	1661	1.539	100	1.000	4.57e-06	5.340	0.541	0.925	1.54	1.0000
GM.5.0.Rel.0015	1005	0.931	101	1.010	8.00e-01	0.097	0.492	0.914	0.92	1.0000
GM.5.0.SMAD.0010	2375	2.201	102	1.020	3.65e-18	17.437	0.582	0.933	2.16	1.0000
GM.5.0.Homeodomain.0122	678	0.628	100	1.000	1.00e+00	0.000	0.473	0.908	0.63	1.0000
GM.5.0.bHLH.0066	2317	2.147	102	1.020	5.72e-17	16.243	0.638	0.945	2.10	1.0000
GM.5.0.Nuclear_receptor.0065	626	0.580	100	1.000	1.00e+00	0.000	0.458	0.905	0.58	1.0000
GM.5.0.C2H2_ZF.0134	1054	0.977	100	1.000	6.16e-01	0.211	0.538	0.923	0.98	1.0000
GM.5.0.Nuclear_receptor.0066	1045	0.968	100	1.000	6.46e-01	0.190	0.489	0.913	0.97	1.0000
GM.5.0.Mixed.0050	1029	0.953	100	1.000	6.99e-01	0.155	0.517	0.918	0.95	1.0000
GM.5.0.Nuclear_receptor.0067	10797	10.004	170	1.700	1.09e-233	232.961	0.570	0.936	5.88	1.0000
GM.5.0.Mixed.0051	2086	1.933	100	1.000	4.92e-13	12.308	0.558	0.930	1.93	1.0000
GM.5.0.Nuclear_receptor.0068	4822	4.468	539	5.390	1.00e+00	0.000	0.471	0.910	0.83	1.0000
GM.5.0.C2H2_ZF.0135	1134	1.051	100	1.000	3.39e-01	0.469	0.516	0.919	1.05	1.0000
GM.5.0.bZIP.0051	1324	1.227	100	1.000	2.40e-02	1.620	0.502	0.917	1.23	1.0000
GM.5.0.Nuclear_receptor.0069	2187	2.026	100	1.000	5.68e-15	14.245	0.586	0.935	2.03	1.0000
GM.5.0.CxxC.0001	664	0.615	101	1.010	1.00e+00	0.000	0.524	0.918	0.61	1.0000
GM.5.0.Rel.0016	717	0.664	100	1.000	1.00e+00	0.000	0.454	0.904	0.66	1.0000
GM.5.0.bHLH.0067	4992	4.625	201	2.010	1.67e-41	40.776	0.641	0.946	2.30	1.0000
GM.5.0.Nuclear_receptor.0070	702	0.650	100	1.000	1.00e+00	0.000	0.421	0.897	0.65	1.0000
GM.5.0.C2H2_ZF.0136	2130	1.974	100	1.000	7.24e-14	13.140	0.531	0.926	1.97	1.0000
GM.5.0.C2H2_ZF.0137	1298	1.203	100	1.000	3.82e-02	1.418	0.514	0.919	1.20	1.0000
GM.5.0.Nuclear_receptor.0071	522	0.484	102	1.020	1.00e+00	0.000	0.436	0.898	0.47	1.0000
GM.5.0.Paired_box.0008	1798	1.666	207	2.070	9.98e-01	0.001	0.473	0.910	0.80	1.0000
GM.5.0.C2H2_ZF.0138	1383	1.281	100	1.000	7.47e-03	2.127	0.526	0.922	1.28	1.0000
GM.5.0.p53.0004	1174	1.088	100	1.000	2.25e-01	0.648	0.489	0.914	1.09	1.0000
GM.5.0.bZIP.0052	621	0.575	102	1.020	1.00e+00	0.000	0.432	0.898	0.56	1.0000
GM.5.0.Unknown.0031	1551	1.437	100	1.000	1.21e-04	3.918	0.500	0.917	1.44	1.0000
GM.5.0.Forkhead.0033	1824	1.690	100	1.000	1.74e-08	7.760	0.538	0.925	1.69	1.0000
GM.5.0.bHLH.0068	1817	1.684	102	1.020	6.01e-08	7.221	0.534	0.924	1.65	1.0000
GM.5.0.bHLH.0069	4322	4.005	151	1.510	9.53e-45	44.021	0.619	0.942	2.65	1.0000
GM.5.0.Unknown.0032	1241	1.150	100	1.000	9.46e-02	1.024	0.501	0.916	1.15	1.0000
GM.5.0.Unknown.0033	980	0.908	106	1.060	9.40e-01	0.027	0.478	0.909	0.86	1.0000
GM.5.0.C2H2_ZF.0139	990	0.917	106	1.060	9.28e-01	0.032	0.599	0.934	0.87	1.0000
GM.5.0.Homeodomain.0123	2038	1.888	127	1.270	2.26e-06	5.646	0.492	0.919	1.49	1.0000
GM.5.0.Unknown.0034	1026	0.951	100	1.000	7.09e-01	0.150	0.512	0.917	0.95	1.0000
GM.5.0.Homeodomain.0124	937	0.868	113	1.130	9.96e-01	0.002	0.453	0.905	0.77	1.0000
GM.5.0.C2H2_ZF.0140	1322	1.225	114	1.140	2.46e-01	0.609	0.503	0.918	1.07	1.0000
GM.5.0.bZIP.0053	1601	1.483	100	1.000	2.87e-05	4.542	0.519	0.921	1.48	1.0000
GM.5.0.C2H2_ZF.0141	6861	6.357	100	1.000	7.86e-152	151.104	0.634	0.949	6.36	1.0000
GM.5.0.Homeodomain.0125	922	0.854	100	1.000	9.38e-01	0.028	0.482	0.911	0.85	1.0000
GM.5.0.bHLH.0070	1685	1.561	100	1.000	2.12e-06	5.674	0.509	0.920	1.56	1.0000
GM.5.0.Homeodomain.0126	2065	1.913	100	1.000	1.21e-12	11.917	0.524	0.924	1.91	1.0000
GM.5.0.Mixed.0052	1214	1.125	102	1.020	1.83e-01	0.737	0.504	0.917	1.10	1.0000
GM.5.0.Myb_SANT.0009	1220	1.130	100	1.000	1.27e-01	0.896	0.539	0.924	1.13	1.0000
GM.5.0.C2H2_ZF.0142	782	0.725	101	1.010	9.99e-01	0.000	0.489	0.912	0.72	1.0000
GM.5.0.GATA.0012	3733	3.459	113	1.130	2.22e-46	45.653	0.469	0.909	3.06	1.0000
GM.5.0.Homeodomain.0127	2467	2.286	115	1.150	4.49e-16	15.348	0.520	0.923	1.99	1.0000
GM.5.0.bHLH.0071	2130	1.974	102	1.020	2.61e-13	12.583	0.616	0.940	1.93	1.0000
GM.5.0.bHLH.0072	2979	2.760	101	1.010	2.22e-32	31.653	0.589	0.937	2.73	1.0000
GM.5.0.Homeodomain.0128	1582	1.466	104	1.040	2.08e-04	3.681	0.523	0.923	1.41	1.0000
GM.5.0.Unknown.0035	3443	3.190	100	1.000	7.57e-45	44.121	0.616	0.942	3.19	1.0000
GM.5.0.bHLH.0073	2044	1.894	104	1.040	3.17e-11	10.499	0.595	0.938	1.82	1.0000
GM.5.0.C2H2_ZF.0143	1438	1.332	100	1.000	2.19e-03	2.659	0.548	0.926	1.33	1.0000
GM.5.0.bHLH.0074	4411	4.087	100	1.000	1.71e-72	71.767	0.562	0.934	4.09	1.0000
GM.5.0.E2F.0014	391	0.362	109	1.090	1.00e+00	-0.000	0.447	0.900	0.33	1.0000
GM.5.0.bZIP.0054	1777	1.646	172	1.720	7.26e-01	0.139	0.529	0.920	0.96	1.0000
GM.5.0.Nuclear_receptor.0072	1034	0.958	102	1.020	7.48e-01	0.126	0.441	0.902	0.94	1.0000
GM.5.0.bHLH.0075	1597	1.480	104	1.040	1.39e-04	3.857	0.576	0.930	1.42	1.0000
GM.5.0.Homeodomain.0129	1437	1.331	103	1.030	5.14e-03	2.289	0.493	0.918	1.29	1.0000
GM.5.0.Mixed.0053	1948	1.805	100	1.000	1.51e-10	9.820	0.534	0.925	1.80	1.0000
GM.5.0.GATA.0013	26051	24.138	687	6.870	0.00e+00	inf	0.463	0.922	3.51	1.0000
GM.5.0.Homeodomain.0130	1086	1.006	119	1.190	9.62e-01	0.017	0.468	0.908	0.85	1.0000
GM.5.0.IRF.0010	617	0.572	104	1.040	1.00e+00	0.000	0.489	0.910	0.55	1.0000
GM.5.0.Mixed.0054	1699	1.574	100	1.000	1.34e-06	5.872	0.529	0.923	1.57	1.0000
GM.5.0.IRF.0011	6911	6.403	100	1.000	1.51e-153	152.822	0.651	0.951	6.40	1.0000
GM.5.0.Homeodomain.0131	1876	1.738	115	1.150	2.65e-06	5.577	0.509	0.920	1.51	1.0000
GM.5.0.C2H2_ZF.0144	1877	1.739	100	1.000	2.41e-09	8.618	0.537	0.926	1.74	1.0000
GM.5.0.Homeodomain.0132	1427	1.322	100	1.000	2.83e-03	2.548	0.516	0.919	1.32	1.0000
GM.5.0.Nuclear_receptor.0073	2391	2.215	203	2.030	1.19e-01	0.923	0.426	0.900	1.09	1.0000
GM.5.0.Mixed.0055	1865	1.728	100	1.000	3.79e-09	8.421	0.563	0.930	1.73	1.0000
GM.5.0.Nuclear_receptor.0074	938	0.869	100	1.000	9.17e-01	0.038	0.494	0.913	0.87	1.0000
GM.5.0.Nuclear_receptor.0075	678	0.628	100	1.000	1.00e+00	0.000	0.474	0.908	0.63	1.0000
GM.5.0.C2H2_ZF.0145	7083	6.563	100	1.000	1.77e-159	158.753	0.648	0.951	6.56	1.0000
GM.5.0.Mixed.0056	1037	0.961	100	1.000	6.73e-01	0.172	0.510	0.916	0.96	1.0000
GM.5.0.Mixed.0057	1143	1.059	105	1.050	4.92e-01	0.308	0.489	0.914	1.01	1.0000
GM.5.0.IRF.0012	1152	1.067	100	1.000	2.85e-01	0.546	0.495	0.914	1.07	1.0000
GM.5.0.Forkhead.0034	3855	3.572	102	1.020	3.42e-55	54.466	0.601	0.940	3.50	1.0000
GM.5.0.Sox.0030	1052	0.975	100	1.000	6.22e-01	0.206	0.496	0.914	0.97	1.0000
GM.5.0.AP-2.0007	763	0.707	100	1.000	9.99e-01	0.000	0.471	0.909	0.71	1.0000
GM.5.0.C2H2_ZF.0146	900	0.834	100	1.000	9.61e-01	0.017	0.510	0.917	0.83	1.0000
GM.5.0.Nuclear_receptor.0076	734	0.680	103	1.030	1.00e+00	0.000	0.439	0.901	0.66	1.0000
GM.5.0.C2H2_ZF.0147	824	0.763	100	1.000	9.94e-01	0.002	0.471	0.908	0.76	1.0000
GM.5.0.Mixed.0058	13237	12.265	1223	12.230	4.67e-01	0.331	0.507	0.917	1.00	1.0000
GM.5.0.Nuclear_receptor.0077	1115	1.033	189	1.890	1.00e+00	-0.000	0.408	0.892	0.55	1.0000
GM.5.0.p53.0005	1235	1.144	100	1.000	1.03e-01	0.987	0.508	0.916	1.14	1.0000
GM.5.0.C2H2_ZF.0148	4044	3.747	100	1.000	1.13e-61	60.949	0.590	0.939	3.75	1.0000
GM.5.0.Homeodomain.0133	1290	1.195	114	1.140	3.34e-01	0.476	0.542	0.924	1.05	1.0000
GM.5.0.Paired_box.0009	636	0.589	100	1.000	1.00e+00	0.000	0.455	0.904	0.59	1.0000
GM.5.0.bZIP.0055	1145	1.061	107	1.070	5.59e-01	0.252	0.496	0.914	0.99	1.0000
GM.5.0.C2H2_ZF.0149	10831	10.036	136	1.360	9.09e-263	262.041	0.547	0.931	7.38	1.0000
GM.5.0.THAP_finger.0003	2095	1.941	100	1.000	3.34e-13	12.476	0.516	0.921	1.94	1.0000
GM.5.0.bZIP.0056	1375	1.274	104	1.040	2.25e-02	1.648	0.466	0.909	1.23	1.0000
GM.5.0.AP-2.0008	829	0.768	102	1.020	9.96e-01	0.002	0.487	0.912	0.75	1.0000
GM.5.0.T-box.0016	1318	1.221	100	1.000	2.68e-02	1.572	0.502	0.917	1.22	1.0000
GM.5.0.Unknown.0036	749	0.694	100	1.000	1.00e+00	0.000	0.499	0.915	0.69	1.0000
GM.5.0.Homeodomain_POU.0013	1625	1.506	134	1.340	1.02e-01	0.993	0.516	0.922	1.12	1.0000
GM.5.0.C2H2_ZF.0150	1976	1.831	100	1.000	4.91e-11	10.309	0.584	0.933	1.83	1.0000
GM.5.0.T-box.0017	1179	1.092	102	1.020	2.71e-01	0.567	0.572	0.929	1.07	1.0000
GM.5.0.bZIP.0057	1664	1.542	114	1.140	6.32e-04	3.199	0.522	0.922	1.35	1.0000
GM.5.0.Pipsqueak.0001	2120	1.964	109	1.090	2.61e-11	10.583	0.437	0.900	1.80	1.0000
GM.5.0.Unknown.0037	888	0.823	131	1.310	1.00e+00	0.000	0.442	0.898	0.63	1.0000
GM.5.0.Homeodomain.0134	2944	2.728	104	1.040	2.73e-30	29.563	0.528	0.924	2.62	1.0000
GM.5.0.AT_hook.0002	966	0.895	100	1.000	8.67e-01	0.062	0.466	0.907	0.90	1.0000
GM.5.0.Unknown.0038	1005	0.931	113	1.130	9.76e-01	0.011	0.485	0.913	0.82	1.0000
GM.5.0.Nuclear_receptor.0078	709	0.657	100	1.000	1.00e+00	0.000	0.460	0.905	0.66	1.0000
GM.5.0.Unknown.0039	1375	1.274	101	1.010	1.13e-02	1.947	0.520	0.920	1.26	1.0000
GM.5.0.Nuclear_receptor.0079	974	0.902	100	1.000	8.50e-01	0.071	0.475	0.910	0.90	1.0000
GM.5.0.GATA.0014	6630	6.143	100	1.000	6.12e-144	143.213	0.622	0.947	6.14	1.0000
GM.5.0.GATA.0015	1986	1.840	100	1.000	3.27e-11	10.485	0.532	0.924	1.84	1.0000
GM.5.0.Myb_SANT.0010	6763	6.266	169	1.690	9.59e-103	102.018	0.494	0.919	3.71	1.0000
GM.5.0.C2H2_ZF.0151	1089	1.009	100	1.000	4.92e-01	0.308	0.515	0.918	1.01	1.0000
GM.5.0.Nuclear_receptor.0080	608	0.563	101	1.010	1.00e+00	0.000	0.448	0.902	0.56	1.0000
GM.5.0.C2H2_ZF.0152	1095	1.015	100	1.000	4.71e-01	0.327	0.531	0.922	1.01	1.0000
GM.5.0.Homeodomain.0135	1181	1.094	100	1.000	2.07e-01	0.683	0.492	0.914	1.09	1.0000
GM.5.0.Rel.0017	842	0.780	100	1.000	9.91e-01	0.004	0.486	0.910	0.78	1.0000
GM.5.0.Ets.0028	2117	1.962	100	1.000	1.28e-13	12.892	0.548	0.928	1.96	1.0000
GM.5.0.RFX.0007	1002	0.928	100	1.000	7.80e-01	0.108	0.513	0.917	0.93	1.0000
GM.5.0.Nuclear_receptor.0081	1145	1.061	100	1.000	3.05e-01	0.515	0.500	0.915	1.06	1.0000
GM.5.0.bZIP.0058	1644	1.523	100	1.000	7.79e-06	5.108	0.522	0.921	1.52	1.0000
GM.5.0.bZIP.0059	5604	5.192	182	1.820	6.57e-64	63.182	0.498	0.921	2.85	1.0000
GM.5.0.Nuclear_receptor.0082	2043	1.893	108	1.080	3.06e-10	9.515	0.506	0.918	1.75	1.0000
GM.5.0.C2H2_ZF.0153	1523	1.411	100	1.000	2.59e-04	3.586	0.554	0.928	1.41	1.0000
GM.5.0.ARID_BRIGHT.0002	1518	1.407	167	1.670	9.83e-01	0.007	0.506	0.919	0.84	1.0000
GM.5.0.bZIP.0060	1611	1.493	101	1.010	3.14e-05	4.503	0.548	0.926	1.48	1.0000
GM.5.0.Rel.0018	7243	6.711	100	1.000	4.97e-165	164.304	0.636	0.950	6.71	1.0000
GM.5.0.bZIP.0061	730	0.676	100	1.000	1.00e+00	0.000	0.478	0.908	0.68	1.0000
GM.5.0.Nuclear_receptor.0083	805	0.746	100	1.000	9.97e-01	0.001	0.459	0.905	0.75	1.0000
GM.5.0.C2H2_ZF.0154	1125	1.042	100	1.000	3.68e-01	0.434	0.507	0.917	1.04	1.0000
GM.5.0.Mixed.0059	5622	5.209	100	1.000	2.12e-110	109.673	0.614	0.945	5.21	1.0000
GM.5.0.Unknown.0040	813	0.753	100	1.000	9.96e-01	0.002	0.479	0.910	0.75	1.0000
GM.5.0.Unknown.0041	2434	2.255	100	1.000	4.49e-20	19.348	0.621	0.942	2.26	1.0000
GM.5.0.Unknown.0042	1333	1.235	100	1.000	2.03e-02	1.693	0.521	0.920	1.24	1.0000
GM.5.0.Unknown.0043	2320	2.150	117	1.170	8.20e-13	12.086	0.591	0.936	1.84	1.0000
GM.5.0.C2H2_ZF.0155	3274	3.034	100	1.000	2.37e-40	39.625	0.581	0.936	3.03	1.0000
GM.5.0.C2H2_ZF.0156	1226	1.136	127	1.270	8.94e-01	0.049	0.584	0.932	0.89	1.0000
GM.5.0.E2F.0015	1666	1.544	100	1.000	3.90e-06	5.409	0.528	0.923	1.54	1.0000
GM.5.0.Mixed.0060	816	0.756	113	1.130	1.00e+00	0.000	0.443	0.902	0.67	1.0000
GM.5.0.bZIP.0062	1607	1.489	100	1.000	2.40e-05	4.619	0.521	0.922	1.49	1.0000
GM.5.0.C2H2_ZF.0157	1306	1.210	100	1.000	3.32e-02	1.479	0.536	0.923	1.21	1.0000
GM.5.0.IRF.0013	1509	1.398	100	1.000	3.76e-04	3.425	0.564	0.929	1.40	1.0000
GM.5.0.Homeodomain.0136	608	0.563	122	1.220	1.00e+00	-0.000	0.482	0.909	0.46	1.0000
GM.5.0.Unknown.0044	1104	1.023	100	1.000	4.39e-01	0.357	0.500	0.915	1.02	1.0000
GM.5.0.C2H2_ZF.0158	1254	1.162	104	1.040	1.48e-01	0.830	0.492	0.913	1.12	1.0000
GM.5.0.bHLH.0076	1180	1.093	100	1.000	2.10e-01	0.678	0.501	0.916	1.09	1.0000
GM.5.0.GCM.0004	1102	1.021	100	1.000	4.46e-01	0.350	0.513	0.918	1.02	1.0000
GM.5.0.CUT_Homeodomain.0006	1034	0.958	100	1.000	6.83e-01	0.166	0.504	0.916	0.96	1.0000
GM.5.0.STAT.0012	1911	1.771	103	1.030	3.23e-09	8.490	0.546	0.928	1.72	1.0000
GM.5.0.bZIP.0063	545	0.505	104	1.040	1.00e+00	0.000	0.502	0.918	0.49	1.0000
GM.5.0.STAT.0013	1459	1.352	100	1.000	1.33e-03	2.876	0.530	0.923	1.35	1.0000
GM.5.0.IRF.0014	3126	2.896	100	1.000	1.63e-36	35.787	0.595	0.938	2.90	1.0000
GM.5.0.MADS_box.0012	1938	1.796	100	1.000	2.25e-10	9.647	0.550	0.928	1.80	1.0000
GM.5.0.Unknown.0045	4415	4.091	100	1.000	1.30e-72	71.887	0.623	0.945	4.09	1.0000
GM.5.0.Unknown.0046	1290	1.195	100	1.000	4.38e-02	1.359	0.502	0.917	1.20	1.0000
GM.5.0.Unknown.0047	1918	1.777	100	1.000	4.95e-10	9.305	0.535	0.925	1.78	1.0000
GM.5.0.MADS_box.0013	1999	1.852	100	1.000	1.92e-11	10.716	0.529	0.924	1.85	1.0000
GM.5.0.Unknown.0048	2733	2.532	100	1.000	7.74e-27	26.111	0.572	0.935	2.53	1.0000
GM.5.0.bZIP.0064	1422	1.318	100	1.000	3.18e-03	2.498	0.538	0.924	1.32	1.0000
GM.5.0.bHLH.0077	6483	6.007	100	1.000	5.91e-139	138.229	0.619	0.946	6.01	1.0000
GM.5.0.C2H2_ZF.0159	361	0.334	110	1.100	1.00e+00	0.000	0.480	0.910	0.30	1.0000
GM.5.0.T-box.0018	1481	1.372	100	1.000	7.72e-04	3.112	0.526	0.922	1.37	1.0000
GM.5.0.C2H2_ZF.0160	1081	1.002	100	1.000	5.20e-01	0.284	0.509	0.917	1.00	1.0000
GM.5.0.C2H2_ZF.0161	972	0.901	100	1.000	8.54e-01	0.068	0.484	0.911	0.90	1.0000
GM.5.0.Grainyhead.0007	1309	1.213	100	1.000	3.15e-02	1.502	0.526	0.921	1.21	1.0000
GM.5.0.Unknown.0049	2847	2.638	100	1.000	1.47e-29	28.834	0.571	0.932	2.64	1.0000
GM.5.0.T-box.0019	590	0.547	102	1.020	1.00e+00	0.000	0.496	0.911	0.54	1.0000
GM.5.0.bZIP.0065	1415	1.311	101	1.010	4.88e-03	2.312	0.533	0.923	1.30	1.0000
GM.5.0.C2H2_ZF.0162	2400	2.224	100	1.000	2.41e-19	18.617	0.544	0.929	2.22	1.0000
GM.5.0.bHLH.0078	1180	1.093	100	1.000	2.10e-01	0.678	0.513	0.918	1.09	1.0000
GM.5.0.Unknown.0050	2504	2.320	100	1.000	1.32e-21	20.878	0.601	0.938	2.32	1.0000
GM.5.0.Homeodomain.0137	2868	2.657	186	1.860	3.09e-07	6.510	0.508	0.919	1.43	1.0000
GM.5.0.Forkhead.0035	2832	2.624	100	1.000	3.38e-29	28.472	0.601	0.939	2.62	1.0000
GM.5.0.C2H2_ZF.0163	2767	2.564	100	1.000	1.21e-27	26.916	0.537	0.927	2.56	1.0000
GM.5.0.C2H2_ZF.0164	5143	4.765	100	1.000	4.76e-95	94.323	0.650	0.950	4.77	1.0000
GM.5.0.TEA.0004	1497	1.387	100	1.000	5.14e-04	3.289	0.558	0.928	1.39	1.0000
GM.5.0.Forkhead.0036	2331	2.160	105	1.050	2.45e-16	15.610	0.578	0.935	2.06	1.0000
